"mkm8d_ptv4_wavelet.HHH_firstorder_Median_240","mkm8d_ptv4_lbp.3D.k_glrlm_RunEntropy_230","mkm8d_ptv4_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_228","sub"
-0.0325733127856413,-0.142257701530798,0.32124224811915,1085983
-1.0545269755802,0.862376406788591,-1.06352559333139,1125173
0.899238679189949,-3.06472668705759,2.49125564731103,1154608
-0.283409614209253,-0.84821212148455,-0.413706629123448,1181124
0.381427338148948,-0.604753861181194,-0.31737766163595,1183075
-0.723855299601148,0.179189127958383,2.73733132760218,1232870
-0.500119056182097,0.507283494618606,0.447021949265466,1279943
-0.44757890969609,0.352560090483168,-0.535422430367142,1329352
0.43251565194773,0.170821241985323,1.5366792033774,1330263
0.26593148105373,2.77548792403761,-0.218565856569704,1364384
0.820177283980831,-0.398230116911933,0.807775093480119,1386095
0.358831540600698,0.308211752975638,-0.983903765643694,1458656
-0.0884090564416824,-0.0621226053635156,-1.30616301143105,1485662
0.169967570882524,-1.68536612334069,-0.315553724357595,1497807
0.874188872477169,-0.55296512950479,0.1891305558462,1501387
-0.514752428661014,-1.93541042477919,-0.157166760758209,1518948
-0.232913654768189,-0.0978953453229666,0.0529828380348222,1526417
0.471045255407753,0.363553012859265,-1.16195806873792,1565177
-0.218863179499144,-0.777255896327274,-0.181308520832144,1606693
-0.528197463426389,0.0594990493646673,-1.30018694381524,1612262
-1.15678114913732,-0.372372434378197,-0.229506910005568,1614566
-0.493159168367657,0.434865009691863,0.0319622221983841,1644034
-0.375519443501707,0.780831491721493,-1.01045558712363,1668599
0.606360450610426,-1.04599226799547,-0.267673783102242,1671370
-2.24436603322898,0.0332301433481554,-0.0559633116841182,1684230
1.02003431663212,0.719880343963361,1.84571308568538,1692385
0.721826936165408,-0.415249007951952,0.0398983476689393,1720713
-0.0565901018427582,0.0883454521091519,-0.511195515924245,1738800
0.363523516820213,1.45153881946123,-1.23896237570638,1740845
-1.27837741571747,-0.185302549388516,-0.265368175172803,1742294
0.270609790169262,-0.213388313632024,-0.842437659315642,1767700
-0.195290409502111,-1.11888185590321,-0.522612030305155,1768972
-0.482536942352239,-0.981712787513315,-0.198101537816054,1889409
-0.294249240555728,0.265465785038406,1.25230781160935,1915938
-0.261901200316088,1.17256056396311,-0.305948367278872,1916742
-0.270813807445399,-1.15438592779669,1.09892570772941,1919296
-0.0589868534815954,0.681361845337425,-0.0167316668945851,1926770
0.102355006813255,0.171586269320178,-0.579411664231358,1938156
0.117568944711594,-0.14348010110415,-0.471154597386923,1938561
1.04525699947696,0.146428694847867,-0.417488762528933,1966316
0.185408788051212,0.14261575495935,-0.421695668747679,1967281
0.144646798977735,1.79240110728601,-0.433839237675057,1973544
-0.101967985508765,1.00357603247105,-1.07684566182039,1975401
-0.0845504287041915,1.50899457347803,-1.53204325252862,1976407
-0.608380919383617,-0.429304357415464,1.17088021159358,1978972
0.0236325939828929,-0.604169246359289,0.945757298071567,1979045
