"mkm9d_ctvper_logarithm_gldm_GrayLevelNonUniformity_249","mkm9d_ctvper_original_shape_Flatness_247","mkm9d_ctvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_247","mkm9d_ctvper_wavelet.HHH_firstorder_Mean_245","mkm9d_ctvper_original_glszm_LargeAreaLowGrayLevelEmphasis_238","mkm9d_ctvper_wavelet.LLH_glrlm_LongRunLowGrayLevelEmphasis_231","mkm9d_ctvper_lbp.3D.k_glszm_LargeAreaLowGrayLevelEmphasis_227","sub"
-0.582204495514895,1.40288253780765,0.0061776112457365,0.361286723303871,0.219987704770377,0.116521672327032,0.123397583856723,1085983
0.847802364462041,0.200657181245088,-0.433471270009694,0.757535204533924,-0.328127878342318,0.0386938779826973,-0.205043124944266,1125173
-0.858381863961803,-1.31277195749427,0.0197534812466907,-0.350238447250011,-0.190816964356571,-0.0364796891020479,0.802935296046738,1154608
-0.491319594823709,0.850921800261826,-0.351563796663821,0.447127645026063,-0.315142087328558,-0.606772599730281,1.59319639861081,1181124
-1.02719828822533,-0.460845108394831,0.869545202206452,-3.07687687686113,0.108060437766889,2.08722194159019,-0.592305405818302,1183075
-0.889140103304469,0.0637789562715629,0.378485056556301,-1.45529765726663,-0.0612236845105494,2.31337558198155,-0.590357777069507,1232870
0.0262880110605234,0.346969164738446,-0.360672254599447,0.142205646690417,-0.245076263860835,-0.0964069136739432,1.53350592681475,1279943
-0.410321260562318,-1.00254485212489,-0.297449150117353,-0.146490061538732,-0.288499208090968,-0.440689907174423,0.123907486275266,1329352
0.00616134379019474,-1.39734278488104,-0.372730815016612,-0.228163343368913,-0.31743202625173,-0.632848377283387,2.52729557488147,1330263
-1.06436357371115,-1.21982328972274,1.96089272207356,3.0081604858848,0.162279668502815,0.242753390002209,0.3938088441203,1364384
-0.850808157928806,1.07223304739818,0.0580972022286982,-0.152059412207642,-0.185434444178188,-0.0519310944622529,-0.418626728525103,1386095
