"mkm6d_ptv6_original_glrlm_HighGrayLevelRunEmphasis_250","mkm6d_ptv6_wavelet.HHL_glcm_Imc1_249","sub"
0.632898999244384,-0.777275152773371,1085983
0.4604199345431,-0.0107791408122515,1125173
0.00265986135229177,0.586776841614232,1154608
0.29545718570768,-0.982533703119424,1181124
-1.99501077490912,-0.912611651919742,1183075
-1.03340519925167,-0.562362327608711,1232870
1.76736867106404,-0.146351007366928,1279943
-0.434540461857864,-0.618041509888003,1329352
-0.451868852901758,0.0205423128074911,1330263
-0.833008203941585,-2.29012228978068,1364384
-0.28149950875668,0.099686231783663,1386095
0.469651914004649,-0.156687363360961,1458656
-1.34152579709574,0.606530105530116,1485662
0.364301426008815,0.0697671184120385,1497807
1.28045474966984,0.158876725233192,1501387
-0.203561093570731,-0.302710367575315,1518948
-0.419558959165977,-0.572475492805844,1526417
-0.734744244351038,-0.379935477711937,1565177
-1.14433317542239,0.255722956453128,1606693
0.0166503569006219,-0.581842171110563,1612262
-0.352990030983595,-0.313233585008494,1614566
-0.493902466375637,0.91294316433397,1644034
-1.04457144861166,-1.06850537104574,1668599
0.677180365355704,-0.776627017208182,1671370
0.29168281024663,-0.735051220487266,1684230
-0.98698324216297,0.162663463405443,1692385
-0.352695908761981,0.65840630850308,1720713
0.985565242414766,0.583319921417989,1738800
-0.110082856136031,1.04651522747179,1740845
-1.50929917497776,0.192098028470456,1742294
-1.39710470074305,-3.37298136991365,1767700
-1.30369063695815,-0.655833897326812,1768972
0.536033886353232,0.601635647340876,1889409
-1.63024365433731,0.555039022501816,1915938
1.50003629589269,1.00885954300418,1916742
-1.03795373656396,-0.451217411945374,1919296
0.510354804867156,-0.677781231855675,1926770
0.477053826185905,0.0333363295246944,1938156
-1.51444487400868,0.603163595949391,1938561
-1.38907513221974,0.82343041712732,1966316
-0.621013232902405,-0.115430615858368,1967281
-1.6665328854498,-0.23371235841675,1973544
-1.72462055849911,-1.26266794056688,1975401
-0.994329507674117,0.604564409673701,1976407
-0.385947019106139,-0.748990900929415,1978972
0.913372675080059,0.673764691510555,1979045
-1.89960014681695,0.893085640505005,1979422
-1.88548586034249,-0.170546204789157,1980052
0.286159693558125,-0.571591881565217,2001182
1.22004953995525,-4.75857651674664,2002465
-1.85878094792134,0.632611957775363,2004451
0.422114248628552,0.0932649148692402,2006164
-0.231894864720513,0.956811926749255,2007309
-1.34868444036422,-0.411294533848213,2009915
-1.62030743435213,0.754943686034883,2010259
-2.16398506995498,-0.578223846267725,2010554
-1.44901430100669,0.626165650870817,2026671
-1.94322498240299,-1.57071111683035,2033049
1.2144484462227,1.23879436108714,2034136
-2.46699546921214,0.16690396084138,2040495
0.123811957606974,-1.4262843151442,2047354
-0.245296498744519,0.826443442704258,2051378
-0.885742291747384,1.66395004061783,2055667
-1.40721518021101,0.563500185318504,2057358
