"mkm10d_ptvper_logarithm_firstorder_RootMeanSquared_250","mkm10d_ptvper_wavelet.HHL_glcm_Imc1_237","sub"
0.489862322521363,-0.628498875168454,1085983
0.0029207098860284,-1.26762059558857,1125173
0.470332204099717,1.16798138456253,1154608
0.895470519625337,-1.36370243682142,1181124
-1.40721204703075,-1.04072052417191,1183075
-0.217366846983606,-2.19557878512084,1232870
1.43842176535156,-0.407922587059279,1279943
-0.0466785213195181,-0.102511780775815,1329352
-0.41601994013041,0.454523802879198,1330263
-0.390055656895913,-1.32479563562997,1364384
0.197490244940496,0.305677983102435,1386095
0.646606177621903,0.200878577878172,1458656
-1.41895986310693,0.150167616539063,1485662
0.283930691621371,0.315428953501431,1497807
0.943922743571536,-0.417070901529913,1501387
-0.466229747409426,-0.0651798437795092,1518948
-0.409641895792244,-0.947782074426482,1526417
-0.760586861847656,-0.848849974490794,1565177
-1.60688680943,0.850720917908644,1606693
0.135477661599307,-0.499383021720099,1612262
-0.305183265536332,-0.455255165301712,1614566
-1.06028000934052,0.0162682741591759,1644034
-1.11800948132019,-0.741609239034451,1668599
0.866442083558107,-0.962728601534464,1671370
1.25157321393853,-0.68376492749372,1684230
-0.745091287861712,-0.903880470956516,1692385
0.137525804244621,0.65192998527199,1720713
0.669258331040199,0.747634601402924,1738800
-0.0617467261833551,0.725316467923909,1740845
-1.30746576021221,0.311076430339118,1742294
-1.23720920656221,-2.30415313736543,1767700
-1.20369788028434,0.185291041496885,1768972
0.464315513716602,0.473837048380636,1889409
-1.97099862695446,0.585273690473619,1915938
1.00048565750295,0.747234458290044,1916742
-0.853686862193814,0.278422126319468,1919296
0.363453439636396,-0.326896912363559,1926770
0.564548566903021,0.467592007267975,1938156
-1.94882028450596,0.587391689095724,1938561
-1.38046525970072,1.3200239516192,1966316
-1.05997255260393,0.142671368634578,1967281
-1.68881664801157,-0.0341489869750552,1973544
-1.50375732264681,-1.51276359912248,1975401
-1.05886966121441,0.717460277195588,1976407
-0.195820925686031,-0.607928656267581,1978972
1.22521234410676,1.03421618766704,1979045
-2.43014175780866,1.58613990110003,1979422
-1.47193727847816,-0.707494719782268,1980052
0.181588283423977,-0.282825258845153,2001182
1.85287673367174,-4.63768731126479,2002465
-2.05217303796545,0.804899431787704,2004451
0.403002563036057,0.158687924934555,2006164
-0.4077378294441,0.345977075386444,2007309
-1.12670987466905,-0.153613626798971,2009915
-1.71642204229706,0.236306800177935,2010259
