"mkm8d_ctvper_wavelet.HHL_firstorder_Median_250","mkm8d_ctvper_original_glszm_LargeAreaLowGrayLevelEmphasis_246","mkm8d_ctvper_original_shape_Flatness_245","mkm8d_ctvper_log.sigma.4.0.mm.3D_glrlm_ShortRunLowGrayLevelEmphasis_245","mkm8d_ctvper_logarithm_gldm_GrayLevelNonUniformity_245","mkm8d_ctvper_wavelet.HHH_firstorder_Mean_243","mkm8d_ctvper_wavelet.HLH_gldm_LargeDependenceLowGrayLevelEmphasis_227","mkm8d_ctvper_lbp.3D.k_glszm_LargeAreaLowGrayLevelEmphasis_227","sub"
-0.571100147971821,2.72926726258597,1.40288253780765,0.413717344888399,-0.580193279453755,0.350510572622125,0.189985972154243,0.123937564669025,1085983
-1.24968871393752,-0.454629375639627,0.200657181245088,-0.550149419931122,0.848775509065648,0.745822234177626,-0.107778217336902,-0.217297109631997,1125173
1.56902224431574,-0.218663479458281,-1.31277195749427,0.148627893860072,-0.860811995870705,-0.352492228372537,-0.305829606456415,0.960361270041184,1154608
-0.37732194172183,-0.430769164439457,0.850921800261826,-0.32703132228727,-0.492955555652995,0.433830648657706,-0.422416058111592,1.56214939312109,1181124
3.07323139231771,0.311363177183338,-0.460845108394831,1.86878882671294,-1.0394986089275,-3.00933240748614,-0.323839431806133,-0.595744064027719,1183075
-1.84562547167203,0.00864249623029613,0.0637789562715629,0.672498191819588,-0.892282346907682,-1.47038827600282,-0.191003655777019,-0.593645595262218,1232870
-1.30742878982417,-0.321861129288066,0.346969164738446,-0.0800367840962216,0.0209713978660431,0.133178506012402,1.2917844858305,1.54958323724253,1279943
0.591885898491968,-0.380389247819877,-1.00254485212489,-0.551651451418526,-0.413459226621605,-0.1603312618982,-0.307742504979675,0.120309092084794,1329352
0.69771712465046,-0.434979251831744,-1.39734278488104,-0.729602871317318,0.010093835982363,-0.208042656427324,-0.241143317763847,2.57415335214572,1330263
0.488022458579042,0.448432511641211,-1.21982328972274,2.22287313063587,-1.06651046593625,3.05174294516025,-0.350125179967233,0.454453665768144,1364384
0.262966804089993,-0.207731454000332,1.07223304739818,-0.133323275430485,-0.853767352884745,-0.123540913689446,-0.428759917201088,-0.39109813684761,1386095
-0.101258143763583,-0.472693180277555,-1.33500992228802,-0.652813758771814,1.22531640785889,0.142680303434494,-0.313645126997519,-0.593132496619487,1458656
-0.178788691927168,-0.389022635856198,1.28943635094053,-0.202763738833626,0.303373072484335,-0.0880690493327063,-0.277930764790321,-0.531643156526331,1485662
-0.0666577908422431,-0.190516482677772,0.25612905997972,-0.531188291370005,-0.222984217650791,0.313847097719292,-0.342085062802366,-0.178228181120115,1497807
