"mkm2d_ptvper_wavelet.LHL_glcm_SumSquares_234","mkm2d_ptvper_wavelet.HHH_glcm_ClusterShade_233","sub"
-1.10171173017517,0.226581078123471,1085983
-0.335806642400642,0.253591779779038,1125173
-0.177875523903589,0.306734011472408,1154608
0.903450103599156,-0.159500243230428,1181124
-0.580736298012803,0.429786090484036,1183075
-0.657888219997231,0.232685519236985,1232870
1.1174740471063,-0.00352331352399197,1279943
0.801321579232754,-2.07740761859841,1329352
-0.26266736109413,0.000517180962155909,1330263
-0.926581561088062,-1.22926734914628,1364384
0.088019747917219,0.530063063028451,1386095
0.241809573986633,0.215164774187042,1458656
-0.853004848275135,0.192779722566888,1485662
0.374388490989132,-0.0470732773296395,1497807
0.75143037674991,0.379008278692966,1501387
-1.2470890338256,0.273224673114248,1518948
-0.439497407757584,0.416370316847134,1526417
0.693835142378336,0.0558367118550172,1565177
-1.012496566781,0.191728453631908,1606693
0.14615668272171,0.168696978582798,1612262
0.729706356500738,0.216767976503456,1614566
-0.900031055138429,0.111964242577379,1644034
-1.01281549659208,0.443405897253331,1668599
0.521144251818304,0.30523307530009,1671370
1.11234356533205,0.511714866871188,1684230
-0.122860377711773,0.208135278249175,1692385
-0.152617379642814,-2.97824985841918,1720713
-1.01790614614812,0.10830634521444,1738800
-0.407588221387693,0.391565642121723,1740845
-0.679327110560612,0.184029439501667,1742294
-0.246505892170998,0.345636034264617,1767700
0.736702468458535,0.292607129965455,1768972
1.42520677512958,-0.038681195456507,1889409
-0.612711161891366,0.154371967379271,1915938
-0.329563768876011,-0.170370957116335,1916742
-0.504166133213062,0.201203929236312,1919296
0.451719143918166,0.207311458574058,1926770
-0.168148741010181,0.0185123060662125,1938156
-1.25159894849141,0.182501341871701,1938561
-0.975108427042299,0.187818903632466,1966316
-0.860940696493563,0.152319392722253,1967281
-0.422346971073067,0.512635475193571,1973544
-0.576826245648299,0.608278494456416,1975401
-1.101874028982,0.132666718919012,1976407
-0.16700869038646,-0.0557260963002248,1978972
-0.110846890574305,0.167539947409275,1979045
-1.61194005706649,0.178453793054099,1979422
-0.000258565483851393,0.434859865484363,1980052
0.042769359204956,0.234598679158943,2001182
1.20300222529636,-2.36170516132279,2002465
-0.618619549224165,0.229403857074603,2004451
-0.428389176305942,0.0649315758729338,2006164
-0.112274506479368,0.00275599735534302,2007309
-0.945993455911284,0.195821619911015,2009915
-0.798422795395727,0.380624505301236,2010259
-0.451542337607082,0.284638223489055,2010554
-0.143128335767501,0.358894190633241,2026671
-0.959659821719793,0.181728737624762,2033049
0.110270887480938,0.123162743670967,2034136
-0.947470807952984,0.0799818446191504,2040495
1.77577907567443,-0.941704700018131,2047354
-0.852567996952989,0.0968283873840788,2051378
-0.943930042060278,0.120415599636394,2055667
-0.812236734467036,0.221916526351924,2057358
-1.17343099704065,0.341170316766926,2059713
-0.313107183800669,-1.56271399210466,2069079
-0.90649741869132,0.0160137868443184,2070958
-0.598756486277523,0.340118184432501,2072215
-1.29311051034841,0.20017903496594,2075832
-0.420706750478871,0.0223709009719875,2075846
-0.261012239250613,0.0336842721656481,2076301
0.273244263772275,0.308016100199714,2078198
1.31840782353996,-10.323577593638,2078899
-0.557258809720721,0.260156468476369,2085349
0.120486921111823,-0.271153496528821,2086044
-0.826030188933648,0.196276486855109,2091555
-0.341239587623527,0.210922240495467,2092954
-0.28714563042299,-1.46146986394861,2096627
0.308400504079481,-1.56928464762133,2100050
-0.748739816991183,0.159273779402925,2108003
-0.888601307715025,-0.0197112717433796,2109902
-0.829596494108451,0.165503717122086,2110540
0.218681200818787,0.0352953125527136,2116787
-0.198227288000504,-0.613317458737858,2119177
0.454593013453414,0.212170512815152,2131601
-0.656632148125702,0.0285079067340977,2132424
-1.14026758763389,0.144630733048175,2132982
-0.534125243394595,0.178842523858152,2133204
-0.0797451633636232,0.359537771854276,2133380
3.74141287904126,-2.61469771380053,2134220
1.40921332474933,0.217016211713102,2135748
0.321816949871442,-0.633962148521025,2137799
-0.341985994567208,0.211607401598425,2138375
-0.0295500923548168,0.604814416885353,2138678
0.257531278737028,0.832461601567639,2139733
-0.716349415391425,0.202082056351603,2141116
0.569624179407966,4.80130759649565,2144796
-0.145280167863639,0.371027146573278,2145166
-0.366847624301685,0.374767428554738,2145694
-0.213624767379041,-0.165428455792146,2146138
-0.865409846144464,0.402161454575345,2151024
