"mkm8d_gtvper_wavelet.HHH_firstorder_Skewness_247","mkm8d_gtvper_wavelet.HHH_glszm_SmallAreaEmphasis_247","mkm8d_gtvper_gradient_firstorder_Minimum_246","mkm8d_gtvper_original_shape_Elongation_244","mkm8d_gtvper_wavelet.LHH_firstorder_Skewness_244","mkm8d_gtvper_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_244","mkm8d_gtvper_wavelet.HHH_firstorder_Median_244","mkm8d_gtvper_wavelet.HHH_glcm_ClusterShade_242","mkm8d_gtvper_wavelet.HHH_firstorder_Mean_241","mkm8d_gtvper_wavelet.HHL_firstorder_Skewness_240","mkm8d_gtvper_wavelet.LHH_glcm_ClusterShade_236","mkm8d_gtvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_234","mkm8d_gtvper_wavelet.LHH_firstorder_Median_232","mkm8d_gtvper_wavelet.HLL_glcm_ClusterProminence_229","mkm8d_gtvper_lbp.3D.m1_gldm_LargeDependenceLowGrayLevelEmphasis_227","mkm8d_gtvper_lbp.3D.m1_glcm_ClusterShade_226","sub"
-0.155900684265156,0.316774136759061,-0.447705772142277,1.02769013153375,-0.333513499796898,-0.333426409656148,0.404584960647432,-0.124613828460463,-0.352390771086789,-0.102293869545465,-0.127225128536487,-0.469384416279687,0.683488247676939,-0.215262919215907,1.70465805137492,1.00873886335177,1085983
0.311455164399973,-1.5669083405821,0.98433756446734,0.903315011727641,0.583200452424111,-0.356713772758222,-1.21394559830933,0.0937040811546015,-0.641537552621649,-1.02921836541355,-0.0750709711774372,-0.493098731912851,-0.367361393898054,-0.23225140032672,-0.383046691643878,0.301324688855595,1125173
0.836138402018752,-0.777440770753407,3.06837430803773,-1.09125817683295,1.50031701670796,-0.336173962124202,2.45895998657729,0.414777446089856,2.13202029129607,-0.100528485164261,0.432839786419995,0.383765301554547,-1.82398376163502,-0.221800847409063,-0.896085874727032,-1.29512031373038,1154608
-2.04206511763426,-0.461411182197203,0.0775314281085061,0.128547106063381,-0.2092797264906,-0.218966861916212,0.159777828762167,-0.202898994746048,-0.467016817836803,0.243982920131483,-0.168952084053714,-0.389820869676528,0.265582985525413,-0.0617049941160388,-0.937519961042946,-0.120045345523522,1181124
0.48916621253429,0.871467276688643,0.52898353889202,1.3884677017123,-0.392846517026494,-0.3499484886285,2.63891369153723,0.132362892680587,2.25882684850234,0.443736028927758,-0.166317374430479,0.0720332931247422,-1.73881581401444,-0.218224914987138,0.83685663599285,0.261578983773724,1183075
0.286506892431893,-2.54046508156965,0.676045580468962,-0.515882743954256,-0.682121042467583,-0.320105032500577,3.32857112088909,0.181682409613698,1.57846871727527,-0.876193826355234,-0.158683526078468,0.0776551932220375,-0.171091516540997,-0.206780390489213,-1.03022047300812,0.606891396232033,1232870
0.162305157368959,-0.749801345662266,-0.322337758018938,0.0607759317154871,1.28076842404254,-0.335440287666613,-0.752779408848272,0.0825198066420958,-0.544862671700853,-0.251722296093214,-0.0513169586095396,-0.426928679952755,1.61420822974937,-0.249244902278885,0.830870733153102,0.434056437179369,1279943
0.270917198662269,0.426333088170146,-0.3736933637218,-0.201139121923733,0.46905198799384,-0.349164297393426,0.522511633229523,0.484908426662017,-0.228309944488959,-0.786542897436483,-0.00587724550490816,-0.44425454679361,1.32556281065526,-0.250644026207143,1.17790997674294,0.911694773239036,1329352
-0.190736313026426,-0.158120361583413,-0.753218577823317,0.300674203552877,0.248097262878754,-0.173277014492228,-0.289403447583721,0.0953426308848218,-0.206738198723526,-0.354013128332507,-0.0361557754215965,-0.433994700706325,1.31919671625154,-0.246039028321431,-0.659195414694733,0.194409909793151,1330263
-0.376781460450569,0.774830288482708,2.76804944512054,-0.778798785706111,-0.708059066230661,-0.341772463630647,2.55105883638557,0.168871883079439,1.84807841828758,0.439304070534578,-0.151847024059072,0.886610945956576,2.8905953113054,-0.239968629631044,-0.593626108514882,1.26606685170206,1364384
-0.825501723021743,0.37532353777694,-0.454639859644049,0.550834506291019,0.566001117086384,-0.345949897510774,-0.801079557569887,-0.337034100500661,-0.123627458737926,-0.663841255579524,0.0421628759441339,-0.0690068657412826,-0.415208329932181,-0.175471230492682,-0.483781716727641,0.642220374468332,1386095
