"lemm_prp_density_250","lemm_prp_sphericity_239","sub"
-0.356789661085772,-0.304413341415338,2212664
-0.409359074174841,0.923605279548715,2217034
0.791607945580408,1.78781087035169,2218615
-0.253664640554325,0.0794056614103296,2219842
-0.534974459212646,-0.87341432170645,2224150
0.37373915372999,1.45006665059981,2228399
-0.422183714570753,1.7696254342895,2228400
-0.329787386717662,0.660124564290144,2234271
-0.325098925694898,-0.243841754566982,2234422
-0.399455438987655,-0.251495943866691,2237571
-0.367786822753977,-0.920953309970444,2244172
-0.260545210334576,1.07891898040003,2247869
0.575274705722046,0.378425402583442,2250648
-0.512100815593924,0.446401290787854,2250836
-0.447058461574406,0.846543698574383,2267382
-0.423677940228652,-0.172279146682002,2269346
-0.250214610020719,-1.4706527566732,2271329
-0.465458881246903,-0.0168444212906104,2274521
-0.601761239758744,0.731426680974807,2276121
-0.278643072790423,-1.0850146682448,2278618
-0.484937340128178,0.356216876290904,2285214
-0.584844268383418,-1.29624925763123,2286108
-0.667115155036706,-1.61687615010964,2293123
-0.645050645279033,0.28653294280965,2294852
0.000824413528977416,1.1202272490176,2294873
-0.513784315440988,-2.09868700175267,2296332
-0.131171293269164,-0.0347792783246904,2305114
-0.47600601048058,0.637592016165833,2305115
1.70349576799134,0.856615960217247,2306459
-0.345120536516943,-0.218012880570033,2306893
-0.667640007479874,-0.00381370011503022,2317120
-0.677998235686191,-1.67755741202522,2319068
-0.588415566313518,0.223484040324553,2321962
-0.637612745273378,-0.418780703221261,2331869
0.679562227206648,0.656769412067533,2336735
-0.665778493498298,-1.17605903872049,2339674
-0.51138179339138,0.964276379203047,2340155
-0.587743349934149,-0.927916891973647,2340322
-0.385444797295465,0.572630366676742,2350037
-0.292910553135297,-0.45407303161788,2352038
0.129371722387326,1.2484764367731,2359944
-0.522929483913114,-0.0475697222825597,2381907
-0.597496437431052,0.459158659220382,2393207
-0.583501109192988,-0.37008665273223,2395415
-0.499127517799806,0.201465583658886,2395943
-0.506551855415372,-0.760334198493702,2401405
-0.587380578648883,-1.64553568542258,2405144
-0.596756386447852,0.260970422674277,2414406
-0.184526506673583,0.656885249528821,2419459
-0.503600202525606,0.00410174841895183,2425694
-0.686691493425239,-0.286738770143972,2426863
0.220113051228812,-0.435880649618451,2430773
0.665756951580506,0.813936257831664,2439458
-0.379149381275345,-1.36813098126553,2443354
-0.56508911604612,0.239704653537837,2445526
-0.248849932918852,-0.494027212268024,2448298
-0.314488431539181,-2.11905478243969,2453577
0.207942303491917,-0.603812017327211,2474709
0.0873375343874369,-0.251848360303091,2480056
-0.625074590006773,-2.03935994837616,2480330
-0.518058980792106,-0.253584142307273,2487135
-0.300405967250708,0.343074733655668,2488660
-0.236788686687423,-0.542571677777495,2490180
-0.584478307426628,-1.197946079973,2493534
0.0953962658847545,-2.48264183166618,2498991
-0.560509232643269,-2.11277618599751,2500377
1.16970205557513,1.25548508508812,2504802
-0.649022066661202,-2.87103714999153,2510402
-0.53584343755224,-0.519448712717823,2520618
-0.594736563444958,-0.843506723426337,2559453
