"lemm_prp_density_250","lemm_prp_sphericity_239","sub"
-0.639681189755045,-1.87932448467197,58325
-0.624282198379098,-0.578694888762812,92173
-0.260369518577445,0.486892581618319,215131
3.74937217876194,1.37332939032135,277752
-0.177169886715021,0.333837127687302,308862
-0.498183292461428,-0.266830772217457,923666
-0.492060258788643,0.492589377939768,965005
1.34219817587098,1.77279973546931,983079
-0.327140402079391,1.17008780764286,1085983
-0.633392712488778,-0.0170820708978153,1125173
1.03382472611976,0.372976502040123,1154608
-0.42365946769041,0.511590038141266,1181124
1.09542324528172,0.196634238007869,1183075
2.08783833282288,1.35017466482548,1232870
-0.559923834190589,0.804907541225739,1279943
-0.324804538938981,-1.33854228775419,1329352
-0.496243413477897,-1.27483581621307,1330263
4.36286607962852,0.872874797336314,1364384
1.28022555561652,0.534339892182369,1386095
-0.617310017776227,-1.55347112122354,1458656
-0.479592473802553,-0.0467179212499316,1485662
-0.372523990087498,0.280635063860163,1497807
-0.452370556623074,-1.43693510569357,1501387
1.36612727130704,0.958785562891388,1518948
-0.0930702261528447,1.6491841259689,1526417
-0.495177706160822,-0.0402058650668593,1565177
-0.667424970764337,-0.318329458426912,1606693
-0.358708716286599,1.21174977960432,1612262
-0.240858395656036,0.00646866450686742,1614566
-0.111886095889429,-0.879914497278723,1644034
-0.440881300275272,-0.17661607588344,1668599
0.428412294429912,0.789431493129637,1671370
0.466542685403119,1.28194163071029,1684230
1.21298919588068,0.676821003716832,1692385
-0.533650725402334,0.518218926205354,1720713
-0.476970610639247,-0.371430461571553,1738800
-0.629618115322123,-2.16167384043993,1740845
0.867089296428491,0.545472775070646,1742294
0.0813348241716967,1.24315392803998,1767700
-0.611235737444856,-0.217951020004398,1768972
-0.552513363492163,-0.237099239223637,1889409
0.701582260902971,0.645318236539808,1915938
-0.583645954827881,0.0909786995927395,1916742
1.76004648333436,1.77627186721154,1919296
0.972883166588876,2.71328643764273,1926770
-0.645720701879445,-1.11174815155069,1938156
0.00787504059538632,0.624107096350544,1938561
0.427482606885482,0.146007451705249,1966316
-0.051738489687319,1.16950868039452,1967281
2.71902730890615,1.47226406996549,1973544
0.352261348791623,0.800854035319801,1975401
-0.218312673366365,0.885089515759273,1976407
0.448140987553297,0.337508921936794,1978972
0.52632040859674,0.539107290844883,1979045
-0.395580199776769,-0.581718163133363,1979422
7.56243453295354,1.238668226371,1980052
-0.654478985962276,-2.43188838688325,2001182
2.0104093303392,1.77562713070268,2002465
0.329725175238237,1.58331995045745,2004451
0.582921631987396,0.364730655423991,2006164
-0.509668384984398,-0.238836074737812,2007309
-0.278907712988136,-1.16869868174795,2009915
-0.502758545540385,-0.932683522034977,2010259
-0.432047077831414,-1.23402468496812,2010554
-0.089587521497127,0.237768288770682,2026671
-0.282357248812076,0.262107162680563,2033049
-0.630907628361483,-1.76987269969247,2034136
0.374693402254817,0.0504806439712444,2040495
2.82653720108732,2.44608024415568,2047354
-0.20551201233907,0.407721205529195,2051378
-0.398374362911869,-0.130887807149787,2055667
-0.469975836167112,-0.680462121886552,2057358
-0.415697970096209,-0.217852366592572,2059713
0.483977875067147,0.234521937615357,2069079
-0.337157695944418,-0.520464904097433,2070958
-0.129496528631193,0.837541892994825,2072215
-0.492417059692836,-0.0379793554958228,2075832
-0.492705102339226,-0.265087938744934,2075846
-0.0664056609708071,0.0954734003854725,2076301
-0.6594197839253,0.0147858920789425,2078198
-0.624210772043041,-0.801222593455005,2078899
-0.374075947265853,-0.16762682969752,2085349
-0.250959459364803,-0.00860096666349372,2086044
-0.392639486283532,-1.10271713229712,2091555
-0.437512147588674,-1.23258641442976,2092954
-0.529208880031067,0.338910093278451,2096627
0.750057683124651,-0.28728353764764,2100050
-0.440191721181373,0.465003607715324,2108003
-0.481446988485729,0.287159347699462,2109902
-0.37783276077473,-1.26176784954182,2110540
-0.4997604206519,0.799599247630323,2116787
-0.471537977564339,-0.79119447543454,2119177
-0.379135447974298,-1.01847337326386,2131601
0.223565293839226,0.819371720455574,2132424
-0.636804252335481,0.133368333192819,2132982
-0.53415983891884,-0.600389881654739,2133204
-0.158762399993285,0.363530089205288,2133380
-0.48856955568201,-1.54023979377816,2134220
-0.547764490972304,0.378981135996503,2135748
0.0370262074500331,0.475099486416294,2137799
-0.505170045857448,0.264122316130263,2138375
-0.57837930395288,-0.948286584594633,2138678
-0.147969928185844,-1.08495481345676,2139733
-0.0780139661848038,-0.332667720272467,2141116
1.01224396183739,-0.464427692220843,2144796
1.33332402552483,0.705582710910633,2145166
-0.347712165162723,-1.72219737843966,2145694
-0.117399449506405,1.09533163824409,2146138
-0.54608759600249,-0.567921624563292,2151024
2.18134153246302,1.56064833935924,2152442
1.21512520681578,1.93548710082941,2157529
0.349316499739535,1.33542701569149,2158101
-0.408848930436892,-1.08750446798161,2158329
1.1396469220036,0.865618565320843,2168082
0.159112014601794,-0.247282565267269,2172217
-0.0451976207120802,0.135099306195882,2176530
4.11745043195217,1.22679080008807,2176784
0.67512388759605,0.515704366671049,2181724
-0.398979598723167,0.564597867110255,2183291
-0.471141313927927,-0.00554433965451075,2183356
0.0600872809417727,0.666634074214458,2185290
-0.277365820795662,0.669244324623081,2186951
-0.60142483403732,-0.973476661846469,2196212
-0.397940184414327,-0.190744383536169,2199403
0.207357554391885,0.495459812556872,2200416
-0.217591257594017,-0.233739540562368,2200813
-0.441522079364609,-0.294438568486064,2205389
