"letm_prc_v27_250","letm_prc_subvol_z3of3_250","letm_prc_grady_250","letm_prc_m120_250","letm_prc_density_250","letm_prc_eigen_max_250","letm_prc_m021_243","letm_prc_subvol_x1of3_242","letm_prc_m030_235","letm_prc_m210_234","sub"
-0.94319318170483,-0.289559579915383,-0.032135503569088,-0.119409999739518,-0.339997586823418,-0.339804036586172,-0.35691191363009,0.421782503011249,0.18739701540117,-0.0578142663658448,1085983
0.301326352666267,0.481286091774007,-0.541721505963586,-0.0211546807976273,-0.452123285700162,1.64961366963474,-0.285553462689897,0.534570557365075,0.148904036046829,-0.193530832069534,1125173
0.301326352666267,0.182569812735566,0.678075623592773,-0.500605753381087,0.396744611910513,-0.61305067497457,-0.422385583114324,0.676196825602189,-0.0384773186944811,0.124272027202412,1154608
-0.923802089443653,-0.749483845651454,0.665396181059389,0.129036249808102,-0.355481076765913,-0.287343880795281,-0.300719709679283,1.05022569407178,0.214441717878564,-0.0335936442062868,1181124
0.301326352666267,0.143455161488897,-2.10904939954142,0.57909691492831,3.74125307368185,-0.651827585017399,3.80965454660714,-1.17984473042311,-0.215445086659431,-2.36755130756353,1183075
0.301326352666267,0.600362725904709,-0.901940990802103,-0.0583188047020073,0.417891348432999,-0.613755776876285,-0.305350466055382,0.534217444641828,0.162672719171311,-0.0901160483491176,1232870
0.301326352666267,0.193534441531089,-0.921174962377445,-0.275733590131355,-0.427385253107045,0.513264408475429,-0.350121098514894,0.685649829067215,0.254105826171829,-0.216721337339309,1279943
0.0123153715984909,-1.12903770444889,-0.477336076376802,-0.532452046072385,-0.326056537553109,-0.301766007841022,0.302703986690861,-1.08635750120927,-0.286734417634082,0.735068671731363,1329352
0.232999623310587,-0.611551510414787,-0.386196185420455,0.325687699137186,-0.398938947362935,0.118138453932887,-0.202411965205061,-0.475292681466605,0.208395052432856,0.605160002615068,1330263
0.301326352666267,2.63806750435253,-3.69679327552224,-0.167753408715191,2.46385069204772,-0.645041104700771,-0.316985607350776,0.859267923698043,0.179628947722805,-0.117737743058043,1364384
0.301326352666267,0.705045554090323,-0.206906403130495,-0.0917997587110238,0.439416579170998,-0.622427299144358,-0.3821015907319,-0.089906782717238,0.213956564174516,-0.225877191658949,1386095
-0.0151878618812775,-1.1895245159733,-0.675478914698544,-0.675158608343154,-0.446798551880214,1.79229500724845,-0.614646577700792,-1.30853785616295,-0.039531478218294,0.86819545664832,1458656
0.301326352666267,-1.26136412467132,0.615483163300741,-1.43075350684833,-0.266226283370246,-0.507995947328887,0.459968020597566,-0.791089398998716,-1.0754951186065,2.41370225687771,1485662
0.301326352666267,-1.2292427807063,-0.661856285489188,-0.0176237665874061,-0.355866744549803,-0.234858182254374,-0.320959799895653,0.0494029292092087,0.195360318166416,-0.484692034959063,1497807
0.301326352666267,0.72051649705188,-0.422558675443262,-0.0672846166414462,-0.381234974464762,-0.0808395692435895,-0.280876399197992,-1.10969280354739,0.196051220442893,-0.575158679274193,1501387
0.301326352666267,0.9891873996886,-0.0774898771616647,-0.179251350224555,0.492052467756619,-0.615248656052789,-0.305936959809086,0.0105051292236201,0.187991715885026,-0.502633391277427,1518948
0.301326352666267,1.50024222392578,-0.490444564217009,0.195674990621154,-0.190485349583279,-0.524065871919375,-0.565040849808369,1.99353834801341,0.0639325827965278,-0.36963533934633,1526417
0.301326352666267,-0.847166357379372,-0.150152315781302,0.364183940634315,-0.397402118601021,0.0573139729454668,-0.730016589470224,-0.946625016332406,0.363923790647149,-0.28089619672568,1565177
-4.02184888230477,-0.455537385484442,0.872139304164885,1.27454514754359,-0.430926929460146,0.144124788619913,-0.849048314325889,1.20503875475422,-1.32795861536931,1.06170381713035,1606693
0.301326352666267,0.711437259630823,0.332674041196562,-0.0209867068640446,-0.356865928846227,-0.188362377408254,-0.319592377287945,0.912728703210263,0.163878211215872,-0.0596943324233896,1612262
0.301326352666267,-0.631068963978286,-0.25509247767985,-0.00701446762134264,-0.290233575509196,-0.420622929226748,-0.358000954671258,0.226817833841198,0.0900682253857431,0.15901219116513,1614566
0.301326352666267,0.542715635670007,0.229998894345211,-0.177114791702755,-0.308510203640648,-0.325162341184296,-0.516810282773269,-0.27379459765392,0.208724182945792,-0.318383094708627,1644034
