"lemm_prc_v43_250","lemm_prc_v30_250","lemm_prc_m011_239","lemm_prc_m110_237","lemm_prc_m003_236","sub"
0.840540487858975,0.375942670475015,-0.19306421395496,0.13831922264019,-0.114117169170111,1085983
-0.987600571547417,0.369230561330039,-0.00506006766863168,-0.260151057498405,-0.125431796962429,1125173
0.422386852967668,0.144776361570712,0.47829245532629,1.00616427248921,-0.120963872969278,1154608
0.46962148403167,0.283158937570031,0.0633611938375224,0.228192079197949,-0.112462910737715,1181124
-0.987600571547417,-4.14844994612117,4.42936661584519,-0.133418229619548,2.56323233651341,1183075
-0.987600571547417,0.375942670475015,0.218286824448206,-0.270043727131333,-0.230436321030936,1232870
1.38097873564885,0.375942670475015,-0.509024523122828,-0.0750976945796732,-0.133075065384931,1279943
-0.987600571547417,0.375168854996142,-0.621174809139299,0.303222123800108,-0.181667652536437,1329352
-0.987600571547417,0.318914623185739,0.018500809847221,0.735313050182198,-0.238258993924705,1330263
-0.987600571547417,0.370263211344639,-0.624069497743158,-0.377038861745731,-0.230516273534228,1364384
0.603225575498987,0.0114777096936549,-0.267719938234095,-0.0169088335407025,-0.108959608259153,1386095
1.11606529672524,0.368919707617032,0.235831806452854,0.343358441018063,-0.12121328750684,1458656
-0.987600571547417,-0.669023654957876,0.332434861997517,-1.38044763482601,0.349721671209132,1485662
0.876008986792907,0.375942670475015,-0.0680757453603953,-0.386178108830384,0.0211233531710578,1497807
1.18229651330422,0.375942670475015,-0.357810472247582,0.154902786104031,-0.653036889214265,1501387
0.248508267056346,0.359021550313148,-0.559786170089031,0.570041008409505,-0.148437700031338,1518948
-0.987600571547417,0.315938923552228,-0.0462875427277286,0.00175595975395714,-0.785002206987809,1526417
-0.987600571547417,0.0734027907743343,-0.701374069126118,0.179191666680475,-0.0541621853376734,1565177
-0.987600571547417,-0.820835750654863,1.76821663226063,0.628506368766706,-0.230223493406069,1606693
-0.987600571547417,0.374988378909535,0.3425974296065,0.202098364532435,-0.151661966639579,1612262
-0.985159723101403,0.210491901400554,-0.309159283797255,0.111188167559036,0.0850609114255722,1614566
-0.987600571547417,0.339998151873778,0.178863287656207,0.148138305914446,0.13545213631276,1644034
-0.987600571547417,-0.135849019805252,2.47921043712695,-2.95198948945771,0.725265156800298,1668599
0.857643386107129,0.375942670475015,0.29848188586931,0.48921263014975,-0.0489427323213437,1671370
1.30222813069712,0.375942670475015,0.0638945599003868,0.0304157294748938,-0.157748093010052,1684230
-0.987600571547417,0.370215724228161,-0.247989723138934,0.0704858326655654,-0.36769347140365,1692385
-0.987600571547417,0.361984898380183,-0.405983427637948,0.665004753689389,-0.1198508809602,1720713
1.12758818254342,0.375942670475015,-0.128338028407109,0.0709411626099786,-0.0449583237328249,1738800
-0.987600571547417,0.320585157110968,0.153628537792942,-0.376343897018013,0.470996022604173,1740845
-0.987600571547417,-0.292051007331106,-0.0725128159749631,-1.92193834220727,-1.15241632595661,1742294
-0.987600571547417,-1.05932739707151,-0.158578834591315,-0.369893928078525,0.887869984623099,1767700
-0.987600571547417,0.107541163681211,0.410881845343647,0.34195735881684,-0.0805574135006553,1768972
0.800151691181938,0.212018200410516,-0.563584362228831,0.393750668856215,-0.114293579083477,1889409
-0.987600571547417,-1.05514050768011,1.24524667091404,-0.445898546823645,0.972639900174676,1915938
