"letm_prc_max_236","sub"
-0.943728804582301,1085983
0.430881916352894,1125173
-0.334068936678063,1154608
2.07955044328326,1181124
-1.40580687055082,1183075
-1.19836419655772,1232870
1.74992027651573,1279943
0.253556507435954,1329352
0.0599096537926191,1330263
1.63417838962278,1364384
0.502755647709086,1386095
1.11262035170838,1458656
-0.343824418063628,1485662
-0.275600823479207,1497807
-0.440970406455546,1501387
-2.22028315398822,1518948
1.38463165229319,1526417
0.545913273219357,1565177
-0.026003853756977,1606693
0.448645007052215,1612262
0.289129566685727,1614566
-1.37085577699098,1644034
0.230278206498726,1668599
-0.958984586235988,1671370
0.299722693255104,1684230
-0.877870076799979,1692385
1.36662273926775,1720713
-0.808017239102017,1738800
-0.855135064715611,1740845
-0.332126278295826,1742294
0.496057312400605,1767700
-0.496267354320826,1768972
1.3268086982651,1889409
-0.25739226815396,1915938
0.818457320981964,1916742
-0.944844633112407,1919296
-0.481809324065849,1926770
1.17066003203038,1938156
-0.269621686927313,1938561
-0.397539264529085,1966316
-1.59402032754554,1967281
1.18371798266066,1973544
0.170331866439249,1975401
-0.470531322702919,1976407
0.113178220154232,1978972
0.287971177015483,1979045
-2.0234168445103,1979422
-0.802573667288271,1980052
0.641880584563152,2001182
-1.02885220213167,2002465
-0.122131342980899,2004451
-0.431642428826376,2006164
-0.806205624771921,2007309
-0.259408368995035,2009915
-0.60921264017655,2010259
1.72761924505082,2010554
-0.506586322842875,2026671
0.928952600706128,2033049
-0.158461875521194,2034136
-0.805119289220222,2040495
0.413103916058859,2047354
-0.157568348919631,2051378
-0.742253210654461,2055667
-2.24795009844938,2057358
0.0427582192832086,2059713
1.2902608893766,2069079
-0.0456002605901109,2070958
0.451666359240251,2072215
-0.980475650311832,2075832
-0.618798918378758,2075846
0.0740821241085531,2076301
2.10126374366207,2078198
-0.106149674637793,2078899
1.48284386435075,2085349
0.028417989270946,2086044
-0.44569478216333,2091555
-0.575925164809846,2092954
2.25166285215278,2096627
0.227916990488512,2100050
-1.21224449192852,2108003
-1.17978320031286,2109902
-0.102864887144579,2110540
1.04542729895071,2116787
1.40139978843163,2119177
1.67049575622271,2131601
0.27145105896989,2132424
-0.513843134689474,2132982
-0.741963802070842,2133204
-0.243100571265819,2133380
-0.921423769471531,2134220
1.38052861168905,2135748
2.23973821205922,2137799
-0.0629730985311413,2138375
0.00309240614358994,2138678
1.472732890064,2139733
-1.88316982567268,2141116
-0.026184818035516,2144796
-0.522844792805392,2145166
-0.36778446173449,2145694
-0.347948966235962,2146138
-0.281265554477185,2151024
-0.103064679800896,215131
0.36320423832257,2152442
-2.30070718673492,2157529
-0.643900860902803,2158101
0.968342514851654,2158329
-2.36354432597809,2168082
-1.06558123252112,2172217
-0.832812611333648,2176530
0.399957494599502,2176784
1.16218667496852,2181724
0.197458098061298,2183291
0.506907609414803,2183356
-1.66745898876161,2185290
1.49461693465755,2186951
-0.052207439356779,2196212
0.988484327337942,2199403
0.790267548668588,2200416
-0.824945674102706,2200813
-0.322612882275645,2205389
-0.0744510933748866,2212664
-1.14649676690569,2217034
1.39944189644654,2218615
-1.57481228808978,2219842
1.70449606176585,2224150
-2.24319255792965,2228399
-2.21926683436362,2228400
-0.479880320123319,2234271
-0.631343339823462,2234422
0.526556661097896,2237571
0.326538084616057,2244172
0.120538322613861,2247869
-0.33212701491302,2250648
-0.0320334216059695,2250836
-0.385445641736434,2267382
2.04805187200975,2269346
-0.222516110262808,2271329
1.05208405070395,2274521
-1.99090593197796,2276121
0.99024937243587,2278618
1.10675566000452,2285214
-0.842678047658785,2286108
2.48751509547496,2293123
-0.328891958862016,2294852
-0.585976072271717,2294873
-0.607331311476807,2296332
0.885423848199634,2305114
0.702704890361576,2305115
-0.227432704083398,2306459
0.68788751555689,2306893
0.849570312937607,2317120
-0.250631464541245,2319068
-1.08952335711602,2321962
1.925146001303,2331869
-0.370341413068324,2336735
1.01419760557474,2339674
-1.00260629482854,2340155
2.1287357446805,2340322
-1.54134247772718,2350037
0.426597168870627,2352038
0.585420058246658,2359944
-0.0853335539083178,2381907
1.11864068309742,2393207
0.177181621229023,2395415
0.0414761369659901,2395943
0.261993764998897,2401405
-0.134700394692032,2405144
1.07358463253119,2414406
-0.572740833976832,2419459
-1.02891454573774,2425694
-0.368542336672323,2426863
-0.844091254768027,2430773
0.523981552764587,2439458
0.0514104682877693,2443354
0.287807552663514,2445526
0.261248863551058,2448298
-0.434243104852271,2453577
-0.264063983975522,2474709
-0.520623560956867,2480056
-0.403819638785685,2480330
-0.133230396785621,2487135
-0.982194506804916,2488660
0.234272674400448,2490180
-0.357115757228596,2493534
-0.259757736157977,2498991
0.280806623700155,2500377
-1.76295186420941,2504802
0.667667588472459,2510402
1.11374120216472,2520618
0.326712352027467,2559453
-0.720129368329906,277752
-0.145489257415602,308862
1.20934310544584,58325
-0.455217075014305,92173
1.84808801300064,923666
0.29193067538031,965005
0.302292722999772,983079
