"mkm7d_ptv2_log.sigma.4.0.mm.3D_gldm_SmallDependenceLowGrayLevelEmphasis_250","mkm7d_ptv2_wavelet.LLL_glszm_LowGrayLevelZoneEmphasis_236","sub"
-0.38741678146653,-0.596386276970299,2010259
-0.134811423721521,-0.320763822359307,2010554
-0.0829077883603163,-0.00644437543042945,2026671
0.0745399521700453,-0.119036659352292,2033049
-0.679608956391096,-0.828245963827595,2034136
0.412213529533796,0.54107643412246,2040495
0.498834185532887,1.98232224238685,2047354
-0.0785852346593927,-0.325247377658818,2051378
0.0458127597311267,-0.472102846621475,2055667
-0.000392076205284168,-0.51662618099291,2057358
-0.0064635937339325,-0.534343803797228,2059713
0.637819845390131,1.03064368202795,2069079
-0.280533450962075,-0.330401531172782,2070958
0.404986887235263,-0.17102581399721,2072215
-0.275737559923242,-0.609112650698972,2075832
-0.550119254298178,-0.679383961651492,2075846
0.219634136450436,-0.197290733572073,2076301
-0.812751849151422,-0.894218156915889,2078198
-0.769207003188666,-0.768674565068417,2078899
-0.238592785433264,-0.283854128279602,2085349
0.0327371341184252,-0.0777196828394747,2086044
-0.640311597509918,-0.498622785028894,2091555
-0.0531050004875835,-0.050780466953216,2092954
-0.331208247105049,-0.589873536648133,2096627
1.67031198371907,1.45759353902195,2100050
0.0248164236637968,0.875794408499437,2108003
-0.644387022109092,-0.647509162912995,2109902
-0.350419468864328,-0.425244110179168,2110540
-0.520567618333094,-0.514178882792777,2116787
-0.574324782336906,0.0752760474100738,2119177
-0.548529219663692,-0.460257719299706,2131601
-0.0804853319704615,0.161330708935813,2132424
-0.660609576497871,-0.751403097631275,2132982
-0.621568053392964,-0.444038603714229,2133204
-0.00225217627525569,-0.286193378920333,2133380
-0.652952618467926,-0.618866611853514,2134220
-0.739447434770357,-0.368123323939195,2135748
-0.253438182486624,-0.0750728045676895,2137799
-0.3544478753404,-0.668021820416958,2138375
-0.602989301824224,-0.754523270557694,2138678
-0.118344841915568,-0.225349927487274,2139733
0.377274560822571,-0.114644321390273,2141116
0.44507312017051,0.977882476073051,2144796
1.52679887089442,1.36752283723336,2145166
-0.0867185475654962,-0.391944735186538,2145694
-0.174158787268367,-0.204661516237994,2146138
-0.615911694899665,-0.640039235643042,2151024
-0.191603583870105,-0.409175630886058,215131
0.892217507261307,3.09343864742263,2152442
1.40585762985194,1.34753032353791,2157529
0.409347473096727,0.324161651285723,2158101
-0.164300027592823,-0.169165297532301,2158329
1.76927258354181,1.07115131033355,2168082
0.429534550724315,0.212204445306811,2172217
-0.203823362141172,-0.208256161800481,2176530
3.21878810153188,3.27707041414791,2176784
0.109413397037195,0.485838817854381,2181724
-0.119267563598584,-0.216587483305167,2183291
-0.604225883185678,-0.631850880695792,2183356
-0.25905032388962,0.0544122169178644,2185290
-0.620329271171937,-0.168910153896867,2186951
-0.746855905689457,-0.687739571975327,2196212
-0.264072794965923,-0.190153154492671,2199403
0.624059070103017,0.211535080814916,2200416
-0.394976017816759,-0.243871795282616,2200813
0.0237945924787809,-0.174599841540472,2205389
0.0478184103015417,-0.452485999648172,2212664
-0.473193376530877,-0.327630098242324,2217034
1.02407420040452,0.88352301090106,2218615
-0.495888319154843,0.721496553552855,2219842
-0.614108710195215,-0.0432158457079375,2224150
0.664838673035615,0.417081882793855,2228399
0.0342251122601101,-0.544345028941464,2228400
-0.342250587904417,-0.382633172371901,2234271
-0.42473796563878,-0.360553732934727,2234422
-0.367651438639989,-0.182658083971088,2237571
-0.19573505470858,-0.409662676861187,2244172
0.0779506676799865,-0.379197877631585,2247869
1.40721556140591,0.380073906041464,2250648
-0.107374785936688,-0.688157746800362,2250836
-0.501224064209177,-0.607010613031933,2267382
-0.173402077111013,0.0110790172592298,2269346
0.195436572279066,-0.280588480037944,2271329
-0.521781219786813,-0.596700861962048,2274521
-0.647909736630884,-0.830382585284578,2276121
-0.276307132639648,1.01180910747055,2278618
-0.454207715658248,-0.57872171450235,2285214
-0.583541964262537,-0.730375284763127,2286108
-0.703344853692931,-0.0654831244844333,2293123
-0.652424735389884,-0.874694823875433,2294852
-0.0532856637348448,3.5339985376078,2294873
-0.481200246981134,-0.632529534212287,2296332
-0.13059454141756,-0.174306188244659,2305114
-0.547700960458141,-0.660681816079667,2305115
1.80145162761919,1.27430331167078,2306459
-0.392910790281317,-0.444974215543914,2306893
-0.850311314819797,-0.921848338279378,2317120
-0.783162742941365,-0.823937912830536,2319068
-0.68066232576983,-0.782950470477158,2321962
-0.692392534533428,-0.873404006403718,2331869
0.141719478170291,0.676383801991088,2336735
-0.738211649043618,-0.916239331571104,2339674
-0.524159303813971,-0.704936839449923,2340155
-0.737585062650383,-0.770914567635323,2340322
-0.127543429217718,-0.433525385278687,2350037
0.0220744247735878,-0.358400627584656,2352038
-0.0675722973480658,0.180399554751111,2359944
-0.272635721108073,-0.668219029846835,2381907
-0.604374532836229,-0.746296235801354,2393207
-0.547525871723826,-0.703725060526559,2395415
-0.576691132012273,-0.672994759279748,2395943
-0.685090589904644,-0.685811377209238,2401405
-0.713501338441731,-0.79048033776098,2405144
-0.790223185122058,-0.768222857515045,2414406
-0.291538214513767,-0.272146272363386,2419459
-0.473749977580876,-0.656586464179933,2425694
-0.841824404131019,-0.973453563307227,2426863
0.299322031414166,0.306449982754527,2430773
0.220840030088012,0.604629628093583,2439458
-0.319380765498722,-0.412232009585592,2443354
-0.730289439406179,-0.735742189255229,2445526
-0.548061784890152,-0.391698565519936,2448298
-0.514652301771002,-0.329344849742598,2453577
-0.0665087949071704,0.101297636919626,2474709
0.01382932453778,-0.0159603147795384,2480056
-0.764516012087648,-0.839535797125482,2480330
-0.618367666479314,-0.113053251223644,2487135
-0.328338376059204,-0.112502094673701,2488660
-0.361909137888521,-0.182959541624905,2490180
-0.703121774963484,-0.764857752383445,2493534
0.127029376484141,0.121740926985219,2498991
-0.546856891994541,-0.695078586675062,2500377
0.264983943550593,1.01209542472016,2504802
-0.474928765218857,-0.55021960740668,2510402
-0.71748400986663,-0.213294910947324,2520618
-0.724096544940067,-0.832829686081613,2559453
8.64395954599594,2.5807893421381,277752
0.119919127549339,-0.128620518868255,308862
-0.672128334410025,-0.763563936063358,58325
-0.714090191575329,-0.766967332080319,92173
-0.43546354051315,-0.52526537556144,923666
-0.534872148919781,-0.531010079671554,965005
3.18613720309814,1.17951570536376,983079
