"lemd_ptv_wavelet.HLL_firstorder_TotalEnergy_245","lemd_ptv_wavelet.LHL_gldm_SmallDependenceLowGrayLevelEmphasis_241","lemd_ptv_wavelet.HHH_glszm_LargeAreaHighGrayLevelEmphasis_241","sub"
0.0461249380192134,-0.696326239553436,0.0611478756047518,1916742
-0.920686592082564,2.42285202265941,-0.647198823460464,1980052
-0.773328538105933,0.466209260058214,-0.535467775938674,1926770
-0.767190325363713,0.224046887588644,-0.568678833272275,1979045
1.57052339840658,-0.757531429702794,0.158964236896776,2196212
1.94960388355893,-0.892064510025039,3.08378845298911,2393207
-0.527202305401476,0.152045274016233,-0.470702889071227,2146138
-0.634861480703447,1.63541175189703,-0.0868130465315323,2228399
-0.0734192394528083,0.682543069088187,-0.595712817461124,2144796
0.629130387860831,-0.569171939749447,-0.402739417098453,2234271
-0.182632364887295,-0.696419783743857,0.517870805508586,2296332
-0.742355539640857,0.468632771303188,-0.618473666023806,1684230
1.37445742130053,-0.875767895402327,7.91639783358294,1720713
1.16101162186107,-0.720120670485637,0.931086273358176,2186951
-0.685401456041828,0.930080556505928,-0.570800140135654,2439458
2.48103066720771,-0.975192300902354,0.810799152071106,2135748
-0.762146000355827,0.487712400351933,-0.59175213626232,2141116
-0.0429778993038466,-0.371467762636422,-0.0500172258913037,2108003
-0.83418567164338,0.554375827756095,-0.571329930350213,2006164
-0.709421549870246,0.786196134539394,-0.139089217450796,308862
-0.572056297888132,0.627711731108627,-0.555684204560287,1085983
-0.65345432466182,0.64039976000714,-0.485800379806807,2004451
-0.00884810931280819,-0.555804919762408,-0.43295027106046,2359944
-0.36605620989205,-0.344500249502119,-0.335768743535659,2069079
-0.551936487969888,-0.28647062383895,-0.475956057700074,2059713
-0.360458422578038,-0.195558330247146,-0.337861795052454,2294873
-0.738242873990781,-0.537364605636817,-0.516188928160509,2033049
-0.340862918349211,-0.558123216850915,-0.275488978878764,1485662
-0.322088158067902,0.396675166016761,-0.549498796670678,1526417
-0.411441182807544,1.30058021795713,-0.60262274270791,1386095
-0.836824472782923,1.58784209072173,-0.628641684802931,983079
-0.855057324126435,0.771643918387453,-0.553423599621647,2132424
0.464987379310972,-0.623156643393215,0.225079909937126,2138375
-0.651752937267299,0.309842455019695,-0.555030391458972,2490180
-0.282023240043692,-0.781640761563596,-0.0377973894027424,2034136
-0.333922590698474,-0.452977110270638,-0.544039556781757,2510402
0.156875854065095,-0.371022282096564,0.17511023320609,1330263
0.898933399100482,-0.942330452940266,2.2178661742062,1768972
-0.800189810254418,5.63476982025799,-0.629961653591804,2306459
0.924048518868049,-0.0819091604956048,-0.53956291729655,2181724
-0.405943308628383,-0.184954301325803,-0.513525936916632,2217034
-0.626255720643145,1.35794831302865,-0.538726594923098,2218615
-0.559675760246487,-0.784943684259343,-0.0510546316311815,92173
2.28938308779291,-0.938170629048723,0.784941255959323,2414406
-0.749456493753398,-0.714465809005357,-0.10041402049315,2381907
-0.168039077804805,2.39434028987444,-0.605542915017854,2002465
-0.468152156613301,0.957035242643029,-0.587837151006049,2474709
-0.0566374899469123,0.139207370573037,-0.515893330423692,2176530
-0.697498045390296,-0.335508098046681,-0.250505600973844,1279943
-0.76887820550963,-0.28502347356911,-0.492228822491919,1976407
-0.380853807485701,-0.747146437976712,-0.371556392994506,2250836
-0.792069765240454,1.98646913740087,-0.422167129593698,1915938
-0.833191784054761,0.848154979596918,-0.583244562080327,2133380
0.946831608104155,-0.0824613908600946,-0.384166049065202,2271329
-0.575685463122676,-0.711244872417408,0.314823991824919,2286108
