"letm_ptv_density_250","letm_ptv_eigen_middle_250","letm_ptv_min_250","letm_ptv_m301_250","letm_ptv_m200_250","letm_ptv_compactness_248","letm_ptv_m310_248","letm_ptv_m012_243","letm_ptv_subvol_x2of2_239","letm_ptv_subvol_x1of3_229","sub"
-0.319538566732397,-0.297469541136332,-0.939724659999346,-0.361486380448842,-0.222390922864878,-0.743287330444023,0.0274854922778746,-0.208754948359242,-1.43055687451705,0.721581565108181,1085983
-0.518554866890728,2.3382326207292,-0.721710813870254,-0.479826227594304,-0.358854895994357,-1.44565546442869,-0.320200852424152,0.0338700929807466,-1.21344226153937,0.77888372487556,1125173
0.865251624530764,-0.692058700420877,1.50924220786795,0.511225563882053,-0.118885443917266,1.76894376599761,0.455646613143932,-0.169161100095663,1.55115475556009,0.988675080671929,1154608
-0.385171484221893,-0.179227096838358,-1.09469317834349,-0.0235959898098692,-0.430302911932789,-0.661290088640727,0.058311113881363,-0.355056012046708,-1.43797697031535,1.18768512670526,1181124
0.932707094852362,-0.6800481237025,1.01165661120025,-0.491933639664854,0.813866566910401,1.80612303432841,0.383414391814428,0.457109585059156,1.21257761147788,-0.705633670571989,1183075
1.33306367654131,-0.702890667346819,-0.108779407721262,-0.974490743575902,0.895978262463861,1.38034650510958,-0.478527949532106,-0.145241492009424,-0.571448109060357,0.831500238658003,1232870
-0.471451486871196,0.588909761497205,-0.59508572248043,-0.329967823733743,-0.0817707650086147,-1.23006646603078,-0.22227066392461,-0.486870562204986,-1.46683924320602,0.881815468215493,1279943
-0.292723170483703,-0.401904602359238,-0.88084163103514,-2.02539217466271,1.49640380089853,0.515382060299277,0.572208183359381,-0.295076487375219,0.276035959580758,-1.10264632255476,1329352
-0.428009310265958,0.0414051813738981,-0.892991525323656,1.45333236821135,1.66300866826434,-0.186106201876371,0.974865218938334,-0.293403065316958,1.05257072307251,-0.404101902926163,1330263
4.69238157602068,-0.720112836077821,1.75155951796415,0.992389602683917,0.473275402079677,3.28441323087274,-0.456067974336422,-0.0229872361109808,3.64232714060991,1.42852872355551,1364384
1.05617217067343,-0.685809849791087,1.02534694742324,-0.15613383310758,-0.494078765064337,1.77318716037925,-0.15636946641403,-0.191009310394458,2.0913476697404,0.201010632605617,1386095
-0.504701464151094,0.881655427304747,-1.30472587480148,4.02342627409273,3.46681792622134,-0.718154497257368,1.30923307208772,0.206321605301929,-0.152411069523205,-1.4519221870904,1458656
-0.419019008688317,-0.00689305066046172,-0.697326107176819,-0.157383562515926,0.13021024932603,-0.721748159565703,-0.433076413443568,0.344020586772957,0.279940320388494,-0.838444096195861,1485662
-0.348986286947965,-0.294986009141992,-0.778996960512994,0.271966745935177,1.8177817800526,-0.382016019433095,-0.914840929606251,0.0625491366343225,-1.16760789774532,0.180144196668737,1497807
-0.385698908675528,-0.190502659210185,0.184568492679033,-0.0302722655307827,-0.717230074570001,0.018007624884625,-0.0455706612458846,0.960338030021586,1.34208999078011,-1.15627405737129,1501387
1.1366901499505,-0.702713631081713,3.07212707245507,-0.349054326450894,-0.243604581637757,1.67386510613706,0.446195396424854,0.111772932820599,0.672650839142217,0.267568337256664,1518948
-0.153456223618512,-0.469296292857691,-0.608390829683957,-0.228728394020358,-0.822002229815396,-0.320242594279603,-0.134197216942848,0.20460543115404,-0.232941055676097,1.5191669464185,1526417
-0.427763308693108,-0.0439718461006996,-0.22023417374154,-0.501543108360116,0.0549453791035668,-0.476617512576726,0.125089989178572,0.236369361742867,-0.124634360367635,-0.994731569729993,1565177
-0.53739893825475,3.92695625065756,-1.34682668474655,-0.541394387814129,-0.0166530045493492,-1.60137743497101,0.124053949416239,0.155874183408152,-1.52630401677256,0.129619270406591,1606693
-0.337616897747971,-0.36206237556481,-0.32081926592805,0.0195819279272125,-0.736552052983798,-0.697979416168236,0.0554171615342857,-0.0666066486451247,-0.871280970697881,1.36029873218928,1612262
-0.246996679360363,-0.437913532205797,0.0950866219460343,0.623131856247711,0.802966588376364,-0.00922917754772902,0.0769455786550607,0.110330005532542,-0.684384196203464,0.283976671041742,1614566
-0.225394883085947,-0.512968300882226,2.39640119788907,-0.540193377824378,-0.580695848132783,0.358375939981997,-0.0523080371198509,0.252774824646855,0.413824979775624,-0.127079509793614,1644034
-0.393135010583587,-0.334497807213899,-0.505801427910395,-0.253750974456177,-0.532146542987085,-0.471376495985132,-0.505370748899277,0.255201316527586,-0.840741122860886,1.30677154724187,1668599
0.280869208243522,-0.660597211782245,-0.101196754940925,0.620589354103936,-0.182078920406619,0.853625298992544,0.332336613763863,0.0978725241382271,1.6245659943801,-0.795702294530337,1671370
