"mkm9d_gtvper_original_shape_Elongation_250","mkm9d_gtvper_original_shape_Flatness_250","mkm9d_gtvper_log.sigma.2.0.mm.3D_firstorder_90Percentile_250","mkm9d_gtvper_wavelet.LLH_glcm_ClusterProminence_250","mkm9d_gtvper_wavelet.LHH_firstorder_Skewness_250","mkm9d_gtvper_wavelet.LHH_glcm_ClusterShade_250","mkm9d_gtvper_wavelet.HLL_glcm_MaximumProbability_250","mkm9d_gtvper_wavelet.HLH_firstorder_Skewness_250","mkm9d_gtvper_wavelet.HHL_firstorder_Mean_250","mkm9d_gtvper_wavelet.HHL_firstorder_Skewness_250","mkm9d_gtvper_wavelet.HHL_glcm_ClusterShade_250","mkm9d_gtvper_wavelet.HHL_glcm_JointEnergy_250","mkm9d_gtvper_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_250","mkm9d_gtvper_wavelet.HHH_firstorder_Mean_250","mkm9d_gtvper_wavelet.HHH_firstorder_Median_250","mkm9d_gtvper_wavelet.HHH_firstorder_Skewness_250","mkm9d_gtvper_wavelet.HHH_glcm_ClusterShade_250","mkm9d_gtvper_lbp.3D.m1_firstorder_Median_250","mkm9d_gtvper_lbp.3D.m1_firstorder_RootMeanSquared_250","sub"
1.02769013153375,1.31168292717136,0.294496914407624,-0.199006543091192,-0.336080584980908,-0.134519937472829,-0.825489788426299,-0.0764801447324626,1.04679095715545,-0.109064143530317,-0.0883348781524121,-0.726798202376367,-0.337417555429212,-0.357268252728055,0.367147007160718,-0.154620966485487,-0.128674859295657,-0.0570502789710768,0.241302793109581,1085983
0.903315011727641,-0.684619025977092,0.507163472237773,-0.189489275131013,0.601874192759937,-0.0703577137708496,-1.12112055668267,-0.376673060647134,0.451712443704775,-1.03371171179653,-0.608726115419662,-1.0339042675415,-0.377604337902699,-0.643360174323342,-1.16115281068612,0.308704721835918,0.0721345909854228,-0.0570502789710768,0.163352169966719,1125173
-1.09125817683295,-1.6945783928603,-2.14289977898129,0.0276998769997214,1.49890521334055,0.389577204222271,0.899012556779493,0.233753535171945,-0.573270175154512,-0.0960184951594468,-0.106946267104164,-0.0652507533811674,-0.361707855295968,2.12252780553756,2.40412339730947,0.830948010190242,0.422026509571566,-1.21006644343885,-1.67266127677957,1154608
0.128547106063381,0.978025873237056,0.762450806733858,-0.147719149188343,-0.23550180929702,-0.180606898312422,-0.552924946142999,3.17001104637688,-0.18720303691544,0.277029145340718,-0.494660335511356,0.5395751429646,-0.235466564640137,-0.472623856189993,0.149331901440667,-2.11382505705329,-0.187306205624614,-0.441389000460252,-1.28438523847182,1181124
1.3884677017123,0.612247159021528,1.37567371905435,-0.150125406790464,-0.382984782231166,-0.170050205058659,-0.627393538041134,0.112163090000579,-2.83001529889641,0.495614519275909,-0.252519013477444,-0.75419310095263,-0.371598749388526,2.27249547531156,2.79488596710144,0.498575594449455,0.135627432599976,0.327288442518179,0.686255986418774,1183075
-0.515882743954256,0.174462190666563,-0.656560182775803,-0.226080125005281,-0.678368344776049,-0.152358063194913,1.29260568668278,0.259682014454395,1.70536352383534,-0.887827918965257,-0.211716044049564,0.100386812516961,-0.337079631178987,1.56574846153726,3.43835589747263,0.286330544075438,0.119732999669427,-1.21006644343885,0.487098440010644,1232870
0.0607759317154871,-0.314533799260688,-0.242542972223776,-0.214045840513293,1.31482195145519,-0.0607378119576278,-0.792382708438292,-0.0367563176820563,1.46886048209464,-0.262310764265926,-0.179929671195702,-0.471665497603289,-0.351850766765187,-0.54748779427245,-0.732659335867299,0.167061270119325,0.0699775256405413,-0.441389000460252,0.0216016138923331,1279943
-0.201139121923733,-0.906227840114156,-0.307534399079289,-0.190641472621683,0.444548067214998,-0.0106232212795607,-0.627816849231186,-0.127908527524328,-0.477427367920264,-0.794260780574866,-0.316656558531315,-0.663709420332616,-0.369769952580534,-0.232685820951192,0.413942590371335,0.279989183012823,0.281766692360744,-0.825727721949572,-0.0618412970577201,1329352
0.300674203552877,-1.04583905399901,-0.057845882628197,-0.134152205417557,0.252785807166362,-0.0342322399516746,-0.369410658927228,-1.14732350039379,-0.0555796630799337,-0.359977095293799,-0.167942284179954,-0.0549013014663087,-0.177110050196006,-0.202058904085503,-0.285113449666364,-0.176211690923886,0.0755611801677338,-0.441389000460252,-0.999574935143149,1330263
-0.778798785706111,-1.81078084550867,-2.91045525027895,-0.19477973829449,-0.710272741349547,-0.145966229200754,0.535349809101429,-1.38464500596756,-1.26257167099583,0.436421953181313,-0.0505551426923502,-0.593188573570971,-0.367780571907795,1.8590443860364,2.78511018547371,-0.353444574793299,0.276535814536104,-0.825727721949572,-1.44161772766213,1364384
0.550834506291019,0.629068428428744,0.527867700552878,0.674265334062651,0.550190526128701,0.0346829371955715,-0.679281396836745,0.649151249624402,-0.61545306970479,-0.637530920951068,-0.27569703772277,-0.434530163140769,-0.365414148882522,-0.131921094132999,-0.848732655501953,-0.811869279579972,-0.240192651541696,0.711627164007424,0.811401477287349,1386095
-0.929661778444626,-1.12689880153666,0.3803867077127,-0.0664892744054938,-0.187949235746877,-0.144271285717069,-1.04559536495953,-0.191858028302434,-0.0491666092599085,-0.799879239786397,-0.558123467325586,-0.981979217246733,-0.378542052771438,-0.593009630365592,-0.626364811320484,0.248794274749087,0.00203138249681431,0.711627164007424,1.12865495921081,1458656
0.705670136509656,1.51968160629526,-0.133036447354017,-0.213234573594757,-0.536852312139881,-0.206885788493732,1.39433401615035,-0.0505295291043888,-0.36398152756121,-0.520523564484414,-0.242949279924384,-0.0926753971702765,0.616553154566945,0.109551047447452,-0.0501623030249978,0.168621059662787,0.111301901683082,0.327288442518179,0.571999691721094,1485662
0.275885909030906,0.567426327208087,0.865495311089583,-0.200018772653784,0.151391341529554,-0.0672613410761976,0.300041999079402,-0.658974594334301,0.348828743045599,-0.835477247072859,-0.263002063130847,-0.110250420111528,-0.230739571580484,-0.295903265554698,0.429441664172245,-0.843103205053386,0.0327644132843452,0.327288442518179,-0.442985682909647,1497807
