"mkm7d_ptv4_wavelet.HHH_firstorder_Median_232","mkm7d_ptv4_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_228","sub"
0.00126167935998685,-0.226501710215605,1085983
-1.03218492381544,-0.325997228780935,1125173
0.750407624572165,-0.286272204420121,1154608
-0.2283069225306,-0.284049179523731,1181124
0.336742293193286,-0.312489375018414,1183075
-0.769023563169022,-0.138395940463173,1232870
-0.456062370612852,-0.125267209479758,1279943
-0.308950030548345,-0.30506141598476,1329352
0.418125756106567,0.0401238049585779,1330263
0.299675789827356,-0.309560240887885,1364384
0.643056044772144,-0.297835101134804,1386095
0.531962348209539,-0.334983161237514,1458656
0.0266095386141094,-0.182437021505152,1485662
0.146350198124418,-0.267365738740264,1497807
0.691836864150436,-0.323435230063152,1501387
-0.155668099673075,-0.3232779836107,1518948
-0.239063639043824,-0.305507335924668,1526417
0.401079121620614,-0.326346938016944,1565177
-0.204314605531087,2.70219826407878,1606693
-0.557927299709613,-0.113400064591055,1612262
-1.2395470270184,-0.297557502537387,1614566
-0.798397704403167,0.217893333149164,1644034
-0.4370982781206,-0.285929003039313,1668599
0.354809339596202,-0.337605091368697,1671370
-1.90724518756226,-0.334624785297598,1684230
0.937118596095121,-0.289205952861331,1692385
0.740716919952054,-0.297314485480285,1720713
-0.0380096958031685,0.434073488671604,1738800
0.391163855609847,-0.293642342962794,1740845
-1.47504153672577,-0.296907607817534,1742294
0.137647899475714,-0.336814036831585,1767700
-0.213032269932386,0.300342433861815,1768972
-0.773264420924581,-0.237701283516773,1889409
-0.286834501913975,1.48688099790938,1915938
-0.325240996863123,0.0112845962415809,1916742
-0.0995064213757815,1.40991710281836,1919296
0.176142375790505,-0.24112582891396,1926770
0.178277578180944,0.196111523262854,1938156
0.107363278051412,0.322496536165813,1938561
1.00402313698917,-0.0455485732052128,1966316
0.0312760494569871,-0.280514083133614,1967281
0.217620142083717,-0.19545342558572,1973544
-0.165783057995002,-0.254185577789668,1975401
-0.165630125150836,-0.109263292346379,1976407
-0.551739296983886,-0.295050189750195,1978972
0.196323094038347,0.10346475991296,1979045
-0.687304407664992,11.4114439197784,1979422
0.507579815061649,-0.175954636513641,1980052
-0.337856287239838,-0.305702217042353,2001182
-2.14795228831789,-0.3409715938723,2002465
0.154243811882637,0.41521719836991,2004451
0.667292442091165,-0.166666570727495,2006164
-0.00350643686595937,-0.206232285752978,2007309
-0.24224218328224,1.31722358002589,2009915
2.16688322214742,-0.298719393904543,2010259
0.0752356259383038,-0.213401346012456,2010554
1.21059058913911,-0.200403359058461,2026671
-0.42488668047443,-0.249988609473165,2033049
0.130099694041874,0.272112611469045,2034136
1.11524853571875,-0.0819982310396977,2040495
-1.58221879307466,-0.335049074990754,2047354
0.186272947256392,-0.199326277814381,2051378
-0.114265940179424,1.3379950877937,2055667
-0.328524035216109,0.56224129127162,2057358
0.108864378888372,-0.0801977902692285,2059713
2.64616795874881,-0.316208558993202,2069079
0.498654654276113,-0.116928169087432,2070958
-0.144706473139889,-0.292987474600901,2072215
-0.206986364808794,0.441361418773829,2075832
-0.186640019291159,-0.21899899781402,2075846
-1.01810302745439,-0.337100035817944,2076301
-0.128375714298796,0.324935333170286,2078198
-1.53926501492742,-0.340301795510629,2078899
0.952935330654434,-0.304117112979811,2085349
0.0240466040493209,-0.321238735779361,2086044
0.0871795011466863,0.434488404451757,2091555
-0.14193999795381,0.311076377157738,2092954
-0.184540201362704,-0.233918380202716,2096627
-0.587317593850698,-0.333998529366887,2100050
-0.58723804878051,-0.256891284090242,2108003
-0.0367871026679728,-0.141774147016518,2109902
0.0607946072749564,0.198961266099997,2110540
-0.0586463838256725,-0.331645665559055,2116787
-0.409889585994961,-0.251840969874662,2119177
0.164807193293125,-0.192697882129644,2131601
0.441161340726172,-0.332333300579149,2132424
-0.224970787493417,0.0075453539227483,2132982
0.36895288888423,-0.134974531658305,2133204
-2.2816522980017,-0.317844007525522,2133380
-0.478944902440963,-0.325060054326758,2134220
-0.670275285489038,-0.29385733400634,2135748
-0.838691290693218,-0.337479190202974,2137799
-0.199396097845003,0.354968140720022,2138375
-0.655183592549623,-0.28075035320945,2138678
-0.692909946162271,-0.33497119142747,2139733
-4.23718270595788,-0.322072987000154,2141116
6.93577854597636,-0.341080191706923,2144796
-0.584588632191687,-0.321330397139864,2145166
-1.30974076356165,-0.088671202528567,2145694
-0.496144469771081,-0.320892646931287,2146138
-0.246141590975269,-0.0909225405373908,2151024
0.261928045607746,0.0292677740725434,215131
0.0183241269021136,-0.309598524425091,2152442
1.186053763744,-0.316085749496643,2157529
-1.74360040721896,-0.328695394383761,2158101
-0.0533832549695538,-0.319263388219455,2158329
-0.459810224855995,-0.0258817814779465,2168082
-0.36208913611705,0.0486394282142713,2172217
1.08080993838735,-0.240256720875874,2176530
0.214095969617485,-0.324502182300416,2176784
-0.694394334338091,-0.320101251458184,2181724
-0.578250775269899,-0.310715726785077,2183291
-0.455205027089334,-0.28195114468762,2183356
1.2124432955791,-0.176716002198536,2185290
-0.0299631392051723,-0.259030614341118,2186951
2.26055664829499,-0.210216373727067,2196212
-0.090163823894947,-0.174013465617054,2199403
-0.663548439380088,-0.320891813488528,2200416
-0.901403192657865,0.517078955689874,2200813
-0.704732594603722,-0.202076004802268,2205389
0.107964613992917,-0.286377636394696,2212664
0.141238352836695,0.543419007211129,2217034
0.413727787341556,-0.327921891079206,2218615
-0.0340961843033998,5.13701893269475,2219842
0.491694590577615,-0.027272629325312,2224150
-0.0632090002906245,0.0409433691434697,2228399
-0.74413233339987,-0.118856629313209,2228400
-1.22756444880528,-0.340908325658644,2234271
1.44346936746582,-0.340450721281231,2234422
-0.105990713994761,-0.197267741413232,2237571
-0.324234238950416,-0.297739496176724,2244172
0.275198618237075,-0.237992567435226,2247869
0.224787314836536,-0.297901007258471,2250648
0.310532502430321,-0.212674897725223,2250836
-0.195315819575818,-0.0444502381629706,2267382
0.606139935365255,-0.319034519436829,2269346
-1.17066399491894,-0.340310209894472,2271329
-0.13912832261601,0.376267323252919,2274521
-0.2691846523117,-0.0796368824022406,2276121
0.952302808407452,-0.320733291883232,2278618
-0.150698441947983,-0.31442983054856,2285214
-0.161841069000264,0.436286430500855,2286108
-0.278838013330125,0.4052005792912,2293123
0.760017484692693,-0.207351765763258,2294852
0.692731791170298,-0.330124891090788,2294873
-0.294811119223695,0.45982351028708,2296332
-0.134593993729423,-0.235485586077772,2305114
0.924922991426119,-0.319074208778211,2305115
-0.223942758921077,-0.187950537442108,2306459
-0.255516794138304,-0.309379306866085,2306893
-0.515392377634395,-0.253965379264304,2317120
-0.175033995725444,2.32140610618144,2319068
-0.61790736127936,-0.311922410537748,2321962
-0.237268267426978,-0.219495288729486,2331869
0.927114988876724,-0.0353068788486467,2336735
-0.0131191757223778,-0.292726652791704,2339674
-0.316718099435797,0.889707559927015,2340155
-0.37950540828779,-0.26418854466719,2340322
0.703267204861964,-0.295578157026034,2350037
0.30316465779649,-0.281388724862851,2352038
2.37360660582475,-0.327506122918825,2359944
0.512413092673943,0.0139273400136383,2381907
0.487794023393741,-0.230170512101122,2393207
-0.125521337711958,-0.146280712076623,2395415
-0.166172287076821,-0.210173751180274,2395943
-0.679249664661808,-0.0585254658517164,2401405
0.0145531528113521,-0.146805576250971,2405144
-0.365481246574319,-0.267894144406628,2414406
-0.122278921520978,-0.0903754198218593,2419459
-0.0277711617457886,-0.0061224668074602,2425694
0.848292641327079,1.88052130743903,2426863
4.9884830818936,-0.307433561027094,2430773
-1.06206880121436,-0.298051842052064,2439458
-0.34361580812041,-0.0956131937757079,2443354
0.670453134168818,-0.116015607506807,2445526
0.235233847557593,-0.150295224269915,2448298
-1.76933710572608,-0.332617720057303,2453577
1.85768179860238,-0.315523484750732,2474709
-0.569625042999385,-0.267208517402198,2480056
-0.547083141593725,-0.19632281691344,2480330
0.576469444264192,-0.138640364811277,2487135
-0.358287665417951,0.0941300140568855,2488660
0.631443544050676,-0.28711858999728,2490180
-0.343028066209497,-0.273658262726249,2493534
0.0981815499296629,-0.322878461693042,2498991
0.432783759487637,-0.241520711149796,2500377
-0.762757034925402,-0.329680038915644,2504802
0.266589758557473,-0.308804262544897,2510402
-0.0310514613014343,-0.23947502889815,2520618
1.32783598436927,-0.26162735611693,2559453
0.778427320569977,-0.205468215348707,277752
0.109846027826926,0.0374851210102531,308862
-0.306726886774705,0.874675255093483,58325
-0.300308685133871,-0.274117089125359,92173
0.0977841244470455,-0.0142619988153501,923666
0.300865507398861,-0.323130948661823,965005
-0.255102236178896,-0.264819187608831,983079
