"mkm2d_gtv_lbp.3D.k_firstorder_Kurtosis_226","sub"
-0.372539407726309,1085983
-0.28050017914005,1125173
-0.173893564110175,1154608
0.780436864243141,1181124
-0.594148610482617,1183075
1.1081241701646,1232870
-0.328254479331981,1279943
0.0302930343652318,1329352
0.0465997012669393,1330263
-0.667406285814861,1364384
-0.453171718346104,1386095
-0.184423829063259,1458656
-0.369733317796192,1485662
0.599287308090727,1497807
-0.21328281891268,1501387
-0.228032656367352,1518948
0.48309439983626,1526417
-0.419543055510182,1565177
1.16689502072493,1606693
-0.253059143680694,1612262
0.429291783341945,1614566
-0.371746692704311,1644034
-0.652463548410797,1668599
-0.410523988728389,1671370
-0.451449688136595,1684230
-0.508390284483354,1692385
0.151478706834051,1720713
-0.580510389272571,1738800
0.12062116057653,1740845
-0.348200490788247,1742294
-0.329379708993783,1767700
0.624001996158472,1768972
0.620989679167725,1889409
-0.370255542942733,1915938
-0.321159777774381,1916742
-0.602617341406637,1919296
-0.589968362292395,1926770
0.516293739134403,1938156
-0.148388908875192,1938561
1.14208681892536,1966316
-0.242781750101075,1967281
-0.799140285281369,1973544
-0.450405446912902,1975401
-0.204431104051216,1976407
-0.0425292408651632,1978972
-0.206129172151773,1979045
0.0941616745040742,1979422
0.339501270183392,1980052
0.189758595664113,2001182
-0.769577990516848,2002465
-0.798105259307826,2004451
-0.395187755412022,2006164
0.0513258987016521,2007309
-0.63053661862281,2009915
-0.346752712165114,2010259
-0.0134587302346331,2010554
0.154094805555245,2026671
-0.358206022107151,2033049
0.721548341937755,2034136
0.164386001354251,2040495
0.983296002920118,2047354
-0.0855573538649159,2051378
1.06003178765699,2055667
0.413849332470063,2057358
-0.304986274904971,2059713
11.70189423015,2069079
-0.218042593497303,2070958
-0.024634755162354,2072215
1.72738325423726,2075832
-0.200666081129587,2075846
-0.441622299216371,2076301
0.190325603214576,2078198
-0.580058105097407,2078899
-0.414284304422765,2085349
0.292889155357458,2086044
-0.102694100760981,2091555
0.125361994655981,2092954
-0.413535474024468,2096627
-0.66192229196811,2100050
-0.519931013620891,2108003
0.47321011657533,2109902
1.74861988463565,2110540
-0.480025265636321,2116787
0.47307049641114,2119177
0.451479751023379,2131601
0.0904256288957584,2132424
-0.636271721422312,2132982
-0.136213426071747,2133204
-0.42679413619812,2133380
-0.0514551254044133,2134220
1.15960590594711,2135748
-0.23745720160685,2137799
0.757998509504512,2138375
0.68930131993173,2138678
1.23614081251933,2139733
-0.460323908030741,2141116
-0.521922803220803,2144796
-0.187982164332911,2145166
-0.147598058686494,2145694
-0.739048454804786,2146138
0.339950252061142,2151024
-0.515596499409763,215131
-0.254174709920173,2152442
-0.409998520252389,2157529
-0.474091406272587,2158101
-0.167762372377791,2158329
0.155170322701206,2168082
0.193845343126724,2172217
0.180385544892202,2176530
-0.91696949672252,2176784
0.65980196033292,2181724
2.23435054434126,2183291
0.377082249393803,2183356
0.58339040862068,2185290
0.105874373351292,2186951
-0.181695152298279,2196212
0.387856249730718,2199403
-1.05752015774629,2200416
-0.452138528147892,2200813
-0.338776447113486,2205389
-0.169181057578958,2212664
-0.401855418274188,2217034
0.284432924649126,2218615
-0.474499270331536,2219842
0.768567257641498,2224150
-0.173931605419795,2228399
-0.267004294992224,2228400
0.0658152125265697,2234271
-0.819607152808831,2234422
0.0143231397434784,2237571
0.278469214952808,2244172
-0.295592733217751,2247869
-0.671602187786239,2250648
-0.592175822310995,2250836
-0.353663847980014,2267382
0.799312477678234,2269346
-0.354324516249296,2271329
-0.0174638580309065,2274521
0.633931981378955,2276121
-0.070197422313509,2278618
-0.143551820075002,2285214
-0.276445046773219,2286108
0.131978606591835,2293123
-0.106478124569385,2294852
-0.488482342489784,2294873
1.31137758821861,2296332
-0.211866603497359,2305114
-0.131171174084037,2305115
-0.556743979701521,2306459
-0.191781677510014,2306893
-0.387224385807606,2317120
-0.248264173067562,2319068
-0.531693798694569,2321962
0.0358819529835102,2331869
-0.454157359663824,2336735
0.0311758920176513,2339674
0.400440754343842,2340155
1.66864795712265,2340322
-0.448656204748937,2350037
-0.227760144264603,2352038
-0.502620524200098,2359944
-0.62872328941938,2381907
0.548905179833194,2393207
-0.236053488422997,2395415
-0.384618033367825,2395943
-0.0872973188632892,2401405
-0.411564632436162,2405144
-0.0561622682458263,2414406
-0.339987446255964,2419459
-0.349797245883423,2425694
-0.27655001119292,2426863
-0.454711716595744,2430773
-0.493333453282346,2439458
-0.568084705143467,2443354
-0.267776761729106,2445526
0.580920425563365,2448298
-0.571349398452069,2453577
-0.622082560661406,2474709
-0.660632700670437,2480056
-0.260603316335396,2480330
0.100429344477327,2487135
0.0580050049872856,2488660
-0.251161676556766,2490180
-0.210119155785413,2493534
0.403443643102585,2498991
-0.233218758103217,2500377
-1.0806857906774,2504802
-0.0353817151480221,2510402
0.671391845527678,2520618
0.889030915679609,2559453
0.227784936012141,277752
-0.218522135124536,308862
-0.133006819634885,58325
-0.368493516507738,92173
-0.125304027321887,923666
-0.671202208569407,965005
-0.424671481423726,983079
