"lemm_prc_v43_250","lemm_prc_v30_234","sub"
0.840540487858975,0.375942670475015,1085983
-0.987600571547417,0.369230561330039,1125173
0.422386852967668,0.144776361570712,1154608
0.46962148403167,0.283158937570031,1181124
-0.987600571547417,-4.14844994612117,1183075
-0.987600571547417,0.375942670475015,1232870
1.38097873564885,0.375942670475015,1279943
-0.987600571547417,0.375168854996142,1329352
-0.987600571547417,0.318914623185739,1330263
-0.987600571547417,0.370263211344639,1364384
0.603225575498987,0.0114777096936549,1386095
1.11606529672524,0.368919707617032,1458656
-0.987600571547417,-0.669023654957876,1485662
0.876008986792907,0.375942670475015,1497807
1.18229651330422,0.375942670475015,1501387
0.248508267056346,0.359021550313148,1518948
-0.987600571547417,0.315938923552228,1526417
-0.987600571547417,0.0734027907743343,1565177
-0.987600571547417,-0.820835750654863,1606693
-0.987600571547417,0.374988378909535,1612262
-0.985159723101403,0.210491901400554,1614566
-0.987600571547417,0.339998151873778,1644034
-0.987600571547417,-0.135849019805252,1668599
0.857643386107129,0.375942670475015,1671370
1.30222813069712,0.375942670475015,1684230
-0.987600571547417,0.370215724228161,1692385
-0.987600571547417,0.361984898380183,1720713
1.12758818254342,0.375942670475015,1738800
-0.987600571547417,0.320585157110968,1740845
-0.987600571547417,-0.292051007331106,1742294
-0.987600571547417,-1.05932739707151,1767700
-0.987600571547417,0.107541163681211,1768972
0.800151691181938,0.212018200410516,1889409
-0.987600571547417,-1.05514050768011,1915938
1.0826286866071,0.375656472722535,1916742
-0.987600571547417,0.375942670475015,1919296
0.975326131914404,0.375942670475015,1926770
0.785690071112253,0.20978236302506,1938156
-0.987600571547417,-0.927110080258879,1938561
-0.987600571547417,0.358424952543465,1966316
-0.987600571547417,0.375942670475015,1967281
-0.987600571547417,-4.13997903129571,1973544
-0.987600571547417,-4.13570316097154,1975401
-0.987600571547417,0.357947458097386,1976407
-0.987600571547417,0.375942670475015,1978972
1.35199532919441,0.375942670475015,1979045
-0.987600571547417,0.0619715009522162,1979422
-0.987600571547417,-0.379629690956285,1980052
