"mkm6d_ptv6_log.sigma.4.0.mm.3D_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm6d_ptv6_wavelet.HHL_glcm_Imc1_250","mkm6d_ptv6_wavelet.HHH_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm6d_ptv6_logarithm_glrlm_LongRunLowGrayLevelEmphasis_250","mkm6d_ptv6_wavelet.HHH_firstorder_Median_246","mkm6d_ptv6_wavelet.HHH_firstorder_Skewness_240","mkm6d_ptv6_original_shape_Sphericity_238","mkm6d_ptv6_logarithm_gldm_LargeDependenceHighGrayLevelEmphasis_237","mkm6d_ptv6_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_228","sub"
-0.240360009863853,-0.777275152773371,-0.608168548188554,-0.156955246316086,0.124632308821586,1.04016186787105,1.26304919603012,-0.111752129306934,-0.212189980310511,1085983
1.89309431274804,-0.0107791408122515,0.948526134421487,0.0480112579285273,-0.898182976917784,1.06700890507416,0.533656452086097,0.672168115943802,-0.403061705428896,1125173
-0.343249059456678,0.586776841614232,-0.832182615039556,-0.333655520388664,2.44294852075894,1.13965715941507,0.539696920621081,-1.3700692594394,-0.34955419838665,1154608
-0.322262762730803,-0.982533703119424,0.0849924218756094,-0.361317840491595,-0.0884099835173362,-0.772954921500351,1.18032951532809,-0.627463378693688,-0.38086161292069,1181124
-0.326078256839752,-0.912611651919742,-0.761116690297423,3.1962153450903,-0.0656988792120933,0.448687751358976,0.0369798798511974,-1.35266930125111,-0.348206015143191,1183075
-0.333590357903495,-0.562362327608711,-0.816839867719174,1.14015836580958,-0.512689438118163,-1.98472801513461,0.483748936614683,-0.667050244278682,-0.253497366762299,1232870
0.503041280535925,-0.146351007366928,0.254425058985105,-0.18463052413513,-0.127842888074369,-0.151201045460396,0.636835331859607,1.63603638519027,-0.154321457274775,1279943
-0.29805781826845,-0.618041509888003,-0.342962637553684,-0.346097099978824,-0.414375112512273,-0.70212543241735,-1.57371086894662,-0.273286138761289,-0.35469068440233,1329352
-0.272378020959192,0.0205423128074911,0.498703210514635,-0.300135252881844,0.545367189551666,0.547263312609625,-1.19026639050154,-0.900535799108017,0.333178030691731,1330263
-0.332356487204359,-2.29012228978068,-0.796326859748504,-0.303937450337956,0.751097440385228,-1.01486401062336,0.90192016753852,-1.18522292612327,-0.33543298833302,1364384
-0.234433156496224,0.099686231783663,-0.749214246138668,-0.197304124123347,-0.999727106372279,1.44466194546801,0.312723833355372,-0.88482747887097,-0.317122173238531,1386095
0.18070764122734,-0.156687363360961,1.21542349882546,0.0299474520947655,-0.528610609651124,1.38873682152615,-1.50459136192332,0.401199488937441,-0.408750076005957,1458656
0.369124754139622,0.606530105530116,-0.300986418919322,-0.189607556126789,-0.19471496517409,-0.821018774314946,0.627867234430281,-0.0597256820217636,-0.170173476251895,1485662
-0.303647556247895,0.0697671184120385,-0.469203179959772,-0.334785148763198,0.935903676510703,-1.02121974543324,0.693249085581562,-0.615482248945914,-0.315587404162472,1497807
-0.0530213896181429,0.158876725233192,-0.307991312240395,-0.0977838775781796,-0.277080703466232,2.27640837648031,-1.06530084495932,1.53413918425461,-0.396042916451736,1501387
-0.351280353858723,-0.302710367575315,-0.853298386194765,0.823188678009765,-0.219600978670561,1.54616198773507,0.736488031819407,-0.857020730765053,-0.369134552321085,1518948
-0.337744001243306,-0.572475492805844,0.030672866906463,-0.333141905933305,0.140814991228075,0.377729223714097,0.883888958507897,-1.10680586758463,-0.377138342657063,1526417
-0.29364478447973,-0.379935477711937,-0.196194743779508,-0.337775852544099,-0.604754876271022,-0.492813107894843,-0.245246529167841,-0.530789869180116,-0.406695811402685,1565177
1.47656725900577,0.255722956453128,0.815912023154193,-0.342420865378447,-0.0796046062078427,1.22087425183259,0.0569667937889996,-0.236918232898499,2.38853811221667,1606693
-0.187281919918833,-0.581842171110563,0.007997679157337,-0.0235084168446275,-0.127856228223022,1.49519016438016,0.883221439599567,1.52874421992643,-0.258744965898758,1612262
-0.328207675835185,-0.313233585008494,-0.0591339339556122,-0.135481576881838,-0.93333793758149,0.968758986956373,0.489367956538935,-0.774622936903789,-0.401452687112021,1614566
-0.24893548080579,0.91294316433397,-0.542602638565639,-0.0988629521209848,-0.178638691164999,-0.26818890669493,-0.305781566439429,1.21849473022156,0.300004845893347,1644034
-0.204428736742765,-1.06850537104574,0.00730388670498869,0.497303020428031,-0.402717479541014,0.745069183496137,0.0680460406262799,-0.617846585526902,-0.309620527789318,1668599
-0.336852158590831,-0.776627017208182,-0.754354888131375,0.0943266174224754,-0.00255535675316455,0.778986460794971,0.159314675751154,-1.0354487941867,-0.414287895908736,1671370
-0.327903047613844,-0.735051220487266,-0.690042081194639,0.298411644159929,0.230976981224807,-0.880281143748099,1.37169812026531,-0.763317775251484,-0.406596671015002,1684230
-0.34013396113323,0.162663463405443,-0.750063568394371,0.0344568152906552,0.375324761390607,-0.615775396606999,0.762676649856691,-0.717865782382898,-0.329874607715755,1692385
-0.071499434820789,0.65840630850308,5.17839104413292,-0.341929398115543,0.425861640480643,0.816718972822558,0.873952742396466,0.346507517980385,-0.351495863526322,1720713
0.351514579217055,0.583319921417989,0.0727884498040847,-0.367553308076108,0.255892321068348,0.114036545975019,0.199568378084928,1.38158064255087,0.668348322113021,1738800
1.01534596368803,1.04651522747179,0.159844365500744,-0.333133056294701,-0.653059419281491,0.170721672919809,-2.46289911494818,0.596327351232206,-0.343928727130453,1740845
-0.337159323972245,0.192098028470456,-0.819468234212788,1.10358289034215,-0.839262397713947,-0.403810795195217,-0.218095994223696,-1.10906924360598,-0.267748053941349,1742294
-0.270405624549311,-3.37298136991365,-0.54976616654753,10.1983447227335,-0.194457224710132,0.014509522701119,0.928643588571957,-1.25717201395598,-0.418648295370808,1767700
-0.18803502437065,-0.655833897326812,1.11550394677988,-0.403727875855869,-0.383290503415963,1.04931662346725,0.580955643502021,-0.961361509057312,0.389490268937795,1768972
-0.202668887088982,0.601635647340876,0.134040926714338,-0.408006500946015,-0.995061604953706,0.266449853200517,0.11222341364035,-0.254799695639789,-0.250904140386044,1889409
-0.353138821896373,0.555039022501816,-0.722822134907697,0.017757399420955,0.145759029540065,0.808548445754172,0.429113062789552,-0.812544341012704,1.43067801992424,1915938
