"mkm5d_ptv2_lbp.3D.k_glcm_ClusterShade_235","sub"
-1.3174465320044,1085983
-0.509647850022087,1125173
-1.12037860461026,1154608
-0.408557944998386,1181124
-1.06845751374307,1183075
1.709884084379,1232870
0.00176849994985817,1279943
-0.243595272472225,1329352
0.744240913341551,1330263
3.35841692933711,1364384
0.930920624761934,1386095
-0.577739980643279,1458656
-1.09320767347614,1485662
-0.85712720337526,1497807
-0.919157839279212,1501387
-0.217365309353336,1518948
-0.117962331685338,1526417
0.165775425051052,1565177
0.209945189639667,1606693
1.09259087357655,1612262
-1.16689576509444,1614566
0.471900390273374,1644034
0.044736814450912,1668599
0.156223896261195,1671370
-0.76716238111979,1684230
-1.08997781218569,1692385
-0.64521201978859,1720713
-1.1714878259708,1738800
0.653067748317564,1740845
0.00860317462638471,1742294
-1.00336410984511,1767700
-0.428260345707702,1768972
-0.268307145480599,1889409
0.373971775419156,1915938
-0.385756178390268,1916742
-0.999117496898693,1919296
-0.0168006636711689,1926770
1.096149569398,1938156
0.105902837859314,1938561
-0.130926152890116,1966316
1.80505261245883,1967281
2.73996664416868,1973544
0.164956867371415,1975401
-0.766551513686779,1976407
0.0375378134306817,1978972
-0.148120584210728,1979045
0.51982052886304,1979422
0.0529724440083666,1980052
1.34513670291804,2001182
-0.414507488740895,2002465
-1.76497537479027,2004451
-0.477545910106668,2006164
-0.524184301690915,2007309
-0.422837694897792,2009915
0.0115816668757421,2010259
-1.4041392195149,2010554
-0.800488304038726,2026671
-0.0817637597847883,2033049
-0.343080905794839,2034136
-1.54060923066019,2040495
0.753962425826273,2047354
-0.329241034248943,2051378
0.0394572377140111,2055667
-0.519068988376792,2057358
0.943494225219232,2059713
-0.527794067163272,2069079
-1.130594609092,2070958
0.794345829105136,2072215
-0.505446494218702,2075832
-0.777116569963903,2075846
-0.846778765704398,2076301
1.57369223551877,2078198
-0.758322990944291,2078899
0.102792626282127,2085349
-0.314924540643594,2086044
-0.864760204913409,2091555
-0.898622628204212,2092954
0.265697300828658,2096627
0.00819935408570231,2100050
-0.451208067470381,2108003
-0.234923458730038,2109902
1.46220989825171,2110540
-0.992038743801998,2116787
0.649803932043836,2119177
1.1559680785795,2131601
-0.592250235794179,2132424
-1.33467541294245,2132982
-0.425453748141147,2133204
-0.13776877716824,2133380
0.664861904774843,2134220
0.552464372712575,2135748
0.775842013922073,2137799
0.437935416091361,2138375
-0.622506596439824,2138678
-1.46392675069691,2139733
0.288789010244152,2141116
1.2826226642197,2144796
0.240781523766929,2145166
-0.359546211296542,2145694
0.870361288508725,2146138
0.408713611071388,2151024
0.0426399664687746,215131
-0.982825150650544,2152442
3.14298335641522,2157529
-1.05896923489033,2158101
-0.068890283254633,2158329
2.77750581030063,2168082
-0.868401740255972,2172217
0.248108738052728,2176530
-0.588819868814793,2176784
-0.0906905668485029,2181724
-0.748239180155134,2183291
-0.930319059918039,2183356
-1.73078352485838,2185290
0.270195417777805,2186951
-1.00620280768739,2196212
-0.163322515092955,2199403
1.09769969087944,2200416
-0.504597026730102,2200813
-0.915418585616951,2205389
1.9030581056323,2212664
1.29283374334326,2217034
0.738313407143221,2218615
-0.041131765361404,2219842
-0.763574021516724,2224150
2.73893487918216,2228399
0.884661100202771,2228400
0.573477961937766,2234271
0.243057740611718,2234422
2.89190272430636,2237571
0.611637597965212,2244172
2.65022433028488,2247869
-0.837551083262753,2250648
-0.892954067614764,2250836
0.630189786527687,2267382
1.71152313565577,2269346
-0.626319056069611,2271329
0.413640847358023,2274521
0.241283009136231,2276121
2.32271454481065,2278618
-0.0919702899971905,2285214
-0.385872396621099,2286108
-0.550010346502647,2293123
1.21125385888641,2294852
0.934253486993045,2294873
0.281148777804799,2296332
0.486576925106026,2305114
-0.624005879294728,2305115
-0.947926278609619,2306459
3.43735301686881,2306893
-0.477872324088464,2317120
-0.245983697276,2319068
-0.396914090675677,2321962
-0.312146670860833,2331869
-1.47324036234283,2336735
-0.333483755166636,2339674
0.143332517712426,2340155
-0.631581359806442,2340322
-0.169548382116778,2350037
0.984340265345161,2352038
0.423272999206661,2359944
-0.611627581422011,2381907
-0.796388988503104,2393207
-0.529345413009404,2395415
0.420724414449039,2395943
-0.134676991197561,2401405
-0.217354537017544,2405144
3.53741567775114,2414406
-0.303352782802435,2419459
-0.430402637297933,2425694
-0.37782623992254,2426863
0.108754801830423,2430773
0.488448367241742,2439458
0.102912295558811,2443354
-0.427151659731295,2445526
-0.896911258260102,2448298
-0.644684975027688,2453577
-0.168032585847303,2474709
-0.582873794644279,2480056
0.427571572533567,2480330
-0.176306963817874,2487135
-0.39923720122079,2488660
-0.826466989782348,2490180
-0.296045629435037,2493534
-1.41634756970085,2498991
-0.59608280876551,2500377
-0.434176918719462,2504802
0.406546790148287,2510402
0.0982211373593077,2520618
-0.921659026720993,2559453
-0.638313287852609,277752
-0.316765000289418,308862
-0.828112371283446,58325
-0.649754663812286,92173
0.450553370179127,923666
0.48888327592,965005
-0.552120035771117,983079
