"letd_prc_logarithm_firstorder_Minimum_231","letd_prc_original_shape_MajorAxisLength_228","sub"
-1.28327266395618,0.932605021266873,1916742
1.50783462490073,-2.00897851441336,1980052
1.00205009458202,-1.34063970828574,1926770
1.51223148704073,-0.965617432445872,1979045
-0.464667522253701,1.00349785977377,2196212
-1.08296430956681,1.04474574168282,2393207
1.27459273241571,-0.436242194123412,2146138
-2.06311309168708,-1.05427706729643,2228399
2.36199216585263,-0.87442294000048,2144796
1.11296923558048,-0.198335958619563,2234271
-1.79202441207571,0.287604822025766,2296332
1.65097187224925,-1.20925152228199,1684230
-0.637348538003585,0.753496567639048,1720713
0.0552873801633386,-0.283668792020915,2186951
0.0855924111754628,-0.980999267306847,2439458
-1.41643287221343,0.205483609252675,2135748
-0.139507444501278,-0.470558104808037,2141116
0.421453776883248,-0.163583126094614,2108003
0.479879128030379,-1.21815943298057,2006164
1.24918490635037,-0.528738967323715,308862
-0.78618593073096,-0.412704097902279,1085983
0.452218459716801,-0.875194287608276,2004451
0.714748514240418,-0.533001712736976,2359944
0.0846074145568649,-0.908575813807834,2069079
-0.00298101333364317,-0.0423412997895212,2059713
-0.305843865047694,-0.27594985342753,2294873
0.993054729085812,0.033404273510457,2033049
-0.365801485042013,0.0858556887791972,1485662
0.233313559521837,-0.692369599301995,1526417
0.42814772453231,-1.45573428769661,1386095
1.18563735396474,-1.50022499550175,983079
2.28380409400567,-0.975379746249519,2132424
-0.451489354249142,0.185426856517891,2138375
0.536265607155332,-0.618664184928189,2490180
-0.597381377712132,1.88807715570919,2034136
1.08623279658709,4.81656212793506,2510402
-0.42042844177574,0.598184885780664,1330263
-1.54797121251825,0.94947826767636,1768972
-0.119893394672045,-1.37269622711595,2306459
0.582102242117764,-0.993855394073557,2181724
0.584488273241564,0.281389813262244,2217034
0.0945023881438003,-1.29328993811912,2218615
0.0571668093735513,0.879875255950948,92173
-0.602476502478205,0.805442144097279,2414406
-0.26818854640179,0.260772678258975,2381907
2.2512940919915,-1.54730170260583,2002465
0.041198535044835,-0.706946742788721,2474709
0.0627697030297912,-0.858351567862468,2176530
0.232600769209887,0.572704591886556,1279943
0.587198672785965,-0.421189640902796,1976407
-0.240758390519353,0.319675718425417,2250836
-0.207731097906981,-0.977498932127415,1915938
0.360777921843823,-0.736118770838503,2133380
1.75881347065057,0.0319243721009836,2271329
-0.842698849901483,0.531967175300909,2286108
-1.11361797193084,-0.86336903451068,2040495
0.403853684352825,1.13843019129852,1125173
0.559397784331705,-0.662250960842879,1767700
-0.334768250931408,1.04041158693588,2138678
-0.296638662294975,0.0630076645438726,2443354
1.29451834669042,0.0503431360227947,2234422
-0.859783299700121,0.522226936546255,2151024
-2.21593929998786,0.688283076299957,2057358
-0.216573438075872,0.350377593639685,2425694
-0.586778828766859,0.773148191485883,2500377
-0.315160490344174,0.594526627233156,2183356
0.139503255874799,0.405550885664811,2131601
0.952199596146377,-1.5188896937476,2152442
1.11477534185551,0.2864339240219,2306893
0.811911434701349,0.233641366354293,2009915
-0.207710486656217,2.2580502410437,58325
-0.0886295252340916,0.419405802979235,2395943
