"mkm5d_gtvper_lbp.3D.m2_firstorder_Maximum_250","mkm5d_gtvper_lbp.3D.m2_firstorder_Range_250","mkm5d_gtvper_logarithm_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm5d_gtvper_wavelet.HHH_gldm_SmallDependenceLowGrayLevelEmphasis_248","mkm5d_gtvper_lbp.3D.k_glcm_ClusterProminence_245","mkm5d_gtvper_wavelet.HLH_glcm_ClusterShade_240","sub"
0.0889999155534754,0.166336464320104,-0.0667071290078083,-0.0892221883895541,-0.110554773449418,-0.104421397941023,1085983
0.0889999155534754,0.166336464320104,-0.170163985541748,-0.0629970394612752,0.513710964638361,-0.257669523587955,1125173
-2.42279211551693,-1.57408899351458,-0.166348212441349,0.623424039348961,-0.0436464582875623,-0.0629350041873014,1154608
0.0889999155534754,0.166336464320104,-0.168539912220234,-0.676101290020433,-0.570296132639581,1.09929364537752,1181124
0.0889999155534754,0.166336464320104,-0.173723977476884,-0.52177950465253,-0.00266627104735053,-0.0314427235374822,1183075
0.0889999155534754,0.166336464320104,-0.163122471520584,5.70397835108892,3.2691888406197,0.182971889759044,1232870
0.158252507567239,0.196313931529401,-0.162536988260879,0.942725163810464,0.298250719424445,-0.238671923026533,1279943
0.0889999155534754,0.166336464320104,-0.135725402708932,-0.332943301539832,0.362348427450114,-0.156918908070282,1329352
0.0889999155534754,0.166336464320104,-0.158958736837242,-0.467899694762541,0.893833075488644,-0.377798801354706,1330263
-2.20256659007345,-8.80406275064921,-0.173303333944866,1.6849982729681,-1.45800710638477,-0.913792682676811,1364384
0.0889999155534754,0.166336464320104,0.0448843519914742,-0.233781923952199,3.89771172117354,1.15259778553618,1386095
0.0889999155534754,0.166336464320104,-0.128635939153273,-0.837905952128156,0.357233746135592,-0.247988743696328,1458656
0.0889999155534754,0.166336464320104,0.224122541793486,-0.255198719299284,-0.57384126170817,-0.255524055479672,1485662
1.26240126851412,0.674268363457275,-0.165157703604424,-0.724450055450603,-0.804333514571763,-0.354596809082886,1497807
0.275911697213782,0.247245230949944,-0.167272888317965,0.133840542367046,-0.788806045291104,-0.279863150981862,1501387
0.158252507567239,0.196313931529401,-0.169528493920721,4.32436324425872,-0.0267730786435055,-0.250491024295922,1518948
0.0889999155534754,0.166336464320104,-0.165058046061823,-0.662981303251008,-0.74550619278534,1.22649134487472,1526417
0.158252507567239,0.196313931529401,0.280421787143384,0.00411579192643724,0.0820147723121237,-0.0972255791401829,1565177
0.0889999155534754,0.166336464320104,-0.147250947246855,-0.350531590819116,-0.292930213750097,-0.243028234493381,1606693
0.0889999155534754,0.166336464320104,-0.158396840097731,1.2041288856521,-0.021621465063275,-0.248586060688036,1612262
0.0889999155534754,0.166336464320104,-0.169564646607287,-0.672237615005986,-0.763618811333954,-0.388414418654516,1614566
0.0889999155534754,0.166336464320104,-0.140784768380195,0.15379483804292,-0.890403094127838,-0.249633721671396,1644034
0.0889999155534754,0.166336464320104,-0.152683027611557,-0.449850008855382,-0.694864468003165,-0.2560486770178,1668599
0.158252507567239,0.196313931529401,-0.169107026098319,-0.512512083607448,0.520721748203118,-0.499570662722934,1671370
0.255138621823827,0.238253160498417,-0.173788454980903,-0.109495623757654,-0.790407509287747,-0.632440310475816,1684230
