"lemdfirst_prg_original_shape_Flatness_250","lemdfirst_prg_original_shape_SurfaceVolumeRatio_250","sub"
-0.310135452200856,-1.03305457050963,1916742
0.468613531450938,0.298606137036551,1980052
2.84964260983316,-0.315798338208773,1926770
0.0573668448000064,1.38238840853188,2196212
-0.536563652911634,-0.0744798186410225,2393207
-0.598949273915394,-0.112778283142443,2146138
1.20381274182398,-0.460774765790896,2228399
0.343779171843127,-0.0645485898598313,2234271
0.570615316427289,3.09560793018485,2296332
1.80180862000305,-0.262380957344454,1684230
-1.19190119731126,-0.286375679402087,1720713
0.77990289333199,-0.30052389171012,2186951
0.294303373386066,-0.58193079356746,2439458
1.96013133537285,-0.158095403510815,2135748
0.590171394763454,-0.152939530663933,2141116
1.51649364770679,-0.461030178744528,2108003
0.861942698842227,1.0935418011783,2006164
0.654557482028563,-0.249715336380976,308862
1.31168292717136,-0.883493588008831,1085983
0.953760217246064,-0.2590328915466,2004451
-0.756044369234142,0.720309105261632,2359944
-1.04130732793521,1.73170958923749,2069079
0.35347003954887,0.0424881071485795,2059713
-1.38723570680384,-1.08129082536637,2294873
-0.422258756542308,-0.100933237763392,2033049
1.51968160629526,-1.31361709314172,1485662
0.666429207101459,-0.54813128248572,1526417
0.629068428428744,-0.308947263716357,1386095
1.09382527165663,-0.562999716037386,2132424
0.852830906433849,0.0723276300403445,2138375
1.44173410871606,0.578915410021344,2490180
-1.21854631272316,3.1154704743312,2034136
-3.19815554566259,0.620033950183411,2510402
-1.04583905399901,-0.393082761067541,1330263
0.313932229779911,-0.499686014115949,1768972
0.717640517227154,1.14510537417328,2306459
-0.294192318896008,-0.260022478874422,2181724
-0.49133115585516,-0.26610545051475,2217034
0.699914817773558,-0.427895182219799,2218615
0.614621571325355,-0.29796136641303,92173
-0.240254512771898,-0.548630798138922,2414406
0.961255853556442,-0.360344362838894,2381907
1.11717884296245,-0.557706305698179,2002465
-0.678935088600957,0.0352708954198701,2474709
1.79396584519919,-0.073749819256152,2176530
-0.314533799260688,0.153425922093812,1279943
1.10931490527948,-0.184100106193942,1976407
0.670192374409375,-0.786429394790235,2250836
0.52834084816289,-0.282130260609661,1915938
1.2732853763248,-0.254855636073958,2133380
-1.05518927568793,0.685775586104182,2271329
0.423212282069545,-0.831869932714027,2286108
0.20859778219488,2.4982565301154,2040495
-0.684619025977092,-0.101898225844604,1125173
0.334324183377623,-0.181194868558315,1767700
-0.144383078571293,0.107698588503659,2138678
-0.410785396986199,-0.385497517558953,2443354
-1.34611254200747,-0.0726908883133562,2234422
0.685631333283745,-0.269567195910381,2151024
-0.589465345197841,-0.24658355509579,2057358
0.688013370629189,-0.233988852219908,2425694
-1.01534028082005,-0.303339292675361,2500377
-2.06811924674213,-0.418182720774208,2183356
-1.47605974691436,-0.365870612493971,2131601
1.8452713057112,-0.280084765963051,2152442
-0.843853971915055,-0.809975677219572,2306893
-0.469164714135058,-0.239865036396249,2009915
-1.54412355332107,-0.251915358317022,58325
-0.0297567195051112,-0.349662850949166,2395943
0.806907990233284,4.59702058208825,2480330
1.05392034390557,-0.266309184061715,2076301
0.376599114534298,-0.515483032748306,2205389
1.05472219458245,-0.22246763340119,1975401
0.140580460227394,-0.510855984306836,2250648
0.866173389889995,-0.168557032371769,2185290
-0.861541209008086,-0.451298897014755,2091555
0.174462190666563,0.645630178101319,1232870
-1.46934249529639,-0.371350711455305,2139733
-0.222009202759228,0.326979994064509,2559453
-0.389558558289395,-0.209729312150515,1938156
0.378364719070735,-0.360593487454695,2158101
-1.07332849171846,-0.509169649346796,2199403
-0.975696523605489,-1.11138827082806,2430773
0.759864572285977,0.159315415351409,1738800
-1.03519235787732,-0.0302680482709581,1565177
-0.769527154214724,-0.60854647316436,1978972
0.157649684185364,4.28091935340358,2487135
-0.618378441230778,-0.377424673769089,1612262
0.795899393011584,-0.359819892978581,2051378
0.567426327208087,-0.619611793684804,1497807
0.514521391923785,-0.110265523746139,2026671
-0.685275111358077,0.00237002562231718,2340322
-0.447499334105283,-0.327546592015992,2293123
-0.826926602052749,0.182044190535469,2395415
0.118124964107291,-0.619829484982456,1966316
0.616973349254115,0.111776335872782,1973544
-0.426195831113799,1.73309690881246,2010259
-1.25097143862588,-0.113105576910167,2145694
-1.27290418460219,-0.393053665386992,965005
0.644977022283605,-0.26263901222184,2096627
1.32531199595358,-0.463564025768966,2047354
-1.81078084550867,-0.0505483638997014,1364384
1.16702709255239,-0.227273697846773,2132982
0.0550013767081333,0.748567633554076,2134220
0.081745926816137,0.176418894410709,1889409
-0.251858003492742,-0.74987041489043,1938561
0.135798069278276,-0.262617244423462,2055667
0.769275207479691,-0.237919089545882,2176784
-0.259160743059236,-0.188425246529102,923666
-0.359404518580512,-0.648440657364354,2086044
1.16728703297373,-0.34770563770982,2078198
-0.0310849832723612,-0.205822725180149,1501387
-0.502271961202471,-0.294235027379524,1518948
-0.668269217795799,0.260745336021919,1606693
1.04559094888269,-0.356391497656715,2305115
0.250999079125508,-0.357997522467536,2237571
0.222593930895364,-0.254374829254258,2285214
-0.47678495262334,-0.844836925450952,2426863
1.57527584664535,0.76533237086215,2480056
-0.666141728819901,-0.138451025367545,1668599
-0.936271922430257,0.153938745615991,2339674
0.885223845068039,-0.269936172889371,2133204
0.219664015971337,-0.271592898029729,2294852
-0.616389813421815,0.157790485621566,2445526
-2.22454548872087,-0.726436895139184,2200416
0.698599336534552,-0.191482074378497,2168082
0.766894387124673,-0.0875189198443258,2075846
0.1011256981041,-0.692049613801269,215131
1.0021561174902,-0.155580780297026,2274521
1.7297252413145,-0.134187131278236,277752
-1.17378889230186,-0.357424877847271,2078899
-0.36320462423537,-0.330484801648228,2172217
0.696022314760412,-0.114646366565305,1614566
-0.837046251587868,-0.192655515212687,2100050
-1.46258707995036,0.382287017993411,2183291
-0.157354262052447,0.975111299466149,2336735
-1.08826941198867,-0.820575547093992,2352038
0.0412657661714561,-1.00438738011495,2305114
0.726067544793149,-0.40951541513384,2448298
-0.906227840114157,-0.541548722030418,1329352
0.612247159021527,-0.236949225246524,1183075
-1.02037319942953,0.0231464389189751,2110540
0.795723845934192,-0.172276400963009,2070958
0.925274723092997,-0.0449454471112094,2340155
0.672586414373863,-0.0806878746307602,2075832
-1.08556053654049,2.89839385740288,2498991
1.55221625709883,-0.343514416163106,1919296
-0.297073435517299,-0.426610926309877,2401405
-0.560910325208477,-0.165090313373882,1644034
-0.417819808953771,-0.0988820096761307,2405144
-1.86019624329733,-1.49086309658071,2158329
-1.46054214532795,-0.225639909452216,2319068
0.396564690996556,-0.567460316709922,2504802
-0.127870923077575,-0.499812656134956,2331869
0.0802170464979443,1.17541724080709,2317120
0.812725686763011,-0.0954694198366485,2072215
1.18350983389087,-0.463577042919414,2228400
-0.38839853257045,-0.434113834301077,2145166
2.32432703536061,0.773131106116242,1692385
-0.726322040600613,-0.0533709416457939,2109902
-0.570988558341913,0.203897422842352,2219842
-0.326089561822382,-0.627599721699996,2520618
-0.13589594141154,-0.632820198052823,2419459
1.34216512033718,-0.247116864919024,2276121
-0.0314438775725066,-0.200727648612223,2350037
-2.06985825664804,0.106370035056784,2001182
-2.72892291800795,-0.393310995634851,2278618
-0.967621835993905,-0.0066391206632312,1740845
-1.11557262966706,-0.490883468605178,2321962
-0.490085903840584,-0.214186410581207,2212664
-1.46418861500003,3.57651535122755,2453577
0.672035905574924,-0.382874136367988,2224150
0.156473089225486,-0.397908196352713,1967281
-0.0313893863514104,-0.285959155998795,1742294
0.943344510054336,6.16968549627719,2488660
-1.0981508265569,-0.4449297135015,2085349
0.839095734555314,-0.391747194906936,2247869
1.13790558763417,-0.316671787960437,2157529
0.141508879089508,-0.392089784265492,2119177
