"mkm5d_gtvper_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_250","mkm5d_gtvper_original_shape_Maximum2DDiameterSlice_250","mkm5d_gtvper_wavelet.HHL_glcm_Imc1_249","mkm5d_gtvper_original_glszm_LargeAreaLowGrayLevelEmphasis_246","mkm5d_gtvper_wavelet.HLL_glszm_LargeAreaLowGrayLevelEmphasis_245","mkm5d_gtvper_wavelet.LHH_glcm_Imc2_245","mkm5d_gtvper_log.sigma.3.0.mm.3D_glcm_Idmn_245","mkm5d_gtvper_wavelet.HHL_firstorder_Mean_245","mkm5d_gtvper_logarithm_gldm_SmallDependenceLowGrayLevelEmphasis_244","mkm5d_gtvper_lbp.3D.k_glcm_Correlation_244","mkm5d_gtvper_logarithm_firstorder_Minimum_243","mkm5d_gtvper_wavelet.LHL_firstorder_Maximum_242","mkm5d_gtvper_lbp.3D.k_glcm_ClusterProminence_241","mkm5d_gtvper_wavelet.HHH_glszm_LargeAreaHighGrayLevelEmphasis_240","mkm5d_gtvper_wavelet.LLL_glrlm_GrayLevelNonUniformity_238","mkm5d_gtvper_wavelet.HHL_firstorder_Skewness_236","mkm5d_gtvper_original_shape_Maximum2DDiameterColumn_234","mkm5d_gtvper_wavelet.LHL_firstorder_90Percentile_233","mkm5d_gtvper_wavelet.HLH_firstorder_Kurtosis_229","sub"
0.299272192429751,-0.440470221573572,0.495717273827339,-0.425292437853289,-0.361602709239317,-1.08735486413413,-0.00751576141224989,1.0727270859596,-0.438848194046437,-0.48946846702441,0.304464262905912,0.369901523716619,-0.110554773449418,-0.307332699301581,-0.0623099513608186,-0.0777156922165461,-0.255543792727245,-0.226182493731135,-0.44486045126727,1085983
0.248604984312818,1.15411629433486,0.590175114271373,-0.462463330635983,-0.617946670638553,-0.390400606739207,-0.593521541646059,0.49291868050706,-0.441351833749344,-0.0181293926950074,0.500384296556111,-0.685451587285548,0.513710964638361,-0.18159241449874,1.00323597416728,-1.00862738975409,1.55593525471427,0.127991153202618,-0.560152054484312,1125173
0.679328320858331,-0.876605475071902,-1.54423363546556,-0.159271471858627,0.714421401065254,1.77900693319072,0.64266208155874,-0.674265863814348,1.00568169273296,0.299298989267352,0.534056974527331,-0.304452976993492,-0.0436464582875623,-0.590983068078002,-1.29428665822409,-0.118877948179018,-1.53067222055458,-0.501775706816914,-0.42054863097523,1154608
-0.374143307350982,0.207295087043478,0.0360077836746251,-0.369843355322291,-0.660600285986589,0.571620428592949,0.488790424140322,-0.154567947608306,-0.120523248813916,0.795474026698652,0.940109417044608,0.507656852575726,-0.570296132639581,0.269417386658521,-0.712785582136512,0.134242613053264,-0.142310526587546,0.778246768385475,2.79620907075874,1181124
1.63375560476117,-1.02628368618399,-0.463284464875829,0.323378550893353,-0.311603335048118,0.378747311065831,-1.16261610552404,-2.86664661609965,0.423902392875568,-1.30379128664392,-0.662439253858531,-0.229698267020777,-0.00266627104735053,-0.45583406885289,-0.717118573635568,0.263911595559218,-1.00681187618963,2.20629302047058,-0.378430569350706,1183075
0.655413337300127,-1.36403115077499,-0.0294877280060239,-0.150646692782503,0.251284684073789,-0.606352014767116,-1.34019613975377,1.73145908725068,0.0484658419428554,0.0446221027211723,-0.0826328052088375,-0.758299716146928,3.2691888406197,-0.590320510786033,-0.937563213723091,-0.836074076460632,-1.00681187618963,-0.161902412885924,-0.65539805922412,1232870
-0.491116212197645,0.296568649340464,-0.312984044620753,-0.392766599013751,-0.0429901643016673,0.696991343097865,0.772177788959054,1.50828311445028,-0.39902647465158,0.141814665349379,1.33156550566742,-0.000191476191324585,0.298250719424445,-0.421810911875044,-0.169718707025058,-0.213651702786987,0.845994857098736,0.291403743287641,-0.473897803269369,1279943
-0.523449172155404,0.00413082763128977,0.314506090513327,-0.438232914773448,0.0910780884494783,-0.351096211381187,0.962659979169994,-0.455691173280018,-0.601937918022659,-0.146259151705811,0.228684667307642,-0.370621881993874,0.362348427450114,-0.487938207235801,-0.197148880284356,-0.754754496300183,0.528958091807042,-0.152434858279737,-0.596873079917122,1329352
-0.606503370866596,0.792607397559101,0.932437790781066,-0.462297451574342,-0.440426423186469,0.640667841423784,0.0669186183131496,-0.0482428928314315,-0.605254661448274,0.614446789074178,0.197603955063672,-0.489938090621817,0.893833075488644,0.30468305370149,-0.112966402747936,-0.33253507339281,1.20470299548413,0.0715937749153231,-0.346374085054402,1330263
1.57897493252423,-1.91827860193488,-2.87067415523428,0.0470067323054526,0.934228724784283,1.40904684190906,-1.72979700833205,-1.27110314740581,2.12550275460741,-1.83421443709046,0.383715577220975,-0.919136643731088,-1.45800710638477,-0.587260996606003,-1.37552406470349,0.455687297133929,-1.69756230995787,0.304857082296808,-0.503738995961185,1364384
