"letm_prc_subvol_z3of3_250","letm_prc_d5_248","sub"
-0.856997417756227,-0.0992183449144941,2267382
-0.788618775910828,1.51136702000184,2269346
1.07301697151783,-0.154059657735215,2271329
-1.13073430035831,-0.0274770661317846,2274521
-0.848519091382063,-2.20096275453593,2276121
1.52975045649448,0.317266788023057,2278618
-0.50864176173004,-0.0950297654566416,2285214
-1.00996569720458,-1.4268855715043,2286108
-0.77903724510641,-1.12881894939976,2293123
-0.95055804597287,-1.01652793191149,2294852
1.43167255015757,-1.36720747568164,2294873
-0.777310048213657,-1.1186621235247,2296332
0.325051467984227,-0.336701607408341,2305114
-0.145610011362477,0.0617851607776269,2305115
0.395195641503998,0.03668478328153,2306459
1.07244504365226,0.327074442820573,2306893
-0.368514202616114,-0.463031195946236,2317120
-0.823111146419606,-0.528014247201118,2319068
0.325801808491825,-0.739219486091851,2321962
-0.793887870172707,-0.394880734809095,2331869
-1.1181685891085,-0.626477410956744,2336735
-0.383413902113572,-0.118101376296244,2339674
-0.776447996466395,-1.04339373792897,2340155
-0.906781654735911,0.526724150222223,2340322
-0.199241839746102,-1.05942515518451,2350037
1.04383847198662,0.17374678547236,2352038
0.91051961143325,-0.0808453842429604,2359944
0.00615047667423259,-0.274003620488684,2381907
-0.979122158942231,-0.69436975231482,2393207
0.0942510925094053,0.20182796612558,2395415
0.240744787997778,-0.200142752427612,2395943
0.364178961165459,0.203353031774392,2401405
-0.0104001448189376,-0.744992737280584,2405144
-1.1871751473362,0.250788936625224,2414406
1.03444690697105,-0.336510572929916,2419459
-0.993166168931844,-0.955080315470808,2425694
-0.657749341103571,-0.468477683113586,2426863
0.0317473562670089,-0.423330760846901,2430773
0.360121773865827,0.499317980989312,2439458
-0.0644166663616044,-0.00084175538514774,2443354
-1.18984128130606,-0.802793983025229,2445526
0.167683364060535,-0.333100292971487,2448298
-0.405299652863458,-0.975515653393559,2453577
0.520860673982172,-0.132683888538908,2474709
0.508419194418262,-0.358565617010431,2480056
-0.252285313632103,-1.26023710609155,2480330
-1.15427338267472,-1.05743661848269,2487135
-0.55071363246897,-1.77733740056009,2488660
-0.281859859008746,-0.12389655556774,2490180
-0.869803578475618,-0.591990880619965,2493534
1.5603741270304,-0.155845136730743,2498991
0.0879498062001449,0.159477814213068,2500377
0.600947241940307,-1.10182298138603,2504802
1.2668484819054,0.0847276810313551,2510402
-0.801822583623584,0.492270299672294,2520618
-1.04329738098856,-0.872232084406372,2559453
1.18675754585244,0.807164197663166,277752
-0.724511885003047,1.7998188026913,308862
-0.833856358237891,-0.0827128272747096,58325
0.00197633766327273,-0.567836500541753,92173
-1.57049087002379,1.6096279975028,923666
0.717037314222773,0.276201415173352,965005
0.669390371560399,0.873318639507896,983079
