"letm_prc_subvol_z3of3_250","letm_prc_d5_248","sub"
-0.289559579915383,-0.761960774103833,1085983
0.481286091774007,-0.0701151915430755,1125173
0.182569812735566,0.779268220786293,1154608
-0.749483845651454,1.02220455046937,1181124
0.143455161488897,-0.340457907657809,1183075
0.600362725904709,-0.796922566616173,1232870
0.193534441531089,-0.0692590582551621,1279943
-1.12903770444889,-0.205999158461192,1329352
-0.611551510414787,0.77278142018299,1330263
2.63806750435253,2.94691163065337,1364384
0.705045554090323,0.642963265766854,1386095
-1.1895245159733,-0.939735400743658,1458656
-1.26136412467132,0.334955908972604,1485662
-1.2292427807063,-0.805399776285626,1497807
0.72051649705188,-0.207553521964703,1501387
0.9891873996886,-1.76593450352681,1518948
1.50024222392578,1.57810886853013,1526417
-0.847166357379372,-0.836153452736918,1565177
-0.455537385484442,0.991068807832817,1606693
0.711437259630823,0.212752931894326,1612262
-0.631068963978286,0.497392691091595,1614566
0.542715635670007,-1.4271466518209,1644034
1.00181958643553,1.3287752776073,1668599
1.13986800536355,-0.511038952404362,1671370
0.932246011334063,0.126598544156295,1684230
-0.0058855604730006,-0.653648693822785,1692385
-0.753709498330943,-0.414701358035872,1720713
-0.818119595067482,-1.05635969983497,1738800
-0.522251968298163,0.391861690993959,1740845
1.6311896358479,0.975032692301636,1742294
0.470331911908219,0.847236639197664,1767700
-2.03934225253425,-0.368175867987998,1768972
-0.407646815008519,-0.0222218622370688,1889409
1.22906236265773,0.419102363370757,1915938
-1.15227192807212,-0.26989611367652,1916742
-0.38368135851153,0.0789798339262581,1919296
0.514766332519179,0.0300300879393817,1926770
-0.387126424517575,0.0959380726889838,1938156
0.143347373884555,0.651132248615045,1938561
-0.414207809968165,0.568131180487596,1966316
-0.0710946258550848,-1.25772279583338,1967281
0.0900922106080003,4.13890337161412,1973544
1.8729340205129,1.30755703505849,1975401
-1.21001062817863,0.235223542352855,1976407
0.475744776958152,0.0430446255182732,1978972
0.899429487152852,0.509514031786824,1979045
-1.12956067405042,-2.27332870329001,1979422
1.6323975879675,0.451705164485836,1980052
0.419706332183548,-0.379870387807142,2001182
1.7938760210066,-0.165179667835775,2002465
-1.3346266886573,0.934166750240669,2004451
0.537286517070627,-0.0176122325421529,2006164
0.188430683179004,-0.551031868481015,2007309
1.5576529207876,0.859019777316117,2009915
1.02595657260155,-0.224388954129925,2010259
-0.973097688598259,1.17731427657608,2010554
-0.0682416939665373,0.132463724382712,2026671
1.95528603091962,1.49193658414253,2033049
-0.43850745360369,-0.849505306032847,2034136
-0.0884684921941973,-0.340602858246703,2040495
1.1635800561282,1.37609813852815,2047354
1.60534075154325,1.29187183854085,2051378
-1.61165802116715,-0.112120731907925,2055667
0.338743570369574,-1.78521995819633,2057358
-0.137296951361891,0.950577597633401,2059713
-0.418626260193508,0.144783175345825,2069079
-0.857094579714887,0.186660589840089,2070958
1.20423270941323,1.22986107617749,2072215
-1.29797063269275,-0.363496880186662,2075832
-0.591340198273881,-0.761548356197158,2075846
2.38751135192642,1.68392225289941,2076301
-1.56069449123219,0.0120903032998516,2078198
0.936623818546363,0.166728541504269,2078899
0.710434143644731,1.15666694813273,2085349
-0.596478650307421,-0.0526081129734059,2086044
-1.24189534618063,-0.298734832097056,2091555
0.65276766608484,0.275759984022886,2092954
1.63717762301758,4.21937128130187,2096627
2.70373754889863,0.872983803689096,2100050
0.818829869644475,-0.379155562656081,2108003
-0.890673400933026,-0.565006624523786,2109902
1.12335657770255,1.15771443183795,2110540
0.206561413826662,-0.10657935207484,2116787
-0.556258299296237,0.703976845690698,2119177
0.793524207945944,2.06294347753799,2131601
1.90056356660759,1.44680618453755,2132424
-0.481716525247483,-1.43033941935464,2132982
-0.843981967156544,-0.186494254643328,2133204
0.608845920665147,-0.0949695791121457,2133380
0.235435173243565,-0.866930205486661,2134220
-1.08816934371131,0.697675318832624,2135748
0.723091098543964,0.729903345101917,2137799
-0.619173535253185,0.275127481751898,2138375
-0.377911836177355,-0.0648422321745195,2138678
0.91737425268614,0.240489926322601,2139733
0.868631610760696,-1.38649535232933,2141116
1.63503252589526,0.299380839021998,2144796
1.11736061473795,0.0334271138458833,2145166
-0.09370043317418,0.751652030719391,2145694
1.37544190691874,0.0289378290912588,2146138
-0.0196324727640673,-0.548962292987898,2151024
0.149908792760728,-0.37560009228834,215131
2.12896481838876,2.43190460276136,2152442
1.45839871055633,-1.6373229199392,2157529
-0.903733311359823,-0.290003886144357,2158101
-0.778712893200093,-1.11188867360046,2158329
-1.54148186707907,-1.58210670081387,2168082
0.0460770656253183,0.430980505429161,2172217
0.146152994712976,-0.635198656736111,2176530
-0.119521132967849,2.52860213588022,2176784
-0.951139306381212,1.63528794666045,2181724
-0.827781254768946,-0.0153212277864038,2183291
-1.80298983198953,-0.627249201479008,2183356
-2.09855916973457,-0.908763646834401,2185290
-1.52241589615295,0.379697406645286,2186951
-0.709519235418713,-0.754198545338819,2196212
-1.61501991837565,0.764080435029288,2199403
1.38071602902877,1.17683910250524,2200416
0.0059977467333914,-0.807672210092983,2200813
-0.434950214680849,-0.337424491247254,2205389
1.17675935728095,0.471922265262722,2212664
0.172810229982231,-1.11700591878431,2217034
0.0080572339741865,1.46249910680247,2218615
-1.99095779354591,-1.76167221083604,2219842
-2.05444328488319,-0.381682616278558,2224150
0.789156373451781,-1.64019249292197,2228399
-0.592740117370035,-2.33864957393472,2228400
0.223895846114087,-0.47754289825056,2234271
1.14293854024367,-0.605904819203042,2234422
-1.16731145233791,0.861624612495503,2237571
-0.0730732738153259,0.790824699704454,2244172
-0.333933646971102,0.343184394524265,2247869
0.432784518449485,0.221543897703117,2250648
-1.24424928974883,0.0285040979280655,2250836
