"mkm2d_ptv_original_firstorder_10Percentile_250","sub"
-0.434013249939469,1085983
0.149120381237171,1125173
1.13734353231201,1154608
-0.491224038616125,1181124
-1.71859795484315,1183075
-0.45744604509743,1232870
1.0884316136161,1279943
-0.0725871470708268,1329352
-0.118502403911117,1330263
0.260585130676595,1364384
-0.577933743846553,1386095
0.333918690755736,1458656
-1.42449722493131,1485662
0.10177070613678,1497807
0.879636822331234,1501387
1.36140502857987,1518948
-0.47828309414171,1526417
-0.829225141360184,1565177
-1.83628261243852,1606693
0.514782358089156,1612262
-0.121290119236543,1614566
-0.238946106963398,1644034
-0.891775263659894,1668599
0.57859144433844,1671370
1.20568325050155,1684230
-0.221868840330176,1692385
-0.309667406027641,1720713
0.882469788485995,1738800
-0.301583031583904,1740845
-0.897657342996544,1742294
-1.38164845494899,1767700
-2.2566765573541,1768972
-0.153730537875874,1889409
-1.0091224887936,1915938
0.680619909520504,1916742
-0.172402681549421,1919296
1.59308015854718,1926770
-0.832404854380897,1938156
-1.20237959859629,1938561
-1.03000835588587,1966316
0.0482036331454298,1967281
-1.46974039135167,1973544
-1.66747475693389,1975401
-1.36529751367129,1976407
0.633465110254473,1978972
2.08704039152985,1979045
-1.58472803345909,1979422
-0.714797486523224,1980052
-0.269669107995371,2001182
1.77291303180624,2002465
-1.78422189661697,2004451
1.16066785759878,2006164
-1.00910148183925,2007309
-1.19072443827102,2009915
-1.80515169334649,2010259
-1.96764203762898,2010554
-1.11791103152061,2026671
-1.85756490321961,2033049
0.8172437897719,2034136
-3.03401862270313,2040495
1.13082536504009,2047354
0.0908610284524475,2051378
-1.28235399863359,2055667
-1.09063323706131,2057358
-1.81250736428892,2059713
-1.67666840426257,2069079
-0.612718089385807,2070958
-1.23093465551571,2072215
-2.18791049047473,2075832
0.749121143443951,2075846
0.587985384389077,2076301
-1.10301089128502,2078198
0.16239327522605,2078899
-0.570109842424811,2085349
-0.725714893181327,2086044
1.38560028369722,2091555
-1.61107293417845,2092954
-1.51061952815525,2096627
-0.511054867759058,2100050
-0.999137513458204,2108003
-1.08552900957198,2109902
-1.19673427688348,2110540
0.799147355554776,2116787
0.133231725074338,2119177
-0.794348972970163,2131601
-0.478562790508721,2132424
-0.68856138597309,2132982
-0.494042339538606,2133204
-0.534295957943691,2133380
0.505974234614486,2134220
-0.366517245023298,2135748
0.037845156804115,2137799
-0.929403475188712,2138375
-1.17248908070486,2138678
0.614299435272956,2139733
-0.337767708627149,2141116
1.94597400285108,2144796
0.0490474785380129,2145166
-0.104726135733145,2145694
1.0923942650737,2146138
-0.629003367416267,2151024
0.705703468144508,215131
-1.2045252145624,2152442
1.95862269963356,2157529
0.994863005671837,2158101
0.0752121025956804,2158329
0.0892011487609317,2168082
-0.900702822900165,2172217
0.629320728823874,2176530
1.04570115638609,2176784
0.455544332258313,2181724
-0.743357563972613,2183291
-0.148102391660336,2183356
-0.460449246853936,2185290
-0.573013095999151,2186951
0.607056792314447,2196212
-1.39795976046376,2199403
0.928599144505662,2200416
0.898231081730643,2200813
0.196697301378309,2205389
-0.138176143313672,2212664
2.13019977377426,2217034
0.145961014574758,2218615
-0.485537627829095,2219842
-0.725001713687172,2224150
1.13901596332845,2228399
0.0693012212713078,2228400
0.983328668363873,2234271
1.12768462718625,2234422
0.920771081328813,2237571
0.210506533299109,2244172
0.615946499401129,2247869
1.26096384358357,2250648
0.299353663104643,2250836
-0.312040399153707,2267382
-0.757216538775879,2269346
1.14070200262349,2271329
0.153256505217163,2274521
-0.241837998285701,2276121
0.616350453884896,2278618
1.08088820127662,2285214
0.452918462964813,2286108
-1.43033986668385,2293123
0.496066615076395,2294852
0.954474163255588,2294873
-1.68687659500281,2296332
1.00766126139974,2305114
0.765990784739073,2305115
1.41778921342082,2306459
0.115076762047302,2306893
0.46744497007527,2317120
-1.01001971034691,2319068
1.30191584413132,2321962
0.06494881814498,2331869
0.957122823112767,2336735
0.177520462323571,2339674
0.54627534987547,2340155
-0.51118328763092,2340322
0.969822517910207,2350037
1.24234824693179,2352038
1.02319213874261,2359944
0.582839341169866,2381907
-0.101447267245525,2393207
0.748055602017431,2395415
0.72619680906466,2395943
0.875844142236953,2401405
0.577352694627956,2405144
-0.315325873601812,2414406
1.09129932712302,2419459
0.518759740838649,2425694
0.376094049126033,2426863
1.33152811896705,2430773
1.2121948778726,2439458
0.631623170291941,2443354
0.667263648310283,2445526
0.360013225572638,2448298
0.809818293827116,2453577
1.03842944720144,2474709
1.01584974578075,2480056
0.440551444337489,2480330
0.533497638684683,2487135
0.904809891719834,2488660
1.10429774345367,2490180
0.840008325967015,2493534
1.19740915287264,2498991
0.988707968047874,2500377
1.43711937681845,2504802
1.15385975472109,2510402
-0.107002880014918,2520618
-0.284706387970667,2559453
-1.17664039839397,277752
-1.19923965345771,308862
0.745066272777948,58325
0.00113484348493671,92173
0.688207383616423,923666
0.990820356032735,965005
-0.654948012989724,983079
