"mkm10d_ptvper_wavelet.HHL_glcm_Imc1_247","sub"
-0.628498875168454,1085983
-1.26762059558857,1125173
1.16798138456253,1154608
-1.36370243682142,1181124
-1.04072052417191,1183075
-2.19557878512084,1232870
-0.407922587059279,1279943
-0.102511780775815,1329352
0.454523802879198,1330263
-1.32479563562997,1364384
0.305677983102435,1386095
0.200878577878172,1458656
0.150167616539063,1485662
0.315428953501431,1497807
-0.417070901529913,1501387
-0.0651798437795092,1518948
-0.947782074426482,1526417
-0.848849974490794,1565177
0.850720917908644,1606693
-0.499383021720099,1612262
-0.455255165301712,1614566
0.0162682741591759,1644034
-0.741609239034451,1668599
-0.962728601534464,1671370
-0.68376492749372,1684230
-0.903880470956516,1692385
0.65192998527199,1720713
0.747634601402924,1738800
0.725316467923909,1740845
0.311076430339118,1742294
-2.30415313736543,1767700
0.185291041496885,1768972
0.473837048380636,1889409
0.585273690473619,1915938
0.747234458290044,1916742
0.278422126319468,1919296
-0.326896912363559,1926770
0.467592007267975,1938156
0.587391689095724,1938561
1.3200239516192,1966316
0.142671368634578,1967281
-0.0341489869750552,1973544
-1.51276359912248,1975401
0.717460277195588,1976407
-0.607928656267581,1978972
1.03421618766704,1979045
1.58613990110003,1979422
-0.707494719782268,1980052
-0.282825258845153,2001182
-4.63768731126479,2002465
0.804899431787704,2004451
0.158687924934555,2006164
0.345977075386444,2007309
-0.153613626798971,2009915
0.236306800177935,2010259
0.463461476111477,2010554
0.844603273536059,2026671
-1.4565047071194,2033049
1.36089766205522,2034136
0.754977581945304,2040495
-1.4807868202763,2047354
0.554791282514238,2051378
1.96612599621096,2055667
1.21404275405778,2057358
0.241533671157723,2059713
-0.818587673083052,2069079
0.626637172650354,2070958
0.0351379424294432,2072215
-0.127793490869167,2075832
1.07818338049858,2075846
-1.43067591322192,2076301
0.63792452439925,2078198
-0.577107774987762,2078899
0.340511487946567,2085349
0.176610815547734,2086044
1.33893112736913,2091555
0.930079088781445,2092954
-2.33726384915416,2096627
-2.21892334969256,2100050
-0.321468221131774,2108003
-0.0543470843647271,2109902
1.34861972422216,2110540
0.0323100478566944,2116787
0.509097474798609,2119177
0.184228205037329,2131601
-1.51649315487438,2132424
0.639664909209419,2132982
0.422693933900327,2133204
-1.68957346020541,2133380
-0.433251920978543,2134220
-0.46210756738662,2135748
-1.041650791285,2137799
0.996207777595331,2138375
0.155234888835612,2138678
-0.0931737317994136,2139733
1.15850643470853,2141116
-3.58397570261254,2144796
-1.59334513867784,2145166
1.18896425882886,2145694
-1.41774977195563,2146138
-0.136154996785858,2151024
0.528599724797955,215131
-2.21456870800117,2152442
-0.441826054919724,2157529
0.113148700766451,2158101
-0.567701325141456,2158329
1.42344814637476,2168082
0.504024468196613,2172217
-0.297093868726625,2176530
-1.39309851500569,2176784
-1.82355600087769,2181724
0.148687303981901,2183291
0.201786581349124,2183356
0.326393043815744,2185290
-0.739974483064886,2186951
1.15999546145185,2196212
-0.673940146844659,2199403
-1.39545703557063,2200416
0.933541855387784,2200813
0.430772207121805,2205389
-0.34798367771392,2212664
1.69312980016601,2217034
-2.01576053854789,2218615
0.626320465220145,2219842
0.796981169709672,2224150
0.396324140716771,2228399
0.75661436582057,2228400
-1.72071897603789,2234271
-1.64113446443253,2234422
0.163825496119599,2237571
-1.03150148949625,2244172
-0.679654894749176,2247869
-0.876275471262553,2250648
0.560326292803468,2250836
-0.241610600630367,2267382
-1.12052454573737,2269346
-0.844979618934742,2271329
0.841063926148511,2274521
0.868640744969745,2276121
-0.390860239864576,2278618
0.208902816415174,2285214
1.11624832614465,2286108
0.967194435866647,2293123
-0.652270784529395,2294852
-0.288949392018859,2294873
1.11165857065663,2296332
0.0821155462966544,2305114
0.590404392611058,2305115
0.00916926271818569,2306459
-1.77911904409329,2306893
-0.0176722702186106,2317120
1.35129482865657,2319068
-0.139141887349876,2321962
0.166729596064047,2331869
1.1937606064966,2336735
0.188472618500357,2339674
0.966464396692352,2340155
0.0491277284598854,2340322
0.942350211799563,2350037
0.419550242883662,2352038
-0.558311735537378,2359944
0.224341744264462,2381907
0.283221621633404,2393207
1.13318573472727,2395415
0.0241541714535781,2395943
0.579633233323439,2401405
0.588631107890423,2405144
0.866724590002971,2414406
-0.147456928499936,2419459
0.717089179870139,2425694
1.76001269353448,2426863
0.271739980141603,2430773
-0.406142223645925,2439458
0.446758003746451,2443354
1.05239820123723,2445526
0.783591526125373,2448298
0.51914865497431,2453577
-0.291954564553076,2474709
-1.20192560731646,2480056
0.215388483123293,2480330
0.814606225747731,2487135
1.19775126424435,2488660
0.770772989351212,2490180
1.25328043648699,2493534
1.02468954483279,2498991
0.467876767424193,2500377
-0.312148489303401,2504802
0.42886300108922,2510402
0.173729559558295,2520618
1.10100417151821,2559453
-0.529084784449099,277752
0.648193726188993,308862
1.55280244934115,58325
-0.274086650984395,92173
0.47700936959448,923666
-0.703231049436903,965005
-0.00765393675904818,983079
