"mkm5d_ptv2_original_shape_Elongation_250","mkm5d_ptv2_original_shape_Flatness_249","mkm5d_ptv2_lbp.3D.m2_gldm_SmallDependenceEmphasis_248","mkm5d_ptv2_wavelet.HHH_firstorder_Median_244","mkm5d_ptv2_lbp.3D.m2_firstorder_Maximum_243","mkm5d_ptv2_lbp.3D.k_glcm_ClusterShade_243","mkm5d_ptv2_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_238","mkm5d_ptv2_lbp.3D.k_glszm_SmallAreaEmphasis_233","mkm5d_ptv2_wavelet.LHH_firstorder_Median_231","mkm5d_ptv2_wavelet.HHH_firstorder_Skewness_231","sub"
1.01806690669307,1.37792999372443,-0.709052258517838,0.0797170073153924,-0.46184094899599,-1.3174465320044,-0.108124104579793,-0.75067132573258,0.451208982430494,0.52865151608199,1085983
1.23435282731084,0.23240611901754,0.147751866267661,-0.587090177937175,-0.349689724282936,-0.509647850022087,0.204743115245768,0.156173746807608,0.101714117138921,1.1087532493709,1125173
-0.162581048667446,-0.539354981104675,-0.38558952561816,0.385053913027859,-1.15042250161714,-1.12037860461026,-0.253171653502129,0.545207128237452,-1.86895691442249,0.642969566512728,1154608
1.28049653327086,0.952066697046514,-0.636854695484896,0.014647697244564,-0.46184094899599,-0.408557944998386,-0.42847612035052,1.70357295789753,-0.0465342222928492,-0.400071802329511,1181124
1.64129793827272,0.730707021701294,1.49418324512502,-2.40073500907524,-0.46184094899599,-1.06845751374307,3.21258570952667,0.262653530805037,1.65072270919966,0.746927102764656,1183075
-0.458228363792898,-0.388228755804,-0.011851391867499,-0.376631904593241,-0.46184094899599,1.709884084379,-0.183343070796565,0.817882281951143,-0.534021807269073,0.0395185303756111,1232870
0.1396104376246,0.153430801556624,-1.96744018303311,0.104414917301691,-0.192787346254896,0.00176849994985817,-0.225302961754937,0.989206607971354,0.625561986442012,0.345952714199378,1279943
-0.209564862005007,-0.552993831554433,-0.0930857033721807,-0.737745665867889,-0.46184094899599,-0.243595272472225,-0.143368563519652,-0.187777570148005,-0.650818222733272,-1.37389932119476,1329352
-0.0507225658878753,-0.603327620828842,-1.87887376277562,0.652027368190933,-0.46184094899599,0.744240913341551,-0.510901351275199,1.47206415221474,-0.44658282809659,0.323277295463328,1330263
-0.827246529542077,0.167508266395981,-0.663346679083152,1.5436723157706,-0.46184094899599,3.35841692933711,2.01738646246987,3.72594306678827,-2.26795289581006,-1.50705975697421,1364384
0.914690288319695,1.119144326627,0.201332020710881,0.106628178681317,-0.46184094899599,0.930920624761934,-0.434496463629537,-2.08439018548275,2.29914586735535,1.07616940289198,1386095
-1.06871917544613,-0.882265712365674,-0.530874422874674,-1.0242689607616,-0.192787346254896,-0.577739980643279,-0.356575978368497,-0.0283788727430628,0.310356850341871,0.664103405542714,1458656
