"lemd_prg_logarithm_firstorder_RootMeanSquared_250","sub"
1.05270342297618,1916742
-1.7002299132776,1980052
0.64583800155777,1926770
0.826973534325942,2196212
0.613094283281259,2393207
0.665492272570716,2146138
-0.0717528080622822,2228399
0.801358618560587,2234271
-1.28371211785994,2296332
0.866207833826562,1684230
0.0604998050085131,1720713
0.104157419302757,2186951
0.645659185284236,2439458
1.31313365887329,2135748
-1.08359520282273,2141116
-1.22874045047473,2108003
0.656619065403181,2006164
-1.83860424978255,308862
0.665273753625069,1085983
-2.37851812182111,2004451
0.618792519216275,2359944
-1.52616221815039,2069079
-2.31202779809369,2059713
0.753945274392975,2294873
-2.34987212089312,2033049
-1.77999180543389,1485662
-0.483728441904681,1526417
0.571667918694745,1386095
-1.14609460074574,2132424
-0.354096850571535,2138375
0.72789438854696,2490180
0.787537648348663,2034136
0.718174837847027,2510402
0.119135441658545,1330263
-0.946956965278379,1768972
0.706331663968525,2306459
0.264790813149216,2181724
1.23861997950236,2217034
0.323430363778516,2218615
0.122137009555646,92173
0.873267193965629,2414406
0.621892853333753,2381907
1.34144030529845,2002465
0.693949495216879,2474709
0.794545350623492,2176530
1.31971874885378,1279943
-1.78754084763609,1976407
0.170525597946825,2250836
-1.82932454706492,1915938
-0.495203530443698,2133380
0.694624812984273,2271329
0.720000086922541,2286108
-2.44055775118091,2040495
0.0974522408498171,1125173
-1.07088995964206,1767700
-0.315756733865884,2138678
0.748106050390241,2443354
1.09411351785521,2234422
-0.618949894710133,2151024
-1.17867844998039,2057358
0.688631338820289,2425694
0.759129081440429,2500377
0.699868847200401,2183356
0.485031069793165,2131601
-1.02054513926869,2152442
0.855673500399995,2306893
-1.76169457227447,2009915
0.855026189392097,58325
0.612254717750699,2395943
0.8871372814471,2480330
0.054990772490987,2076301
0.0473756983207335,2205389
-2.41712855299029,1975401
0.649405329169016,2250648
0.0478992727960444,2185290
1.33606238411131,2091555
-1.05670795322914,1232870
0.771469390775933,2139733
0.794496998944532,2559453
0.842229402792628,1938156
0.731005824536776,2158101
-0.352873692187057,2199403
0.641021795168482,2430773
0.725533587293537,1738800
-0.375086931019597,1565177
0.0854863135143591,1978972
0.69726806243817,2487135
0.0163793440882642,1612262
-0.565249958885495,2051378
0.782230724584259,1497807
-1.04877206747223,2026671
0.985237503121725,2340322
-0.194819846104872,2293123
0.696213810300608,2395415
-1.76614936875301,1966316
-2.45030160087183,1973544
-2.29920950755624,2010259
-0.496539762507941,2145694
0.683780032951755,965005
-1.05847636517005,2096627
0.725300318930726,2047354
-0.53653747964432,1364384
-0.495012090853699,2132982
0.617456505774013,2134220
0.749549702872218,1889409
-1.80721599766958,1938561
-1.19270679795218,2055667
0.18263164148102,2176784
0.832664963465525,923666
-0.449454009300669,2086044
0.285780987946967,2078198
0.657494979041538,1501387
0.664110884490473,1518948
-1.16412165578591,1606693
0.644876738276809,2305115
0.778509137910683,2237571
1.3455340470504,2285214
0.736559073200626,2426863
0.878350529979465,2480056
-1.00014570017568,1668599
0.752266897952186,2339674
-0.446380468496296,2133204
0.701008978687336,2294852
0.687254067299774,2445526
0.0658636363440855,2200416
-0.0329608453091206,2168082
0.708423086198831,2075846
0.64525225208591,215131
0.134040603473256,2274521
-2.43456992674167,277752
0.135405898716774,2078899
-1.19103281002999,2172217
0.264670635552617,1614566
-1.084051514092,2100050
-0.127247777497206,2183291
0.614654848907099,2336735
0.703838317488303,2352038
0.672935982170265,2305114
0.647894081124476,2448298
0.0365454804233575,1329352
-2.35429463386554,1183075
-1.09294535575688,2110540
-0.417535287209629,2070958
0.66077471768169,2340155
-1.75982619467377,2075832
0.619591660085717,2498991
-0.533271630763533,1919296
0.639439357553574,2401405
-1.27649598163179,1644034
0.699137950635488,2405144
1.02955657380491,2158329
-1.20061879266544,2319068
0.791478367430241,2504802
0.781014159436942,2331869
0.924576685627951,2317120
-1.67701735802019,2072215
-0.0559557863139698,2228400
0.0479734385897637,2145166
-1.07507281516893,1692385
-0.507155982339175,2109902
0.874366968507976,2219842
0.669894849476262,2520618
0.996502699965864,2419459
0.0344666392054166,2276121
0.70766253326951,2350037
0.195960627452795,2001182
1.29246855749867,2278618
-0.393921779492012,1740845
1.36620079459364,2321962
-0.600317361958512,2212664
0.812388445562607,2453577
0.807489654780901,2224150
-0.666184914119791,1967281
-1.74737403983779,1742294
0.589786326951655,2488660
-1.08819665217517,2085349
0.73201822598881,2247869
0.589988268938853,2157529
0.96604250905003,2119177
-2.10854719679036,2010554
0.724652639105269,2493534
0.711363411217836,2200813
0.673308979644037,2116787
0.643885975301119,1154608
0.123436667797624,2267382
0.776711404193493,1181124
0.0630461708147361,2137799
0.740246694696273,1458656
0.3256201351392,2269346
-1.75068338925335,2092954
-0.449202325416764,2007309
0.850725641005078,1671370
