"letm_gtv_min_500","letm_gtv_std_500","letm_gtv_kurtosis_500","letm_gtv_entropy_500","letm_gtv_no_voxels_500","letm_gtv_d1_500","letm_gtv_d8_500","letm_gtv_v33_500","letm_gtv_v70_500","letm_gtv_subvol_x1of3_500","letm_gtv_subvol_x3of3_500","letm_gtv_gradx_500","letm_gtv_gradz_500","letm_gtv_m011_500","letm_gtv_m200_500","letm_gtv_m300_500","letm_gtv_m003_500","letm_gtv_m040_500","letm_gtv_m004_500","sub"
-0.512153658815083,-0.562605704325842,-0.267379123008051,0.243376976927793,-0.35980948008271,-0.608301278502277,-0.426762142845266,0.306890605052594,-0.574342544215255,0.50461901119969,-0.747192074508722,-0.98057216090086,0.260529811258593,0.0302837759369142,-0.322636658973083,-0.040134025736669,-0.140813482605031,-0.183658574016214,-0.516463987892091,1085983
-0.65204828227473,-0.0839759148673695,-0.438004741133652,0.664704075100268,1.9564330716305,-0.534056990756069,-0.598499239428944,0.306890605052594,-0.661729323599763,0.256426274228745,-1.32862995138969,-0.732904411055954,0.771584186139935,0.0369713009977669,-0.466678332365207,-0.143356897407073,-0.128772609329201,-0.181765580036812,-0.365521468049207,1125173
2.10782953812438,0.902173767103425,-0.498343033592041,0.0395863574821831,-0.640581918778702,1.86337021631148,3.99477623129581,0.306890605052594,4.03459522898745,1.83521105886953,2.93538613731851,0.955221379369767,-3.71422827806996,0.179853528221287,-0.125170164371882,-0.229431065184081,-0.15346033656178,-0.0939384224553125,-0.578217732049174,1154608
-1.31404393755973,0.962607579051372,-0.466104998398934,0.123816831070888,-0.00689291878169332,-0.023990397889661,0.0205453289786988,-0.697313061313811,-0.246137155383336,0.218236910693191,-1.00381468648149,-0.946759042568941,-0.613136014007657,0.0954626597474932,-0.635169418140265,-0.105012966796214,0.190441885771673,-0.159818172662959,-0.345459286981143,1181124
0.588167055607467,-0.313494107473485,-0.43918476328163,-0.0960757005585018,-0.633644983912835,0.103152163777336,0.812524819810378,0.306890605052594,1.03028174225356,0.142553081842008,1.36409153808607,1.44264934989931,2.1439151000884,0.365974610322848,0.174323099714666,-0.113574345142069,0.0323934074599278,-0.18306645423478,-0.218296591774558,1183075
1.00861075443998,-0.537871368218146,-0.467886813283779,0.241313161289575,-0.631390480081428,-0.165451894549451,0.408740110238072,0.306890605052594,0.308886468989571,1.21456697181361,-0.117764588927735,-1.24161912771259,0.220578607113768,0.219540908654392,0.727374169724925,-0.259140081461538,-0.268640507477878,-0.210846251571282,-0.473883089231471,1232870
-0.265382206264865,0.772068901285643,-0.26491994396696,0.501182580200851,0.909823023742715,0.576222147975664,0.973680471265659,0.306890605052594,0.194939334520629,1.4001442698923,-1.04166465500988,-1.22645439518077,0.673695107520537,-0.453377509414064,-0.39281576250874,0.0857239708886089,-0.0289462388492555,-0.204843160818875,-0.289336248399671,1279943
0.0201444870356202,-0.254938538575067,-0.793091016524871,0.993759853629645,-0.550401765522423,-0.805774934920844,-0.483415011897621,0.306890605052594,-0.740528532732706,-0.993783271881039,0.380285880518542,0.246718782985622,-0.683913567576753,-0.886129721602458,3.8925820261534,2.3012083294275,0.0979713131160805,-0.142613852524819,0.212440126256802,1329352
-0.73923997317574,0.22751754736782,-0.588710832146632,0.982731225881846,-0.225059520313231,-0.344159248516471,-0.058239415275063,0.306890605052594,-0.292318845462186,-0.306944747216768,0.0784526495367151,0.834219488929656,-1.47257760944502,0.0941373545144446,1.70590902973647,0.664586621550474,-0.424342688839957,-0.118759707526523,-0.413272149712467,1330263
3.1807378632769,-1.09562656209446,-0.150072796108649,-6.67184842357093,-0.710818384295612,0.979527105166089,2.93218779735949,0.306890605052594,4.78713933181845,2.49384713267183,3.07042114979187,2.11164380681158,-6.00628614577037,-0.369200946600993,0.207924158352016,-0.186987719443344,-0.246974408082623,-0.18606696758952,-0.623482967217606,1364384
