"letd_prc_gradient_glcm_Imc2_245","letd_prc_wavelet.LHL_glcm_Correlation_245","sub"
0.100861224892103,0.111525630952803,1916742
0.525242652362411,1.2409819632572,1980052
0.246752496110064,-2.37695818635467,1926770
0.41909346382204,-0.0106728926775877,1979045
-0.098287937393972,0.677788046584372,2196212
-0.321578756876572,-0.127537621282304,2393207
0.31208235639656,0.0872120421568102,2146138
-5.82518443465729,0.452100401193594,2228399
0.483778250083065,-0.332928760561549,2144796
0.334738230523624,-0.578309362010139,2234271
-0.581763431035843,0.592678545406457,2296332
0.452966320653569,0.0618752443097841,1684230
0.270163146791234,0.451530578841148,1720713
0.457098728908494,-0.0518375019211477,2186951
0.451837057454617,1.87294016410194,2439458
0.414235568490568,0.485611211991946,2135748
-1.51930808588071,-0.195284865904485,2141116
0.369887860202699,0.515950214472168,2108003
0.392236262093377,0.569308903406171,2006164
0.516765078683389,-2.57804650774293,308862
-0.22786388946644,-1.01630976115057,1085983
0.492267196759605,-1.80903904924326,2004451
0.447678469331427,-1.10595837631275,2359944
0.361419368859012,-0.369815824496258,2069079
0.393931978339754,-0.232104876322911,2059713
-0.40631628127831,-0.654050729260906,2294873
0.503919716997767,-0.193678464503937,2033049
0.0844883621174262,-1.09329853388516,1485662
0.490817749068172,-0.920057507540051,1526417
0.496075782030462,1.34708271023067,1386095
0.443440519691645,-0.78083337509991,983079
0.495268962003608,0.124030932133022,2132424
0.408111173855553,-0.157261652519326,2138375
0.281380541186632,-0.326798997665723,2490180
-0.479890494051913,-0.36122774154293,2034136
0.191664726639102,0.476076654133709,2510402
0.340668020525618,-1.04524181367798,1330263
0.326686318966051,-0.0441947106924924,1768972
0.474732873458105,1.33309779469744,2306459
0.518966166284216,0.400051227304734,2181724
-0.446387394349168,0.619137074257792,2217034
0.518693941959829,-0.16472375940131,2218615
-0.389359540159599,-0.994999066738698,92173
0.305292550470161,-0.0851393181723396,2414406
0.107610037539981,-0.147418756865409,2381907
0.500343683541238,0.0423812748716329,2002465
0.323808557921231,1.89252725918214,2474709
0.28437222212088,0.136322987176493,2176530
0.293865630213832,-0.788247319616407,1279943
0.477206852067601,-0.344072945176737,1976407
0.222833777890876,-2.52223330986608,2250836
0.507561170560488,0.90507111497461,1915938
0.331081290441988,-0.776837485491497,2133380
0.371594655248473,-0.192657151985924,2271329
-0.666169787561289,1.6962850316576,2286108
0.476925278226355,0.704993566955225,2040495
-0.0316706277672817,-0.423889821990391,1125173
0.500847955685897,-1.19785965893872,1767700
0.274159060507735,-0.718536526211173,2138678
0.0476501815831298,1.12725256230123,2443354
0.257113017446309,0.0651940769621798,2234422
-0.305675184170005,0.528171248626413,2151024
-1.5211702431058,2.42928368670448,2057358
-0.293011688081672,0.4122731852352,2425694
0.121309305962318,1.02992738568717,2500377
0.272714425222327,0.078882185726476,2183356
0.486192038963912,0.215912269593835,2131601
0.529926944455266,-0.958773629914493,2152442
0.366602805441486,-0.467986099927728,2306893
0.456017478550326,2.17513311562625,2009915
0.15378053023123,1.07649637396467,58325
