"letd_prc_gradient_glcm_Imc2_245","letd_prc_wavelet.LHL_glcm_Correlation_245","sub"
0.200760721625769,0.365185495801219,2395943
-2.01937976245431,-0.441240456275017,2480330
0.512041961444291,-0.451097320754117,2076301
0.0272875060871286,-0.506784085118971,2205389
0.521946275426182,0.94186412025629,1975401
0.446563659366511,-0.789299481249764,2250648
0.368892791960704,-0.339743945709397,2185290
0.071271860957616,-0.533825391431995,2091555
0.506896354914806,0.331565361339704,1232870
0.368140800442218,0.846113107392067,2139733
0.157357365802831,0.887221089000431,2559453
0.202562084262646,0.55425548212973,1938156
0.430008086036816,-0.307810151711458,2158101
0.487146213965081,0.163008322085289,2199403
0.243634589977094,0.893394144989087,2430773
0.0854756838082579,2.06638250527186,1738800
0.294610416647449,-0.546252830368974,1565177
0.4374416376696,-0.60415499499685,1978972
0.0279911440228464,-0.358960153436857,2487135
0.324914749801616,-0.683774934927974,1612262
0.452587658145764,0.15461138635756,2051378
0.13557188067248,0.0428261930319513,1497807
0.424933701938947,-0.651155842056881,2026671
0.288575957042851,0.628313356725212,2340322
-2.60643331777319,1.27132345332794,2293123
0.0332091306931129,0.758533993379137,2395415
0.468829877899548,-0.302743829179184,1966316
0.529352031466528,-3.82705966791287,1973544
0.351719560903538,-0.897286442317632,2010259
0.41801020257376,-0.250178238080677,2145694
0.245557605516681,-0.427700292623291,965005
0.474943108405764,0.0612710567104212,2096627
0.525007277120147,-0.725585939543694,2047354
0.527646678065359,0.974724266385456,1364384
0.392761868102591,-0.0706648983771959,2244172
-1.4047626265502,-0.064704523522414,2132982
-0.106322500518477,-1.38538551253585,2134220
0.207736009110855,0.826368850397121,1889409
0.337681445589859,-1.08652680161501,1938561
0.355564550076818,0.398426344505623,2055667
0.523680846976948,-1.40514568254798,2176784
0.38959237569701,-1.69454565396959,923666
0.365003599575302,0.05596253901325,2086044
0.282471932993027,0.416465382132865,2078198
0.269493028961303,0.0449690241251364,1501387
-5.75617597982268,-0.375200659340541,1518948
0.0347639941476668,-2.27098331310943,1606693
0.136217729028287,-0.293168640210087,2305115
0.471512431918792,-2.72859961451629,2237571
0.314604565154472,0.00860079924403942,2285214
-0.983821030652175,-0.292353660378717,2426863
-5.67392517806099,1.53253709079163,1979422
0.42118819312608,1.16377206727301,2480056
0.293741562567836,-1.3033692521069,1668599
-0.131654116970426,0.131754322837794,2339674
0.164613024898428,0.731619095971906,2133204
-0.000150816986307568,0.280006934700577,2294852
0.123065210292685,1.28331562367509,2445526
0.466320919952006,-0.739985799798354,2200416
-2.45316897012747,0.722248171660615,2168082
0.115084565098573,0.517425435229173,2075846
0.3303235193022,1.57870389736197,215131
0.379239178257832,-0.522720693540569,2274521
0.519286607548598,-1.52456718036004,277752
0.0445869083822687,-0.986732489368092,2078899
0.421035876377108,-0.471755882219528,2172217
0.41471066081443,-0.0195282745093543,1614566
0.509411800496598,-0.315949199318284,2100050
0.0509750088428033,-0.689173879305616,2183291
0.427107753501836,-1.84914067760105,2336735
0.332999284517866,0.207030099265972,2352038
0.361496827136884,0.0574046035100755,2305114
0.335326290733859,2.09130266385237,2448298
0.403923181527002,0.692504920811519,1329352
0.527859779314205,1.28094705502681,1183075
0.338707887721838,-0.46015578842939,2110540
0.362776062513275,1.24191438370834,2070958
0.184321370310885,-0.698605751896314,2340155
0.327057102613775,0.245267507552948,2075832
0.157322115293719,-0.0690104331847037,2498991
0.461069927250524,1.63165872184152,1919296
0.30990813076183,1.70022878656928,2401405
-0.223370127648238,0.528805854805496,1644034
-0.347309724239452,1.56114176836981,2405144
0.14431779212115,0.481326358700765,2158329
-0.653979612170596,0.564883283160598,2319068
0.250736983822292,-0.975414544326272,2504802
-1.61473392027586,0.389580355911514,2331869
-0.348953507213104,0.15443245427713,2317120
0.50128702623097,1.86361150628749,2072215
-1.88921992229987,0.468532381168302,2228400
0.444609424192434,0.783769702518225,2145166
0.508048440055622,0.659636453366634,1692385
0.123690823212709,0.498605808700296,2109902
-0.438004885027725,-1.70884933631222,2219842
0.278441103971701,0.505493623137473,2520618
0.226766418120128,1.34895796145084,2419459
-3.3868020429466,-0.295922462589415,2276121
-2.4168409967404,-2.02129627982229,2350037
0.0459805729663518,-0.771489124144416,2001182
0.497344153378291,0.247874277459865,2278618
-0.0890232235899102,-0.336775714361478,1740845
-0.405542904988327,0.621209890170107,2321962
0.327563612223831,-0.116163678146201,2212664
-0.121073606196923,0.790039719401506,2453577
0.32961782059025,0.739224975313016,2224150
-0.164807650237338,-0.98723695305855,1967281
0.518282228333827,-0.083111840949451,1742294
-1.33548646201197,1.25946238496557,2488660
0.362431283850335,-0.881401185387189,2085349
0.366015422690524,0.641822619614047,2247869
-4.78454413322297,-1.31584325277312,2157529
0.300433806446241,-1.26547538861139,2119177
0.452165060639339,-0.171273560830983,2010554
-0.204925458491451,-0.688438640302495,2493534
0.129279686847839,2.8506740674126,2200813
0.16745097464486,0.473350187749674,2116787
0.269145788395199,-1.04160527402142,1154608
0.134022489700146,-0.173333440304031,2267382
0.464973318684783,0.285057993416432,1181124
0.41645803553658,-0.459746010241249,2137799
-0.0606571281795304,0.530360884551731,1458656
0.446959800331266,-0.855011211961956,2269346
0.276489886899041,-0.620592971120398,2092954
0.402203831249489,0.538459466497388,2007309
0.2077998791103,0.374002793061392,1671370
