"letdfirst_prg_original_shape_Sphericity_500","letdfirst_prg_original_firstorder_90Percentile_455","sub"
0.27157862488709,-0.644211705751897,1916742
2.26736587772638,0.910485399480503,1980052
1.43567374449709,0.150317560255434,1926770
-1.67546335306405,-0.562224062865329,2196212
-0.792603778980048,-0.255351198011009,2393207
0.11016991083759,0.301094503703135,2146138
1.0446493989686,-1.16078618058077,2228399
-0.160039481654322,-0.123829117579202,2234271
-1.80279686320165,-1.09368474731798,2296332
0.985321869855975,0.0643627855716198,1684230
-0.303619704452546,-0.320752742937591,1720713
0.0446228725659195,1.32703707780611,2186951
1.6474487849597,0.0827031978265628,2439458
-0.734635559153553,1.85457871461293,2135748
0.0817545821612186,-1.17211056615583,2141116
-0.2234824446437,-0.127359895167974,2108003
-0.366423068222787,0.17881054352994,2006164
0.0112032239376817,0.544851429937129,308862
0.810057323802183,-0.7391830160518,1085983
0.571140534001014,0.950319711367668,2004451
-0.350642888036409,0.145440994350827,2359944
-0.262687711808617,-0.790058319913121,2069079
-0.517374868620896,0.934708453319395,2059713
2.33301466296831,-1.20723461893758,2294873
-0.247766002613205,0.488016246957334,2033049
1.34677928327862,-0.744372886171167,1485662
0.624199917092004,1.27388421321504,1526417
1.63459882541398,2.08164637019989,1386095
0.88958972220419,0.636977824382436,2132424
-0.774713937102934,0.205484847897395,2138375
-0.731829770555497,0.0294097722811328,2490180
-2.04677760932088,-0.593309804161166,2034136
-0.965491120704105,0.665293994281364,2510402
-0.249533600924757,0.854270483122854,1330263
-0.624661088041925,-0.272822025425774,1768972
0.129601009008109,0.172182408291778,2306459
0.876040611304886,1.00986341401672,2181724
-0.161093747247717,-1.26740653913145,2217034
1.37292574759604,0.376556900077049,2218615
-0.929092306485123,-0.547382435200801,92173
-0.460992714459961,-0.369651012015347,2414406
-0.495408372851231,-0.233860989878595,2381907
2.56870080233717,0.384455857788725,2002465
0.515040201833025,-0.330852970382917,2474709
0.128578833790489,-0.387652752826055,2176530
-0.697772043206785,0.346980982204053,1279943
-0.0649980605034374,0.0754700352347054,1976407
0.0563150493065242,-0.252428192737326,2250836
0.899220620351851,-0.518915008463449,1915938
0.253609203512116,0.0156872369824861,2133380
-0.652100861755459,0.397196075522194,2271329
-0.215009106335146,-1.77435339314468,2286108
-1.1444976605689,-0.0056654391184947,2040495
-0.881456786687424,0.515656777736948,1125173
0.315846843842927,1.0717121270095,1767700
-1.04438150149432,0.573036788227359,2138678
-0.0823581778545733,0.472121879269688,2443354
-0.161175471963266,-0.0634618318568505,2234422
-0.577224980367736,-0.320723968169834,2151024
-0.432135312762236,-2.15458061867297,2057358
-0.509907591128457,-1.32625074989317,2425694
-0.564403729350541,-0.0583557303870573,2500377
-0.00655985746659691,-0.789464272405021,2183356
0.0104837466752571,3.6180079851771,2131601
1.71542526747014,1.29545979911232,2152442
0.875557902720021,0.483480529535306,2306893
0.0474237624522675,0.302909396456531,2009915
-0.895396908231102,-0.0990477007303821,58325
-0.325352284897862,0.0973161418104679,2395943
-2.21073826793007,-0.934445750456621,2480330
0.141848692502735,0.883774085461091,2076301
-0.102583905113742,-0.31944907558115,2205389
0.525536956190018,0.955461591989481,1975401
1.35315268792792,0.132817011534495,2250648
0.176965543542075,-2.13033759287356,2185290
0.0940308100899502,0.351697867078357,2091555
0.271067050890239,0.286120266006925,1232870
0.428089974432663,0.472052971273213,2139733
-1.10322678019622,-0.928401345457853,2559453
-1.06946611941264,0.433002582499831,1938156
0.938899388686912,0.0807458510419845,2158101
0.101379483468659,-0.748347779583394,2199403
