"mkm6d_ctvper_wavelet.HHL_glcm_Imc1_249","mkm6d_ctvper_wavelet.HLH_glszm_LargeAreaLowGrayLevelEmphasis_245","mkm6d_ctvper_logarithm_firstorder_RootMeanSquared_236","sub"
0.159077562280829,-0.0503258231115019,0.3520062120378,1085983
0.360580808965775,-0.102075563390789,0.143007817253758,1125173
0.711888518133155,-0.12194632310188,0.554556486927424,1154608
-0.624339133679893,-0.118848486266346,1.09407709416396,1181124
-4.79503107639754,-0.122884502329509,-1.5933132763123,1183075
-0.681323780567456,-0.121863931396726,-0.602398509825597,1232870
0.441843820778742,0.262547507023663,1.41810081856518,1279943
-0.146673593107993,-0.122902051870216,-0.011825804237938,1329352
0.381982062386627,-0.118972302765382,-0.0663071325088131,1330263
-1.6607138436808,-0.12345961530417,-0.0623151333531121,1364384
-0.293599268902632,-0.123931062693987,0.564190079705291,1386095
0.0456197926722295,-0.120246349367098,0.65947488808391,1458656
0.307223423522437,-0.119472686333826,-1.49895045230428,1485662
0.493488481971091,-0.12215552573121,0.375358682220631,1497807
0.198450034174999,-0.0648771295122806,0.875521919752534,1501387
-0.387514277760983,-0.0714059720545712,-0.486466097524386,1518948
0.296443069510244,-0.122831060327564,-0.189060213713108,1526417
-0.168446501674732,-0.0869393801084126,-0.564012114270083,1565177
0.819417320657143,-0.0101188475318619,-1.49280291903381,1606693
1.11788217720452,0.431400596258017,0.206867381737844,1612262
0.203922512940325,-0.121552556621743,-0.0323892471655305,1614566
0.292174831260342,-0.119214418597491,-1.48903180003899,1644034
-0.46366838333739,-0.104601845454644,-1.14394292589678,1668599
-0.870269166412979,-0.121653191274423,0.779970729337564,1671370
0.0609927933581579,-0.123694972665953,1.12738328244592,1684230
-0.806905321313604,-0.108945323186751,-1.05569719451702,1692385
0.360900802477208,-0.119351309630528,0.320337033723893,1720713
0.923189220128894,-0.119516912110638,0.568208743875206,1738800
0.660941777772559,-0.123834796578768,-0.215878512597847,1740845
-1.37907428892529,-0.123850717861689,-1.40681359881157,1742294
-3.33168091352074,-0.123634860802206,-1.12410201938164,1767700
-0.155137839267082,-0.0498049957510388,-1.13727703463118,1768972
0.544002723926477,-0.115525790276796,0.588728033509105,1889409
0.0296861101735996,-0.122515983793004,-1.87496146626473,1915938
0.893785142346311,-0.123254336695639,0.913311540191272,1916742
0.719228274937021,-0.0976098478538719,-0.729862093005411,1919296
0.209530385971159,-0.0179052756955535,0.559825763354067,1926770
0.342153916356263,-0.115711544528787,0.623563401784844,1938156
0.248144020161228,-0.121911512776739,-1.85525240207678,1938561
0.680026170468193,-0.114917970496922,-1.53481676374106,1966316
0.19130951765617,-0.0293486901508764,-1.16128671209697,1967281
-1.50327278155495,0.0810654840827549,-1.64230469487798,1973544
-0.629213719458376,-0.120813647851358,-1.53952846964156,1975401
0.498085503989648,-0.119004926999641,-1.28277234055271,1976407
-0.0417974479559045,-0.102398267880828,-0.114731882217425,1978972
1.05387131353775,-0.121187189997413,1.29404289861327,1979045
1.30486043608423,2.43492513439376,-2.54980488524234,1979422
