"lemm_prg_v45_250","lemm_prg_gradx_240","lemm_prg_gradz_236","lemm_prg_eigen_max_232","sub"
-0.244301999277469,-1.70029465714871,-0.741990905705072,-0.327583175613538,1085983
-0.2662821479588,0.492075743787402,0.60734750110246,0.441293848571674,1125173
-0.2662821479588,0.255527995258193,0.869114564407603,-0.570101808405909,1154608
0.042304775372746,0.806337222705421,-1.01890153770957,-0.196476513064172,1181124
-0.2662821479588,-0.210374645987301,-0.302671682814449,-0.542342532966855,1183075
-0.2662821479588,-0.464299234923937,-0.711154080901233,-0.551303194413352,1232870
4.44592357318506,-0.389251968824608,-0.193990132631662,-0.0179558902217696,1279943
-0.2662821479588,0.0845236556372748,-0.627771382639723,-0.296691595402068,1329352
-0.2662821479588,-0.593480332734952,0.433400377366441,-0.152570437740501,1330263
-0.2662821479588,0.209605144241131,-0.116690831528462,-0.579000617228215,1364384
-0.2662821479588,-2.41492645257155,8.26832098583172,-0.566551664807134,1386095
-0.204871243736842,-0.307489874849536,-0.51669058286389,1.42787789740769,1458656
-0.2662821479588,-0.166420399594659,-0.136446808297588,0.0977312595254576,1485662
-0.0187164370421201,-0.280320798614115,0.107050633982883,-0.203637742819837,1497807
-0.263517580213924,-0.347992892349897,-0.392282879591705,-0.285707030596415,1501387
-0.2662821479588,0.128035067685458,0.000281230468387598,-0.561543933497544,1518948
-0.2662821479588,0.0359712809831634,-0.502593672140367,-0.439963863849527,1526417
-0.2662821479588,2.60051345901645,3.64858845432412,-0.328717911774447,1565177
-0.2662821479588,0.408858777410459,0.818476306941913,1.82985412547614,1606693
-0.2662821479588,0.00789808932372496,-0.402238495373068,-0.382819908572472,1612262
-0.2662821479588,0.720689204584362,0.946771332955973,-0.451788862962492,1614566
-0.2662821479588,-0.634547434154126,-0.188714353322459,-0.268702723234942,1644034
-0.2662821479588,0.312312777541392,0.00202405469195996,-0.111493469736347,1668599
0.325139371952341,0.390898870421639,-0.641829699652351,-0.528154330107239,1671370
-0.19975689071912,-0.0441302594164003,-0.413420221820686,-0.554349785075745,1684230
-0.2662821479588,-0.252145090761434,-0.309866388522095,-0.541181253886924,1692385
-0.2662821479588,-0.266291552975366,-0.14675829407262,-0.0490597138838739,1720713
-0.263229212603344,1.25207922050601,-0.56532850888717,-0.353376821516963,1738800
-0.2662821479588,0.0306871478930014,-0.753918644578719,1.00951080966359,1740845
-0.2662821479588,-0.190605552609514,0.220423345793373,-0.537588768417677,1742294
-0.2662821479588,-0.159594986506727,1.33135320983461,-0.44817253990014,1767700
-0.2662821479588,-0.81687738182067,-0.291681774400453,1.29765015026345,1768972
-0.194722455914093,0.730567484074249,0.318670223558032,0.0287721697572259,1889409
-0.2662821479588,-0.0267738829280004,0.315162242296855,-0.526417824709697,1915938
0.241395836459445,0.16183477065792,-0.229221396768053,0.991226073535627,1916742
-0.2662821479588,-0.410256236571892,-0.0297513288912044,-0.569574275988922,1919296
-0.2662821479588,0.155039283876643,-0.257315613424256,-0.563198504498859,1926770
-0.233292614319028,1.57456021917657,0.998204799281136,3.06273416717581,1938156
-0.2662821479588,-0.320795602254861,-0.0918129202619496,-0.349266526921609,1938561
-0.2662821479588,-0.342722281340972,-0.338437066074632,-0.509929188478198,1966316
-0.2662821479588,-0.113282866616424,-0.341896628668527,-0.431494912451723,1967281
-0.2662821479588,-0.265246244005571,-0.0402987156913507,-0.573031985985964,1973544
-0.2662821479588,-0.302411303696969,-0.444331750316734,-0.503605889695589,1975401
-0.2662821479588,-0.272062409599934,-0.432223123519611,-0.363033207032313,1976407
-0.2662821479588,-0.181706047839303,-0.647619630156103,-0.535009581606026,1978972
3.76782567672778,0.96474966232466,1.93696618508417,-0.477503374726571,1979045
-0.2662821479588,-0.202791193310947,-0.196517751029655,0.215754438685038,1979422
-0.2662821479588,0.228186318752178,0.366390042142771,-0.580304705050834,1980052
-0.2662821479588,0.140542026847852,-0.592605006217991,1.68773762834187,2001182
4.44592357318506,-0.257260684704348,-0.465037592689549,-0.570916976154359,2002465
-0.2662821479588,-0.258001336644817,-0.281323848678816,-0.497850317997103,2004451
-0.261028852840467,0.0599019734985342,-0.448065847303343,-0.560027424722537,2006164
-0.2662821479588,-0.430466309329071,-0.66014189459171,-0.0232578153151323,2007309
-0.2662821479588,-0.142667029062614,-0.460087055177116,-0.315112993501663,2009915
-0.2662821479588,0.503980126337982,-0.291076282788958,-0.369376323248444,2010259
-0.2662821479588,-0.219208319604973,2.166087832414,-0.257407604843361,2010554
-0.2662821479588,-0.318987930619761,1.13017372321616,-0.419055456932242,2026671
-0.2662821479588,-0.304538607737194,0.546180600686662,-0.314768071913786,2033049
-0.242681785415508,0.589232002681252,-0.292065475106232,-0.270697724761297,2034136
-0.2662821479588,1.03563705322332,0.464066887316566,-0.558158374168706,2040495
-0.219002491893809,0.298684870784168,0.488857635404076,-0.576352714509884,2047354
-0.2662821479588,0.113237372394165,-0.471863591831453,-0.32012420344183,2051378
-0.2662821479588,-0.243742459446576,-0.376112735160756,-0.0190745939083765,2055667
-0.2662821479588,-0.219455427169481,-0.182556022009643,0.336111016481996,2057358
-0.2662821479588,0.196368956381916,-0.0404011116359483,-0.331167110261155,2059713
-0.2662821479588,-0.143491978363532,-0.542982087380211,-0.568232664805734,2069079
-0.2662821479588,-0.230924397642908,-0.0640011965933379,-0.250101878410955,2070958
-0.2662821479588,-0.284008941156014,-0.331906479632894,-0.459197936026566,2072215
-0.2662821479588,0.0358238590583646,-0.422849391317904,0.0922872345531253,2075832
-0.235098433627699,-0.0569120808531921,-0.429498306259296,-0.193203291946564,2075846
-0.2662821479588,0.038860903369014,-0.19924511663696,-0.42201263957093,2076301
-0.2662821479588,-0.834243271756444,3.24475382702415,1.03851382006303,2078198
-0.2662821479588,-0.524859592198177,-0.326895540424941,0.454080334190657,2078899
-0.2662821479588,0.743820897203539,-0.118664296868665,-0.00914318780192124,2085349
-0.2662821479588,-1.55349880391087,-0.263805596117351,-0.338721574677054,2086044
4.44592357318506,-0.137796507008263,-0.187309599225337,-0.170257812912168,2091555
