"letm_prg_gradx_250","letm_prg_m021_250","letm_prg_m102_250","letm_prg_m012_244","letm_prg_d97_234","sub"
-0.990193820302232,-0.206812426712564,0.0836973959724368,-0.0372045132912797,-0.713627497045391,1085983
-1.55820156587233,0.120330801111935,1.10631845368554,0.272700317015914,0.285703887241865,1125173
0.562741302726728,-0.536076222362556,-0.362086580526425,-0.455153668518866,1.78994083790246,1154608
-1.42493358525023,-0.2519353646334,-0.0472260328800587,-0.109392464551114,-1.60290604981662,1181124
1.27523128940136,-0.0682937357617536,0.095611891863033,0.179789565916746,0.570269324404274,1183075
-1.09578413851315,-0.163919974722553,0.0944140905426995,-0.0296340137714611,0.882855740165732,1232870
-0.959347910652464,0.487706294477513,-0.495161112809928,-1.48997184910216,-0.340727036338016,1279943
0.448572419916967,0.259645842803386,0.0973316144330824,-0.194197858679377,-0.422790319384463,1329352
1.13651435927466,0.0123743562966239,-0.791586364902411,-0.245947723264817,-0.788349734650602,1330263
2.02559900563475,-0.133356297611511,-0.0966164474068518,0.0709673906631346,2.6373612251345,1364384
0.847088484569384,-0.210017067556749,-0.0389695079631705,-0.0689613383949909,1.69499548950955,1386095
0.704468443413319,-0.617044195164404,-0.0211736184378484,-0.0197299586617947,-1.07690163540326,1458656
0.467565784637368,-0.186467782819792,0.0870352300021312,0.128320596584602,-0.197613147309399,1485662
-0.434527918735544,-0.150756305445126,-0.176231618291392,0.0854329862888132,-1.08558434065408,1497807
1.40239947431188,0.0273809986211468,-0.454992174052872,0.849542315672095,-0.0339744020258987,1501387
0.0647734454666356,-0.183899204843372,-0.031735501785073,0.107644716022263,1.98332972263565,1518948
-1.06543902944839,-0.196617665179229,-0.180324526263968,0.114861951009202,-0.479429916794856,1526417
0.485892557448505,-0.867742303826192,0.775292965291527,-1.25403416033989,-0.584712224106902,1565177
-1.14670315528739,0.103818454684002,0.145415989072677,0.261403303212957,-1.94777450977114,1606693
-1.62425451405563,-0.207613062532413,0.391875566786948,-0.0153425976397868,0.745174476802491,1612262
-0.647925838323843,-0.148841973563704,-0.0447301642414951,0.00565853785404081,-0.456806180171599,1614566
0.237578935769184,-0.313567770875292,-0.174021310021018,0.112939306218718,1.26049047016539,1644034
-1.49639730025209,-0.73162591308568,0.103616243541979,-0.0359513728087755,0.213968391436394,1668599
1.48096380791092,-0.214621577063732,0.139633969904944,0.0848302258761845,0.809975136594056,1671370
-1.08820812974331,-0.0794792024473028,0.303097751337427,0.216432762219908,0.850099358816777,1684230
0.669293183320958,-0.130696982870087,0.0853045927002948,0.0343690037539478,1.22232412154884,1692385
1.3454636090883,-0.491709218768285,-0.0195888747008675,0.224109217773269,-1.08221675583892,1720713
0.806362321537121,0.179898830536712,0.571396730983687,-1.14136959391411,-1.06544303129381,1738800
1.23336085251341,-0.205232457612342,0.396988503046626,-0.0082749497691756,-0.354420446841568,1740845
1.5155427716675,0.15473966840117,0.0189869287872469,-0.0386163919962699,1.27172701311883,1742294
1.22659782441502,-0.229292912152276,-0.0737160553556368,0.0654639093799906,-0.214171715706644,1767700
0.714527028718905,-0.307446316072219,0.0179119822895124,-0.0654038068257511,-2.39597642904606,1768972
-0.759196467316112,-0.332595296336718,0.440164131650979,0.946416347450582,-1.60830140330626,1889409
-0.370491013423463,-0.102546973775594,-0.00617505723573883,0.281778071108624,1.07075747064709,1915938
-0.506136036995693,-0.215132326065887,-0.166809271155631,-0.0604207616027765,-0.299506823855917,1916742
-0.61105179969926,-0.129854734407385,0.0148959876996717,-0.0281691210408145,0.239255301017466,1919296
-0.620090717844253,-0.162539293865232,0.0423583938111284,0.0204279479170141,1.50442783110423,1926770
-0.683961239107237,-0.0471003182129969,0.182167718168842,-0.0517419037794687,-2.2433443321769,1938156
