"mkm9d_ptv2_original_shape_Elongation_250","mkm9d_ptv2_wavelet.HHH_firstorder_Median_250","mkm9d_ptv2_lbp.3D.k_glszm_SmallAreaEmphasis_250","mkm9d_ptv2_original_shape_Flatness_249","mkm9d_ptv2_lbp.3D.m2_firstorder_Maximum_249","mkm9d_ptv2_lbp.3D.m2_glcm_ClusterProminence_247","mkm9d_ptv2_wavelet.HHH_glcm_ClusterShade_246","mkm9d_ptv2_lbp.3D.m2_firstorder_InterquartileRange_243","mkm9d_ptv2_wavelet.HHH_firstorder_Skewness_240","mkm9d_ptv2_wavelet.LHH_gldm_LargeDependenceHighGrayLevelEmphasis_236","mkm9d_ptv2_wavelet.HHL_firstorder_Skewness_234","sub"
1.01806690669307,0.120354753568617,-0.465154869605976,1.37792999372443,-0.465059975556836,0.0493124953331755,0.244177235957329,-0.948350983771727,0.55326033910918,-0.684962648263336,-0.499042703521973,1085983
1.23435282731084,-0.508294518561464,-0.233621728611362,0.23240611901754,-0.231712336954464,0.352310418918895,0.315658473775584,0.05456484625773,1.12883873268941,0.112700454564383,-1.78759905529829,1125173
-0.162581048667446,0.534530177826064,1.06591383864657,-0.539354981104675,-0.465059975556836,-1.14641191103366,0.223637810875198,-0.382316785436097,0.628750904313423,-0.477435261644452,-1.09553808127504,1154608
1.28049653327086,-0.050331996357946,1.23611527925631,0.952066697046514,-0.465059975556836,-1.37818220411646,-0.0516048484291945,-0.872177284813625,-0.587220557795916,-0.304622762500079,2.92888090385552,1181124
1.64129793827272,-2.46305066778622,0.00370987730726354,0.730707021701294,-0.465059975556836,0.81168882467042,0.451292413969074,1.10441486667722,0.687299597879587,-0.701784370024886,1.03952568640257,1183075
-0.458228363792898,-0.163501788563579,0.495818079841879,-0.388228755804,-0.465059975556836,0.71679275752816,0.353688945797684,1.1824484004547,0.152018379036717,-0.729268523020863,-1.02710777445145,1232870
0.1396104376246,0.128095082464183,0.188977879494899,0.153430801556624,-0.231712336954464,0.641704792761064,0.264185366023123,-0.445857888150344,0.400101793050454,-0.364893285541716,-1.4766064033434,1279943
-0.209564862005007,-0.535090839305688,0.289544125058748,-0.552993831554433,-0.465059975556836,0.136774780628583,-3.5640887327577,0.299524450451216,-1.55401863129651,-0.0732047246642083,0.501994780605589,1329352
-0.0507225658878753,0.502304632415347,1.57807805005605,-0.603327620828842,-0.465059975556836,-0.977995333813435,0.207371998050045,-0.332763449565478,0.447540569392974,0.201166021138472,-0.246099666551134,1330263
-0.827246529542077,2.48943562423797,-0.0564148195723222,0.167508266395981,-0.465059975556836,-1.16156931903423,-3.05941138505405,-2.19044985096941,-1.2746126336771,-0.210147441535389,-0.563374810042533,1364384
0.914690288319695,-0.2435430939043,-0.0451585530753413,1.119144326627,-0.465059975556836,0.599526305270325,0.904626046828746,1.16156990319385,1.132685301757,-0.606536948025785,-1.56011662291274,1386095
-1.06871917544613,-0.972262862708113,-0.0332846323607202,-0.882265712365674,-0.36779228173473,1.36514470103095,0.226840213246046,1.41941479667086,0.637190797018161,-0.391699089161697,-1.57699109769893,1458656
0.974250059838691,-0.198945662034612,-0.0237850754896162,1.35615581672509,-0.36779228173473,0.292951021626494,0.193865910577026,0.600715703967499,-0.429075281727924,0.164306430020076,0.230709506190822,1485662
1.00643900762194,0.18344449926571,-0.384042932099381,0.261650421208398,1.51406126385939,-0.69969877921139,-0.0568674316416588,-0.161171343000966,-0.62410971235201,-0.216673664618744,-0.623847050343206,1497807
-0.685719221779197,-1.61055161230646,0.312146993436804,-0.305348058566826,-0.231712336954464,-0.648201883774972,0.279288220762075,-1.03750943094345,0.806226149967829,-0.531667701824064,1.5048078057446,1501387
