"mkm6d_gtvper_lbp.3D.k_glcm_ClusterProminence_237","sub"
-0.106566701693847,1085983
0.567178404951211,1125173
0.230824679020349,1154608
-0.605437094841922,1181124
-0.0761309016915906,1183075
2.96503349216613,1232870
0.284840906685144,1279943
0.411386915813485,1329352
1.0651117770702,1330263
-1.49410912693951,1364384
3.81641288008423,1386095
0.367176736311527,1458656
-0.561723943387549,1485662
-0.824997022121624,1497807
-0.80441440322059,1501387
-0.0722497614216004,1518948
-0.773546825156495,1526417
0.0903916786765443,1565177
-0.32131387772905,1606693
-0.00671322591525383,1612262
-0.793723204575903,1614566
-0.930288975947824,1644034
-0.721017886050396,1668599
0.412816109740533,1671370
-0.781030218641215,1684230
-0.281558735779189,1692385
-0.419312462042745,1720713
-0.492761067808519,1738800
1.14756535218857,1740845
0.16997424828339,1742294
-0.603598795111338,1767700
-0.862327205092825,1768972
-0.69147563489679,1889409
0.854246892277454,1915938
0.00411855103646313,1916742
-0.549670537929961,1919296
-0.653747058083896,1926770
2.36818278645937,1938156
1.36150687826868,1938561
0.276173069855741,1966316
-1.41645014670533,1967281
-0.98750065119673,1973544
0.572155253946268,1975401
0.109528828037743,1976407
-1.09040661351242,1978972
0.293747665323638,1980052
0.323657151164737,2001182
-0.791403985083385,2002465
-0.680483913977716,2004451
-0.769569101644871,2006164
-0.653285809681059,2007309
0.379062877528208,2009915
2.28002449304693,2010259
-0.800056787567908,2010554
-0.17289502707103,2026671
0.321228956843954,2033049
2.18083540866373,2034136
-0.796035073539591,2040495
0.59679626790027,2047354
-0.499019186712405,2051378
-1.03487833221594,2055667
-0.0719407265407336,2057358
0.714447205858307,2059713
-1.24562224392982,2069079
-0.339890520534678,2070958
0.907544705151138,2072215
-1.15667508213508,2075832
-0.197219259082102,2075846
-0.85390784786199,2076301
-0.411409818036449,2078198
-0.570946276169574,2078899
-0.524351375895024,2085349
-0.202148024256409,2086044
-0.467134991578698,2091555
0.00444800401552214,2092954
-0.313312745935792,2096627
0.0265728107667066,2100050
-0.17769612672521,2108003
-0.34672463344078,2109902
2.40250770899653,2110540
-0.519481204833747,2116787
-0.994124594985044,2119177
0.495242629724903,2131601
-0.0643435295324146,2132424
-0.251035195201481,2132982
-0.140830813719955,2133204
-0.790760446342273,2133380
-0.326596387634276,2134220
0.0733896668749556,2135748
0.786658191527806,2137799
-0.216538533256613,2138375
0.175165452737587,2138678
-0.752733031472646,2139733
0.000983614675726989,2141116
-0.35919405466884,2145166
-0.20602003793581,2145694
0.561544437550068,2146138
-0.661213254475408,2151024
-0.619145429180048,215131
-1.13655970355363,2152442
0.246919985218062,2157529
-0.0866506745090332,2158101
-0.572501746867803,2158329
-0.973319238399735,2168082
-1.15987632432689,2172217
-0.681503892827558,2176530
1.1489382480567,2176784
-0.673070825642649,2181724
-0.628216249269566,2183291
-0.705332947020306,2183356
-0.944271218650376,2185290
0.712874773842568,2186951
-0.680064885126515,2196212
-1.04885142680296,2199403
-0.901088963746061,2200416
-0.0530142717433525,2200813
-0.494433371049367,2205389
1.7929781302197,2212664
0.571893435453315,2217034
-0.904498214863592,2218615
-0.493179591198942,2219842
-1.02623439823738,2224150
0.548631397792904,2228399
0.0133486213502824,2228400
0.431831287379267,2234271
-0.471679808210361,2234422
0.0816858224540605,2237571
4.24818773563038,2247869
-0.79660241469749,2250648
-0.298062830044397,2250836
0.0702606164593904,2267382
0.280674086146905,2269346
-0.33210293263001,2271329
0.369796109618429,2274521
-0.537308706069252,2276121
0.336223759815416,2278618
0.103465658065013,2285214
-0.259233588442905,2286108
-0.541636707771867,2293123
2.99195733699311,2294852
0.971623274963276,2294873
-0.78780483001291,2296332
0.129855743783902,2305114
0.37864773662312,2305115
-0.766646182092986,2306459
2.83548182790982,2306893
4.03400079351174,2317120
-0.253425179949703,2319068
-0.714819188242845,2321962
0.0340062243317357,2331869
-1.02539832234274,2336735
-0.253175099826535,2339674
-0.573881327335847,2340155
-0.788927650021684,2340322
0.0742921186084195,2350037
-0.209535475862355,2352038
-0.139002877431902,2359944
0.386242119140865,2381907
-0.283396964315009,2393207
-0.354454170124987,2395415
0.314960216223961,2395943
-0.557401833655384,2401405
-0.245155354036277,2405144
-0.158489282415526,2414406
0.797462511557291,2419459
-0.245637038670179,2425694
-0.00128775266616764,2426863
-0.714194981509229,2430773
1.32796863607996,2439458
0.622702306144502,2443354
0.0443606999476129,2445526
-1.00003944842328,2448298
0.82198716013654,2453577
-0.0560182964761274,2474709
0.505764617878043,2480056
3.91823756029843,2480330
0.525826557157965,2487135
0.276861847651496,2488660
-0.703786614332511,2490180
-0.146412585564107,2493534
-1.34788520154651,2498991
0.355919910292966,2500377
1.25644302250703,2504802
1.71228490599281,2510402
-0.501699945331678,2520618
-0.808191028439957,2559453
-0.470203543222298,277752
-0.128906329012691,308862
-0.54653641149586,58325
-0.508707204536284,92173
0.213811959116998,923666
1.50411908736671,965005
