"mkm7d_ctvper_log.sigma.4.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_250","mkm7d_ctvper_lbp.3D.m2_glrlm_GrayLevelNonUniformityNormalized_250","mkm7d_ctvper_wavelet.LLH_glszm_LowGrayLevelZoneEmphasis_249","mkm7d_ctvper_logarithm_glrlm_LowGrayLevelRunEmphasis_249","mkm7d_ctvper_wavelet.HLH_glszm_SmallAreaLowGrayLevelEmphasis_249","mkm7d_ctvper_wavelet.LLH_firstorder_90Percentile_248","mkm7d_ctvper_lbp.3D.k_glszm_SmallAreaEmphasis_248","mkm7d_ctvper_wavelet.HHL_firstorder_Median_242","mkm7d_ctvper_gradient_gldm_SmallDependenceLowGrayLevelEmphasis_241","mkm7d_ctvper_wavelet.LHH_glcm_Imc2_237","mkm7d_ctvper_wavelet.HHH_firstorder_Skewness_236","mkm7d_ctvper_lbp.3D.m2_firstorder_MeanAbsoluteDeviation_236","mkm7d_ctvper_wavelet.HLH_firstorder_Mean_233","mkm7d_ctvper_original_glcm_Idmn_232","mkm7d_ctvper_lbp.3D.m2_firstorder_Maximum_226","sub"
-0.021508247143107,0.573499196092052,-0.00515170974833587,0.380504208440267,-0.0891147610361679,-0.638600554261015,-0.36713697057108,-0.564304502001388,-0.559262378782338,-1.26437404286172,1.34687200243458,-1.65188639063556,-0.938518970625307,0.535417925838506,-0.356902432693367,1085983
-0.31853489391836,-0.913067026264154,-0.15344367273264,-0.584286461909345,-0.391125583006365,-0.854150465286602,0.538678493202646,-1.26303001435591,0.660306065528967,-0.846616880605164,0.264593334227565,-0.0478692989295257,-1.64970402247814,-0.0710679584449619,-0.0154207260592963,1125173
-0.204426431181966,0.782248427305222,0.0354968032651522,-0.298146067788388,-0.108916554720063,2.2006782085331,-3.02951643858986,1.60377200485028,-1.24204654991404,-0.443840562308207,0.303510148792392,0.0734815975905498,0.75342453407191,-0.274814986187368,-1.3918181561541,1154608
-0.397280001297128,-0.0647056875794032,-0.675425910095873,-0.652866562678234,-0.699631748176295,0.125420425783906,0.10693849715563,-0.374215107390094,-1.31573275910075,0.651922897859654,-1.61478517767387,-1.11132154107299,0.230777671845057,0.427093435720313,-1.08012792536476,1181124
0.370474057243544,3.20784492417856,3.05343707352382,0.797627172712357,0.598017683807791,-0.737576077976261,2.55422789619375,3.03692677813144,0.533754348394553,0.780091560385992,-0.499645676071565,-0.608416700390355,2.20398326195317,0.161996636224136,-3.59018547162467,1183075
-0.0339991138314983,1.85494424024853,2.38648595645354,0.167625995474865,0.91993479287879,-0.418086393105387,1.58767205823053,-1.82599040153832,0.234622906797628,-0.868958295307369,-0.0845797046743136,0.0376104165577779,-0.539683353947389,-0.653418253339495,0.0972232570332914,1232870
-0.21722883718374,-0.388250163680132,-0.0460483250640789,-0.0381762759680724,1.17195749250252,-0.630795720485881,-0.57171532132233,-1.29510119712419,-1.26551819679964,1.14861463630315,0.786409766299849,-0.981651061671835,-0.898639231028291,0.467586542885945,0.675298222509903,1279943
-0.164561466151784,-0.474792191381051,-0.500931956781067,-0.485642378599231,-0.211971044864381,2.51217716349244,-0.461442871344205,0.596621544159951,-0.61032323106881,0.289917791153527,-0.637412541026446,0.547039558657464,-0.936235918165292,-0.0524794203933663,0.787482978022509,1329352
-0.506888801420796,-0.822922189421842,-0.713217714906745,-0.582210525988953,-0.459496120427828,-0.255123492272296,0.160189447108248,0.693076778449432,-1.10550252830334,0.659186976421918,0.517672833268924,0.28108814945616,2.37032157822006,-1.55463974941889,-0.199201617039036,1330263
7.95469720770438,3.19646909525926,0.554268385418251,0.877506404192,0.276824659345966,1.14779915221346,1.30777365035596,0.697484163073974,-0.941333629971393,2.13503039313224,0.0261864057916809,0.884259915072283,0.779814249809855,-2.18887191194181,-2.7256350656501,1364384
