"mkm6d_ctvper_wavelet.HHH_glcm_ClusterShade_249","mkm6d_ctvper_wavelet.LHH_glcm_ClusterShade_244","mkm6d_ctvper_wavelet.HHH_firstorder_Median_241","mkm6d_ctvper_lbp.3D.k_gldm_SmallDependenceLowGrayLevelEmphasis_232","mkm6d_ctvper_wavelet.HHH_firstorder_Skewness_229","sub"
0.153296166162571,-0.163211027859589,-0.29329513789643,-0.261760577340443,1.31981428052455,1085983
0.0286983039450494,-0.127450516173204,-0.0310120440924623,0.549955012205307,0.253168004163244,1125173
0.040891891211073,-0.10452659832479,-0.93079051043992,0.384380575571481,0.291471301911511,1154608
-0.398716262503197,-0.0648993317715322,-0.295095293746257,-0.144955734354911,-1.5413710791629,1181124
-0.853414882495872,-0.145589948907075,-2.20049231106282,2.70904995888652,-0.444721616405253,1183075
-0.0331069466142843,-0.187718777751267,-1.71104444621714,3.65526824950463,-0.0897445918405328,1232870
0.0181377193027161,0.0741117781414377,-0.00494657295533426,-1.29640584501281,0.769997343849893,1279943
-0.619879939276221,-0.0743295183454975,-1.34126631608928,-0.456034025438206,-0.618534620187999,1329352
0.0915755379309572,-0.0934006191531722,0.312165764476976,1.43866102103166,0.581566202771748,1330263
-0.370309537699553,-0.405554156980151,-0.35643918173043,0.471430978294457,0.0177756598393078,1364384
0.0136527327958897,-0.273446273933329,-0.851962770960422,-0.388450357746294,0.562818414788029,1386095
0.221336394095454,-0.0870786835917594,-0.125326178462901,-0.955759387128458,0.682445444408538,1458656
-0.0462921238054595,-0.187767024216799,-0.0107150485133939,-0.60902438131587,-0.677735731218877,1485662
0.123885788901647,-0.0842033920205889,0.546321209591881,-0.453424634559217,0.155175262641521,1497807
-0.0188218522020441,-0.108886283779267,-1.23973991533365,0.0248708527411032,0.0107634944123987,1501387
-0.00666027231322833,0.00511183624265826,-1.37423295205953,0.24179237701149,0.00642441265406646,1518948
-0.0787645602565717,-0.161233431055236,0.639881942217023,-0.915126199823936,-0.0209057153221456,1526417
-0.0842972146756445,-0.32428926430145,-0.305420804902354,-1.72261354630925,0.0924941135711315,1565177
0.0287164747750119,0.247941930977018,-0.135075949418977,-0.623084503516022,0.807191086887317,1606693
-0.000289693100990114,-0.177112604991261,-0.477249880602975,-0.401758573990388,0.451023534621098,1612262
-0.0864422299730984,1.23929957937195,0.582883795685386,-0.554889409767415,-0.0459534236078339,1614566
0.0146655938063422,-0.201095537257557,0.537905790241821,0.547040237594372,1.02049226945088,1644034
-0.815676356267999,-0.192281672584918,-0.297462902800949,-1.47490793299973,-0.915690725649826,1668599
