"lemm_prg_kurtosis_250","lemm_prg_v15_250","lemm_prg_v32_250","lemm_prg_v34_250","lemm_prg_v37_250","lemm_prg_v40_250","lemm_prg_v42_250","lemm_prg_v45_250","lemm_prg_gradx_250","lemm_prg_grady_250","lemm_prg_gradz_250","lemm_prg_m101_250","lemm_prg_m020_250","lemm_prg_m111_250","lemm_prg_m210_250","lemm_prg_m201_250","lemm_prg_m120_250","lemm_prg_m021_250","lemm_prg_m012_250","sub"
-0.153057642699699,0.221220568087533,0.329196620247845,0.419088974622239,0.581746681322168,0.74311592060096,0.976082071627879,-0.244301999277469,-1.70029465714871,-0.108914741229189,-0.741990905705072,-0.200773487438245,-0.593119359337642,-0.0709894451065462,0.00808231534387804,0.125841869476304,-0.10558655246826,-0.183577579071167,-0.030693930601337,1085983
-0.269400107260805,0.221220568087533,0.329196620247845,0.419088974622239,0.579954047172063,0.662006305067559,-0.988433773524551,-0.2662821479588,0.492075743787402,-0.0600751765110555,0.60734750110246,-2.01786340427727,1.05242559564433,-0.98950208805464,-0.412174002759819,-0.566799589225343,0.747602250567244,0.30629719687411,0.360617808643057,1125173
0.295861041455387,0.221220568087533,0.275647011592643,0.373008072740142,0.530845162550809,0.697192979493216,0.918557786238319,-0.2662821479588,0.255527995258193,-0.629684808312812,0.869114564407603,2.09152936806569,1.08354704245944,-0.671946688466361,0.971840141353923,-0.153925212749139,-0.466766090012335,-0.63128331141579,-0.516986838958251,1154608
-0.00176163310297141,0.221220568087533,0.327077037990537,0.414225085380943,0.572920085353634,0.737192311772292,0.937981245415809,0.042304775372746,0.806337222705421,-0.939581498279607,-1.01890153770957,0.136894301252582,-0.42247885144494,-0.0821299126418954,-0.0682238671452173,0.0132949769547785,-0.0547617727953118,-0.228602922406245,-0.0490708554252061,1181124
-0.529552319822421,0.221220568087533,-4.06187128947853,-2.60381818884345,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.2662821479588,-0.210374645987301,-0.192735042084618,-0.302671682814449,-0.311629040648228,-0.536453284265862,-0.102132343649297,-0.554810288593562,-0.113859507272537,-0.382044324259058,0.00630063485819619,0.289470311036407,1183075
-0.523838332281377,0.221220568087533,0.329196620247845,0.41453982915427,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.2662821479588,-0.464299234923937,-0.103488976090841,-0.711154080901233,-0.605964611873137,-0.727277096878813,0.0287412245407935,-0.0043050870633515,0.163231660484406,-0.0648283461188447,-0.136585940901177,-0.0311856381493912,1232870
-0.542934815374924,0.221220568087533,0.329196620247845,0.419088974622239,0.581746681322168,0.76226020718375,1.0307133750783,4.44592357318506,-0.389251968824608,0.143979562932263,-0.193990132631662,-0.135718516274074,0.0722052664538124,0.29794377113135,-0.0185724008013603,0.356396561946203,-0.748887337213453,0.389061440959891,-1.23525945279622,1279943
-0.417437350700544,0.221220568087533,0.329196620247845,0.419088974622239,0.581746681322168,0.744092212111019,-1.01045219540961,-0.2662821479588,0.0845236556372748,0.0862502410563863,-0.627771382639723,-1.26318039553656,-0.558929055504696,-0.182453846225323,0.246903215285978,-0.189189562845707,-0.297727226354275,0.133936281898362,-0.0850566372651027,1329352
-0.467981796347719,0.221220568087533,0.329196620247845,0.419088974622239,0.581746681322168,0.713426246607762,-0.97960810735925,-0.2662821479588,-0.593480332734952,-0.283884066702371,0.433400377366441,1.34889941921673,0.186951048896939,-0.126085325717281,1.02270814044465,-0.349717961121708,0.328839345225143,-0.0611193802242236,-0.284387431431084,1330263
-0.496908986333961,0.221220568087533,0.329196620247845,0.419088974622239,0.541183760629735,-1.37194486106572,-1.01301068822797,-0.2662821479588,0.209605144241131,0.164896042379976,-0.116690831528462,1.05286438168625,-0.512251602150106,-0.00113340517515151,-0.0879574454736865,0.101092368470377,0.0152189897757102,-0.0949737724256864,0.12356268091349,1364384
-0.384971029636053,0.221220568087533,0.0337419349066292,0.17711612743067,0.346557032110121,0.428016954035631,0.665593298803165,-0.2662821479588,-2.41492645257155,1.97360027887575,8.26832098583172,-0.143848680127636,-0.369015666313732,-0.121670923349502,0.0125619492054403,0.0938872611230798,0.0761528003846946,-0.257070817791401,-0.0306305587983715,1386095
