"letd_prp_log.sigma.2.0.mm.3D_glcm_Imc2_250","letd_prp_wavelet.LLH_gldm_LargeDependenceLowGrayLevelEmphasis_250","letd_prp_wavelet.HLH_gldm_LargeDependenceLowGrayLevelEmphasis_250","letd_prp_gradient_glcm_Imc2_250","letd_prp_lbp.3D.k_glcm_Correlation_250","letd_prp_log.sigma.3.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_249","letd_prp_logarithm_firstorder_Minimum_249","letd_prp_gradient_gldm_LargeDependenceLowGrayLevelEmphasis_243","letd_prp_logarithm_glszm_GrayLevelNonUniformity_231","sub"
0.156272941660411,-0.571915302181241,-0.380510805174031,0.381500936860968,0.322383076750804,-0.28798129285368,-0.941017846051931,1.1033110359433,0.315917957665656,1916742
0.565646438634272,1.36833549423475,0.331085177758568,0.830479671289912,0.541546866589031,0.826683078922814,1.34716455641708,-0.304604033323446,-1.2002948231906,1980052
0.485714821527319,0.130791854832533,0.612057050125341,0.519894470841958,0.255823618957346,0.0548701129183604,0.783104453409986,-0.305278973353483,-0.779917113635626,1926770
0.460063672312003,-0.0361095322045145,-0.171594843893665,0.501054429882036,0.902436857715411,-0.036628862063284,1.15137164323833,-0.302672603209652,-0.7749718657482,1979045
-0.448973076753941,-0.586503371538188,-0.402953647073055,-1.485655976506,0.330612204186516,-0.353903597780966,-0.681647907755293,-0.296519169413927,0.785766146856225,2196212
-1.07599801708184,-0.455973299931137,-0.293781253100421,-0.131911964892165,0.489020334947587,-0.328647668173059,-0.846713384565604,-0.00622444172138658,0.979634663728476,2393207
0.439528435332755,-0.0227772226414818,-0.110406036928676,0.683839264339179,1.30603025498426,-0.00259108964976247,1.35573967842329,-0.252412771297276,-0.692715837652238,2146138
0.241062625109753,3.34069316074634,0.203832331156914,-0.703249986977104,-2.93497391395651,12.3311332665953,-2.42585025785872,-0.0171722093585936,2.99482315487124,2228399
0.477025661794005,0.19824774164058,-0.275140428687957,0.791454123723694,-1.3668338583799,0.113217422942804,2.08965837369107,-0.302604373778818,-1.05741471124433,2144796
0.234788848294655,-0.130263434183701,-0.383059594576344,0.642543475193427,-2.30086631713359,-0.0934715428596427,1.45273363553324,0.0047700080293139,-0.448162596440899,2234271
0.148354694664909,-0.547177928924214,-0.238250583105766,-1.14338603480792,-1.00452644816048,-0.323502578873481,-2.10822994126291,-0.281812196192902,2.14154277400042,2296332
0.52948323106076,4.56120922317486,-0.297938547692368,0.747111344171134,-0.362786289015901,0.249983958313653,1.05258207221707,-0.302959554953829,-0.938683832897205,1684230
0.0916046032516187,-0.515691196116554,-0.403838017492735,0.183033070258584,1.41489657515095,-0.312338107667715,-0.444098180450129,-0.0436731973867959,0.0446674165895384,1720713
0.537859513461545,-0.388074662735372,-0.358969335320787,0.670858260173912,0.284383748754885,-0.222360182042962,0.455962317017948,-0.148906259173186,-0.452788497789637,2186951
0.455691352099356,5.26843534921692,-0.0340666718285926,0.714678753006909,-0.409473758368054,0.0963134413020306,-0.0316720507495112,-0.225279962836804,-0.875777933110881,2439458
0.21904353972656,-0.453748828129792,-0.270996680767907,0.434088185868663,0.571565224204673,-0.309405491188399,-1.13843520433787,1.58311768296609,0.109748169454768,2135748
-0.227339645657816,0.2789947951127,-0.115213767899525,-1.41334799785489,-1.68769587330957,-0.0818913826950121,-0.445547496918003,-0.274738264928922,1.27474465765297,2141116
