"mkm9d_gtvper_wavelet.HHH_firstorder_Skewness_241","mkm9d_gtvper_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_235","mkm9d_gtvper_wavelet.HHH_glszm_LargeAreaLowGrayLevelEmphasis_228","mkm9d_gtvper_lbp.3D.m1_glcm_ClusterShade_228","mkm9d_gtvper_wavelet.LHH_glcm_ClusterShade_228","sub"
-0.154620966485487,-0.337417555429212,-0.204942033796826,1.00784563407461,-0.134519937472829,1085983
0.308704721835918,-0.377604337902699,-0.0400368362564597,0.31843133767329,-0.0703577137708496,1125173
0.830948010190242,-0.361707855295968,-0.248777635584047,-1.31660761109814,0.389577204222271,1154608
-2.11382505705329,-0.235466564640137,-0.159864392639966,-0.0899320842410387,-0.180606898312422,1181124
0.498575594449455,-0.371598749388526,-0.245392903707226,0.195117323906128,-0.170050205058659,1183075
0.286330544075438,-0.337079631178987,-0.236253072087684,0.672652919634997,-0.152358063194913,1232870
0.167061270119325,-0.351850766765187,-0.0733391434252852,0.445403813139262,-0.0607378119576278,1279943
0.279989183012823,-0.369769952580534,-0.242710436904843,0.928479180415274,-0.0106232212795607,1329352
-0.176211690923886,-0.177110050196006,0.106036505891865,0.195641754510089,-0.0342322399516746,1330263
-0.353444574793299,-0.367780571907795,-0.245503621934166,1.32860926642169,-0.145966229200754,1364384
-0.811869279579972,-0.365414148882522,-0.245884667397673,0.687544308620276,0.0346829371955715,1386095
0.248794274749087,-0.378542052771438,-0.237668680581262,-0.61276090801195,-0.144271285717069,1458656
0.168621059662787,0.616553154566945,1.03939753401455,0.0481521597344865,-0.206885788493732,1485662
-0.843103205053386,-0.230739571580484,-0.214923846827607,-1.04546269671617,-0.0672613410761976,1497807
-0.301605097897841,-0.356412528334157,0.0162031732334034,-0.799672905021999,-0.138409438227552,1501387
0.804094503143512,-0.373137789874484,-0.218512678219122,4.52827579554304,-0.732345604677652,1518948
0.818747924618268,-0.363635736230428,-0.247461122315669,-1.29133039948555,-0.0639332974777784,1526417
1.04084559940575,-0.376748136113322,-0.241391287312297,0.927897061826736,0.782282887227209,1565177
0.280448487584867,-0.193688701334845,0.326329076600437,-0.521578978383937,0.041531656033848,1606693
