"mkm2d_ptv6_original_glrlm_ShortRunHighGrayLevelEmphasis_250","sub"
0.694144984727735,1085983
0.428699307495816,1125173
0.16041816861877,1154608
0.353857885724076,1181124
-1.99935413340399,1183075
-1.01592267108764,1232870
1.70402306998929,1279943
-0.379278114368108,1329352
-0.432022905533839,1330263
-0.834790938899724,1364384
-0.155156120182939,1386095
0.470225229613704,1458656
-1.41776431338605,1485662
0.421644196432579,1497807
1.31133165974012,1501387
-0.0424390626359294,1518948
-0.386243208420652,1526417
-0.728686885776026,1565177
-1.24217431995141,1606693
0.0554973292645959,1612262
-0.314731847297862,1614566
-0.525744524787506,1644034
-1.02501051994163,1668599
0.778807962790194,1671370
0.382648660301789,1684230
-1.00265587863757,1692385
-0.314969696362183,1720713
0.917410357063164,1738800
-0.128846866488304,1740845
-1.47178363720569,1742294
-1.42078278929359,1767700
-1.37039882569607,1768972
0.577615992058996,1889409
-1.58421830399328,1915938
1.15660428534456,1916742
-1.01099619713372,1919296
0.533507112514719,1926770
0.446043284585669,1938156
-1.56153626856411,1938561
-1.40407671797654,1966316
-0.561151608453045,1967281
-1.75027735803618,1973544
-1.72473406296782,1975401
-1.20096843025779,1976407
-0.286672576765207,1978972
1.03126363941681,1979045
-1.91219898582691,1979422
-1.81223599912071,1980052
-0.00635632507765987,2001182
1.36558511586368,2002465
-1.95255853427156,2004451
0.584268393228262,2006164
-0.294545120563505,2007309
-1.37044363323191,2009915
-1.64227583717996,2010259
-2.17540948974744,2010554
-1.42593539180979,2026671
-1.96077055256714,2033049
1.10904534982996,2034136
-2.40285618178927,2040495
0.251210694513017,2047354
-0.211401723487978,2051378
-0.892230026192971,2055667
-1.39895920527432,2057358
-1.82441725447257,2059713
-1.32081450089986,2069079
-0.637799053106373,2070958
-1.40425736080756,2072215
-1.5818112389583,2075832
0.708798722767503,2075846
0.534910079198811,2076301
-0.117730573738751,2078198
0.561344519414064,2078899
-1.14251669157096,2085349
-0.952745404717072,2086044
1.70745397837919,2091555
-1.41249404903561,2092954
-1.02660963667574,2096627
-0.831623100429137,2100050
-0.989701473138824,2108003
-0.402976246007501,2109902
-1.47638827081201,2110540
1.0658191521825,2116787
0.447308787660551,2119177
-0.363540444388193,2131601
-0.993424821184505,2132424
-0.363440869802184,2132982
-0.545515362851743,2133204
-0.459498407690201,2133380
0.660901575545609,2134220
1.07727819200884,2135748
-0.65043593480845,2137799
-0.328858748222364,2138375
-0.425844805215957,2138678
0.0316227658825602,2139733
-1.07546884073208,2141116
1.29271354991613,2144796
-0.456015413379962,2145166
-0.460222512102679,2145694
0.929632151027447,2146138
-0.580993327831504,2151024
0.774370174853537,215131
-1.18300625061474,2152442
0.488063435538765,2157529
1.15808422042121,2158101
0.315536002663258,2158329
0.055074439255599,2168082
-1.21124631944368,2172217
0.727959391795389,2176530
0.426070219912359,2176784
-0.145890757138083,2181724
-0.819329528572628,2183291
-0.189185357359152,2183356
-0.214624196813592,2185290
-0.478513805926143,2186951
1.20589249083204,2196212
-0.709741427917395,2199403
-0.0179649196383353,2200416
0.499709832556008,2200813
0.0441973641925439,2205389
-0.436506204985312,2212664
1.49119665974485,2217034
-0.205947590720323,2218615
-0.258687924834,2219842
0.372676673157317,2224150
0.171771938942933,2228399
-0.312610397117274,2228400
0.654473454316885,2234271
1.26423513086503,2234422
0.987026837845553,2237571
0.298707695641493,2244172
1.03997483291077,2247869
0.484881021628873,2250648
0.420781094383747,2250836
-0.069514926353168,2267382
-0.342065171351596,2269346
1.01408438081638,2271329
0.154748325313172,2274521
-0.118044283438308,2276121
0.814572820291558,2278618
1.63906123909356,2285214
0.777012893161286,2286108
-1.24304460780315,2293123
0.978710300582264,2294852
0.815461706872317,2294873
-1.36846338722846,2296332
0.962553258580731,2305114
1.10008785720613,2305115
0.444513295189521,2306459
0.548182242571564,2306893
1.44717201298232,2317120
-0.845232368679935,2319068
2.38816549151431,2321962
0.892689140348941,2331869
0.938246267246502,2336735
1.24172250116523,2339674
0.696599253213109,2340155
0.546157541764518,2340322
1.64279657233036,2350037
1.19312138812476,2352038
1.10824544577052,2359944
0.815488294481044,2381907
1.03844203590716,2393207
0.822673959893131,2395415
0.567281704249276,2395943
1.07488265804747,2401405
0.954414806288747,2405144
0.495246055421704,2414406
1.71339781783178,2419459
0.871148439684583,2425694
1.24204413381954,2426863
0.730951815955313,2430773
0.911863154432589,2439458
0.668512244935876,2443354
0.372553648615113,2445526
1.00525841754431,2448298
0.0620367347386484,2453577
0.298320777655953,2474709
0.789626729032513,2480056
1.18674149871896,2480330
0.652096967580275,2487135
0.254405549409648,2488660
0.766518239458667,2490180
0.556427322242837,2493534
0.27480963336567,2498991
0.752579464799554,2500377
1.52602729309275,2504802
1.01524009544837,2510402
0.455526485008433,2520618
0.951920867028243,2559453
-2.13413019087767,277752
-1.24007969965041,308862
0.665264458633527,58325
0.11220356220765,92173
0.791586614834527,923666
1.13356046457661,965005
-1.38473549494936,983079
