"lemdfirst_prg_original_firstorder_RootMeanSquared_250","lemdfirst_prg_original_firstorder_Kurtosis_244","lemdfirst_prg_original_shape_SurfaceVolumeRatio_243","sub"
0.83186417208465,-0.442711828970339,-1.03305457050963,1916742
-1.67313682990355,-0.332305675975565,0.298606137036551,1980052
0.777023068631844,-0.514702352275608,-0.315798338208773,1926770
0.783011969034788,2.85062082292175,1.38238840853188,2196212
0.636062060547154,0.274248922880027,-0.0744798186410225,2393207
0.796013218683089,-0.461753774422211,-0.112778283142443,2146138
0.142402176934504,-0.506284188993352,-0.460774765790896,2228399
0.794424280961247,-0.471005400326888,-0.0645485898598313,2234271
-1.25154245806643,-0.436889771386143,3.09560793018485,2296332
0.796235165932806,-0.531010253520342,-0.262380957344454,1684230
0.142889192765771,-0.171529606192122,-0.286375679402087,1720713
-0.16099846006965,-0.197284774474388,-0.30052389171012,2186951
0.782786369232756,2.08760896067807,-0.58193079356746,2439458
1.09259768018302,-0.189377165157141,-0.158095403510815,2135748
-1.10382676957096,-0.410344632058691,-0.152939530663933,2141116
-1.10238315723376,-0.497557694294433,-0.461030178744528,2108003
0.827244899532114,-0.528385921480804,1.0935418011783,2006164
-1.69372976881691,-0.541651469472636,-0.249715336380976,308862
0.738831845534609,-0.279326471580045,-0.883493588008831,1085983
-2.31831887086501,-0.521954785369851,-0.2590328915466,2004451
0.763341483266078,-0.535885184431522,0.720309105261632,2359944
-1.75069938400175,-0.00676314616306606,1.73170958923749,2069079
-2.32298496112275,-0.453859197067964,0.0424881071485795,2059713
0.587624203477814,-0.100524866782143,-1.08129082536637,2294873
-2.34103354314035,-0.395498640016247,-0.100933237763392,2033049
-1.68331702434257,1.39683187053652,-1.31361709314172,1485662
-0.462716553329843,-0.290507320701197,-0.54813128248572,1526417
0.424799220782665,-0.391907649427691,-0.308947263716357,1386095
-1.05525467443238,-0.14749107630041,-0.562999716037386,2132424
-0.399042431577251,-0.126884180155507,0.0723276300403445,2138375
0.82854007124394,-0.532343864430794,0.578915410021344,2490180
0.808737566411869,-0.419577291752576,3.1154704743312,2034136
0.749559268702483,1.67423736349614,0.620033950183411,2510402
0.155699710775095,-0.449189023598867,-0.393082761067541,1330263
-1.13586751045621,0.0826927185646193,-0.499686014115949,1768972
0.791718200700566,-0.520669176804289,1.14510537417328,2306459
0.173856955922632,-0.437833053265611,-0.260022478874422,2181724
1.39145812059299,-0.537776589527732,-0.26610545051475,2217034
0.206312900222872,0.386679440623898,-0.427895182219799,2218615
0.175876169029896,-0.308283939192963,-0.29796136641303,92173
0.618634202102641,0.140773978740998,-0.548630798138922,2414406
0.780398689250111,-0.511848662479326,-0.360344362838894,2381907
1.45245495254306,-0.537218618106424,-0.557706305698179,2002465
0.81262354126639,0.0307963091031345,0.0352708954198701,2474709
0.790028916828006,-0.42899211531956,-0.073749819256152,2176530
1.41424645000277,-0.542499223542654,0.153425922093812,1279943
-1.7024530927939,-0.528414934049037,-0.184100106193942,1976407
0.196110355259375,-0.520634355747336,-0.786429394790235,2250836
-1.7168476787467,-0.186561666247158,-0.282130260609661,1915938
-0.447987393506982,-0.495812666969751,-0.254855636073958,2133380
0.791637458842044,-0.529402341020834,0.685775586104182,2271329
0.778176017153968,-0.51787486733611,-0.831869932714027,2286108
-2.71485065877154,-0.529082047483276,2.4982565301154,2040495
0.135878995541254,-0.171232470410361,-0.101898225844604,1125173
-1.13338675897637,-0.149456991552501,-0.181194868558315,1767700
-0.544779781641547,0.51065994987223,0.107698588503659,2138678
0.633982613620038,-0.0622282494104316,-0.385497517558953,2443354
0.810285262077989,-0.520055595494766,-0.0726908883133562,2234422
-0.498596376668065,0.0724372773337623,-0.269567195910381,2151024
-1.14144799099798,-0.0652594137735771,-0.24658355509579,2057358
0.783251153281136,-0.526399880972036,-0.233988852219908,2425694
0.747533772535266,1.20863543814289,-0.303339292675361,2500377
0.656065496461362,-0.480571816984855,-0.418182720774208,2183356
-0.17540864235664,-0.275143772612558,-0.365870612493971,2131601
-1.05814898393964,0.213562737561391,-0.280084765963051,2152442
