"mkm5d_ptv2_lbp.3D.m2_firstorder_Maximum_250","mkm5d_ptv2_wavelet.HLH_gldm_SmallDependenceLowGrayLevelEmphasis_250","mkm5d_ptv2_wavelet.LLH_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm5d_ptv2_wavelet.LLH_glcm_Idmn_250","mkm5d_ptv2_wavelet.HHL_glcm_Imc1_249","mkm5d_ptv2_wavelet.HHH_glcm_Idmn_246","mkm5d_ptv2_original_gldm_LargeDependenceHighGrayLevelEmphasis_246","mkm5d_ptv2_original_gldm_SmallDependenceLowGrayLevelEmphasis_245","mkm5d_ptv2_logarithm_glcm_Imc1_244","mkm5d_ptv2_wavelet.HLH_gldm_LowGrayLevelEmphasis_243","mkm5d_ptv2_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_242","mkm5d_ptv2_log.sigma.4.0.mm.3D_glcm_JointEntropy_241","mkm5d_ptv2_lbp.3D.k_glcm_Imc1_238","mkm5d_ptv2_log.sigma.4.0.mm.3D_glrlm_LongRunHighGrayLevelEmphasis_238","mkm5d_ptv2_gradient_gldm_DependenceEntropy_237","mkm5d_ptv2_wavelet.LLH_firstorder_Skewness_233","mkm5d_ptv2_log.sigma.4.0.mm.3D_firstorder_Maximum_233","mkm5d_ptv2_wavelet.LLL_glcm_Autocorrelation_229","mkm5d_ptv2_lbp.3D.k_gldm_DependenceVariance_228","sub"
-0.46184094899599,0.474505806628091,-0.43107217656387,-0.226097337908309,0.0788851870561252,-0.931990853865788,-1.06484791521835,0.271139338092133,-0.241810660593315,0.26915579495199,-0.108124104579793,-0.104770833992217,-0.485946299689786,-0.714981343054668,-0.957173109509046,0.389345389377875,-1.24185152977394,-0.983169761222331,0.861264565737266,1085983
-0.349689724282936,-0.483399616339911,0.403048117853122,-0.0330968869549836,0.454960772027957,0.431732080963059,0.662272373751235,-0.516745836177732,0.651836332207509,-0.240370150579914,0.204743115245768,-0.904423536717132,1.07210456911092,0.518716977224823,-0.300712604124457,0.0987833814283108,0.495166260546853,0.346960028345821,-0.876541829641669,1125173
-1.15042250161714,0.704470893436669,-0.490727298706167,-3.12524572093957,0.862954696345855,-2.12256417870673,-0.856020431672597,1.50634082897181,-0.954227497526676,0.00117337892540606,-0.253171653502129,-0.217184066142506,-1.39436460952732,-0.27605262850158,-0.303059450592164,0.586116717553704,0.919876386766779,0.745297214835468,0.879524933043727,1154608
-0.46184094899599,-0.777672179721756,-0.281522845114364,1.21347186627852,-0.790203961510169,1.14789634972904,-0.286981232264786,-0.203939846168888,0.941238747861236,-0.694217098399818,-0.42847612035052,1.53327390026878,-0.621519854199464,0.35787419743427,1.40314715692664,0.890804620051028,1.41881914290099,1.18653760108193,1.60429290052657,1181124
-0.46184094899599,0.773181088164515,-0.491741301810999,-2.71547661263415,-0.383295047827622,-0.149360213589092,-1.9081580582647,1.48985832156792,0.146644480652239,0.320292970919043,3.21258570952667,-1.41643693739934,-0.520526434795507,-1.19394948562844,-2.03071523442095,1.46197570189943,-1.48351267762197,-2.01068264543491,0.196150008215344,1183075
-0.46184094899599,4.94145071218124,-0.481784294903776,-1.83460383640087,0.479598235678685,-3.43680501535963,-1.39359338277426,1.96657731988842,-2.01568609599461,1.97692631135273,-0.183343070796565,-1.29603481938701,-1.60412735502916,-1.0217717468164,-2.08065462941012,0.636649656835336,-1.42958615251557,-1.71512144797596,-0.587739252191988,1232870
-0.192787346254896,0.468099514847589,0.141697447645685,0.545983283310439,0.56792799847688,-2.25914279342427,0.972293394061655,-0.73563274958051,-1.25756699672071,1.31823174098812,-0.225302961754937,-0.414321379460066,-0.417543696853386,0.908908086085074,0.541064341462464,0.485739885013361,-0.496319853021247,0.503745784385695,1.41235760495772,1279943
-0.46184094899599,-0.585450788754061,-0.440350238484657,0.0546936470959912,-0.563968426350843,0.168406525021009,-0.582356781271865,-0.260674136838561,0.174406321554944,-0.627035379319147,-0.143368563519652,0.790310960494816,0.0402047828014379,0.589322037181006,0.636667401941288,-0.960669411755997,-0.277127918331954,-0.359076202847074,-0.0764312054378218,1329352
-0.46184094899599,-0.459800178319003,-0.295263027860359,0.343235347362563,0.396391398123099,0.664671529248464,-0.342867685767085,-0.186345901177265,0.0153394575075208,-0.513136346483137,-0.510901351275199,1.54425594623,-0.380094918735265,1.08325865726762,2.06203828827713,0.392194651233129,0.635227695995235,0.614118561182287,1.52528604330399,1330263
-0.46184094899599,-0.151500663033575,-0.487071115618878,-0.99886210520535,-2.5652379319609,-0.672807687859834,-1.18676154138056,3.39294736222437,-4.07243002677946,-0.207159489076316,2.01738646246987,-1.72517793753491,-4.22662528364078,-0.805658618623288,-0.177153060748235,0.746095256612875,0.274895703392313,1.07971923568169,1.82745604235592,1364384
