"mkm9d_ptv6_lbp.3D.m2_firstorder_Maximum_247","mkm9d_ptv6_wavelet.HHL_firstorder_Median_246","mkm9d_ptv6_wavelet.HLL_firstorder_Skewness_244","mkm9d_ptv6_original_shape_Sphericity_243","mkm9d_ptv6_wavelet.HHH_firstorder_Median_242","mkm9d_ptv6_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_239","mkm9d_ptv6_wavelet.HLH_firstorder_Skewness_235","mkm9d_ptv6_wavelet.HHH_firstorder_Mean_231","mkm9d_ptv6_wavelet.HHL_firstorder_Skewness_226","mkm9d_ptv6_lbp.3D.k_gldm_LargeDependenceHighGrayLevelEmphasis_226","sub"
-0.617704490560308,0.125550552237636,-0.226636500549841,1.26304919603012,0.162049208755399,-0.225756624770835,-0.36203107663604,0.365207109959007,-0.535517261105951,0.674422158788171,1085983
-0.425940618019233,0.427685176592626,-0.171553449755197,0.533656452086097,-0.879431118786018,-0.404086030085462,0.248649415334945,0.144580484158304,-1.07990025965981,0.933771566853109,1125173
1.27873482843725,1.18741690761654,1.28792595432517,0.539696920621081,3.98354328700559,-0.320810304044781,-0.839604546830234,1.15346267223635,-1.35050360796323,-0.569862858287236,1154608
1.11369954077107,-1.46760616993814,-0.462291036212107,1.18032951532809,-0.0895122389968379,-0.385371781900755,0.257441316727672,-0.141449885354119,1.00708576824814,-1.02192344261342,1181124
-0.617704490560308,0.299961143901367,0.0333735119366967,0.0369798798511974,-0.0878182683896866,-0.361746373570079,-0.789036895840769,2.06058237840623,2.13547181812953,0.212163162850265,1183075
-0.617704490560308,0.0456797922845806,0.101240458596129,0.483748936614683,-0.475355070594882,-0.270597151542222,1.79553530848022,-3.19458846164441,0.409925718602325,-0.855720389279238,1232870
-0.425940618019233,0.340156732030511,-3.90959548932735,0.636835331859607,-0.17565053015941,-0.162624057117572,2.20063680351438,0.645163450931013,-0.0303136317885976,0.570053544796631,1279943
-0.617704490560308,-0.206975384667179,0.644271602405467,-1.57371086894662,-0.425079597083724,-0.357826867912525,-0.765389272824126,0.715184724277307,-0.222645317090269,0.178684703394579,1329352
-0.617704490560308,0.504727059123344,0.704349948315512,-1.19026639050154,0.444363049643622,0.344564966014616,-0.772611194554783,-0.109302615984412,-0.455846634437174,-0.732389993234821,1330263
0.184561299509958,0.266475569042585,1.26336773509706,0.90192016753852,1.36654652607791,-0.356087849389328,-1.07428945060033,-1.07932731991836,-0.331933595225604,-0.358086160746284,1364384
