"mkm5d_gtv_wavelet.HHH_glszm_SmallAreaEmphasis_247","sub"
0.438491185547583,1085983
-0.616971923559181,1125173
-0.591160339339706,1154608
0.565517414662271,1181124
0.0562249671803845,1183075
-0.635608819606851,1232870
-0.0578244490091066,1279943
0.291144152502499,1329352
0.578717353506233,1330263
-2.2080529353342,1364384
0.707043404405351,1386095
0.250286887547625,1458656
-1.78153957795517,1485662
-0.14932718237459,1497807
-0.841419338755397,1501387
-0.301982230524531,1518948
0.421809231988011,1526417
0.320149239268126,1565177
-0.0104780596408998,1606693
-0.3724970929669,1612262
-0.27659114498344,1614566
1.64767152683003,1644034
-0.0602217881399804,1668599
-0.528701180241969,1671370
0.765759304413035,1684230
-0.104359223264137,1692385
0.42089049338614,1720713
0.323382455596959,1738800
0.6465932587856,1740845
0.382968291484701,1742294
0.787633462862959,1767700
0.554636682591999,1768972
0.292860584631235,1889409
0.601805316257897,1915938
0.216038208031001,1916742
-8.74603703876953,1919296
-3.30141234138285,1926770
0.587995135738884,1938156
0.137495214282927,1938561
-1.29652284425111,1966316
-0.937300571187061,1967281
-2.94386556710651,1973544
0.832084743121765,1975401
-1.04783368657857,1976407
-0.393850019388097,1978972
-1.30648174018577,1979045
1.92904210684784,1979422
-1.76751446854088,1980052
-0.939315567668053,2001182
-0.396298544014905,2002465
-0.713243781297231,2004451
0.177408073498448,2006164
0.413773926106874,2007309
0.752831155775561,2009915
-0.0269136499856392,2010259
0.058412806105692,2010554
0.369879022845567,2026671
0.26994373098359,2033049
0.501759745809879,2034136
-0.41055005538401,2040495
-0.384278644048324,2047354
0.325159602167566,2051378
0.791789441783036,2055667
0.718766131470478,2057358
0.571759314124744,2059713
-1.09621246542261,2069079
-0.700384456148888,2070958
0.444452153593768,2072215
-0.271120339679782,2075832
0.377117975972592,2075846
-0.607856493389331,2076301
0.426716040756945,2078198
0.602657900438344,2078899
0.13316083631238,2085349
0.45263923120334,2086044
0.724354757933961,2091555
-0.0901318380763233,2092954
0.294289984883495,2096627
-0.45720036839842,2100050
-0.15439136971909,2108003
0.278312479340848,2109902
0.612438991343232,2110540
-0.453492477632464,2116787
0.143211849851768,2119177
-0.235584748212273,2131601
-1.53080542403846,2132424
0.421680497012888,2132982
0.346249714712878,2133204
0.134422033568747,2133380
0.12412524782473,2134220
0.39449414168729,2135748
0.312876454852154,2137799
0.468523295599635,2138375
0.287267968199807,2138678
-1.87772259757807,2139733
-0.460679618003671,2141116
0.157848671751532,2144796
-0.519532697611216,2145166
-0.494808984765949,2145694
-1.07210225448774,2146138
0.238871895946028,2151024
-0.106190526854238,215131
0.251024910355026,2152442
-2.06210533541007,2157529
-0.156954444455405,2158101
-0.128033240953812,2158329
-0.833822874356498,2168082
1.39762155356705,2172217
0.503295963534143,2176530
0.762088036866935,2176784
0.00238749874968173,2181724
0.34837327064006,2183291
0.503822489731393,2183356
0.439141716559516,2185290
0.963701321856174,2186951
0.500259572671129,2196212
-0.606824596162603,2199403
1.21567206434243,2200416
0.132910468551665,2200813
-0.110604312727214,2205389
-0.195125900424314,2212664
0.423536623481644,2217034
-0.279090269318826,2218615
-1.1732131679271,2219842
-0.27083985794088,2224150
0.761358977208456,2228399
0.278455746581832,2228400
0.469291549285899,2234271
0.490794489091807,2234422
1.78720935013057,2237571
-0.512241074357762,2244172
1.0284889330814,2247869
0.43768402248325,2250648
0.862194193875582,2250836
0.485037521421729,2267382
0.361556129834694,2269346
0.0141799921926554,2271329
0.758204385201943,2274521
0.268735143698037,2276121
-0.709802964587607,2278618
0.495959172162535,2285214
0.557297524998368,2286108
-0.0996612050938531,2293123
-0.323640979110132,2294852
-2.48811660539804,2294873
0.32837892192953,2296332
-0.664421281540494,2305114
0.654591926211402,2305115
0.737711891364582,2306459
-1.45660597656337,2306893
0.182784731867008,2317120
-0.261250432090546,2319068
0.203940464958752,2321962
0.086295665471706,2331869
0.258820506316072,2336735
0.376224036037112,2339674
-0.455886631340077,2340155
0.481828417118335,2340322
0.687045291700967,2350037
-0.688287363831423,2352038
-1.94007936145394,2359944
1.16061898177465,2381907
0.369867928982661,2393207
0.514984092185017,2395415
-0.0606045001259271,2395943
0.52061751539385,2401405
1.01175385607712,2405144
0.555625450417151,2414406
0.0749893872007481,2419459
0.67264379862676,2425694
0.492943666604707,2426863
-0.711605579188095,2430773
-0.217203967849729,2439458
-0.126123935387213,2443354
-0.106895747778433,2445526
0.303294052774516,2448298
0.399261364257277,2453577
0.0481023985432225,2474709
-0.350079758248672,2480056
0.292931588074333,2480330
0.31935847519839,2487135
0.139353012432204,2488660
0.00321097306976953,2490180
0.218863003506731,2493534
0.747955208932129,2498991
0.733652838911585,2500377
1.57401938447211,2504802
0.280973096779211,2510402
0.416629454065942,2520618
0.529000986268707,2559453
-0.907027593287999,277752
1.29610393068011,308862
0.571558746023804,58325
0.0658908419293326,92173
0.878205131991083,923666
0.365514834940707,965005
0.0332552522392959,983079
