"mkm8d_ptv6_original_shape_Sphericity_235","mkm8d_ptv6_wavelet.HLL_firstorder_Skewness_226","sub"
1.26304919603012,-0.221282840555115,1085983
0.533656452086097,-0.164304462210554,1125173
0.539696920621081,1.3124417887585,1154608
1.18032951532809,-0.467609614845441,1181124
0.0369798798511974,0.0429015571767309,1183075
0.483748936614683,0.107346726186962,1232870
0.636835331859607,-3.93231691322177,1279943
-1.57371086894662,0.64844491445677,1329352
-1.19026639050154,0.694374205542974,1330263
0.90192016753852,1.27934859408157,1364384
0.312723833355372,1.15370132292212,1386095
-1.50459136192332,0.654678167248583,1458656
0.627867234430281,0.525582852383798,1485662
0.693249085581562,-0.557990740817355,1497807
-1.06530084495932,1.00810512787769,1501387
0.736488031819407,0.426829415207385,1518948
0.883888958507897,-1.60011162365392,1526417
-0.245246529167841,-0.0978783071884195,1565177
0.0569667937889996,-0.817793420709994,1606693
0.883221439599567,-0.144794766180474,1612262
0.489367956538935,-1.14274412054828,1614566
-0.305781566439429,1.17745004582944,1644034
0.0680460406262799,-2.78479696240861,1668599
0.159314675751154,0.378293592212741,1671370
1.37169812026531,-0.174311557721269,1684230
0.762676649856691,0.894869662176009,1692385
0.873952742396466,0.676341927601867,1720713
0.199568378084928,0.752149314822112,1738800
-2.46289911494818,0.467482793295969,1740845
-0.218095994223696,0.595452203476425,1742294
0.928643588571957,0.686573662471224,1767700
0.580955643502021,0.618959823892479,1768972
0.11222341364035,-0.448513901105201,1889409
0.429113062789552,-0.983629801326233,1915938
0.195280498145522,0.286978721127656,1916742
1.40828416262786,-0.565504542641962,1919296
1.0415536032307,-1.76989390863889,1926770
-0.58197747626252,-0.233153474401259,1938156
1.13145564761828,1.02994979558063,1938561
0.709629492770955,-0.371542637380371,1966316
0.741401134890212,1.23665031524383,1967281
0.0473467104934755,0.785359825840557,1973544
0.6310617852977,-2.51973657617143,1975401
0.758536158083918,0.177452600468011,1976407
0.662871766485466,0.555411546364434,1978972
0.342827666656828,-1.19600585475448,1979045
0.119159607567356,0.214005291013978,1979422
0.664778302231428,-0.328050476951434,1980052
-3.75375189562033,0.778821326160627,2001182
0.802455778007907,0.898602648817649,2002465
0.684479019323245,0.593645632614403,2004451
0.300258626054899,0.391583452076741,2006164
0.440639036620591,0.632554034204305,2007309
-2.49487050161826,-2.51549301786856,2009915
-0.88872303396039,0.644551412169293,2010259
-0.666484197465637,0.227696477075917,2010554
0.668298866183114,0.0253935401262464,2026671
0.591584916540898,-2.14837569321529,2033049
-1.46879606004793,-0.426018022627834,2034136
0.616976253728925,0.527931664997439,2040495
0.755108630078848,-1.01313253253825,2047354
0.900704096319534,-1.52248434768392,2051378
0.317736750575455,0.575164483846657,2055667
-0.422818825697558,0.153193846149889,2057358
0.11411225220746,0.383172502460769,2059713
0.0529083234095336,0.929559583198385,2069079
-0.163743746555508,0.789336928111779,2070958
0.912339816724456,-2.64513858859752,2072215
0.513476178431078,0.610299094319198,2075832
-0.180522957540727,0.862843859771281,2075846
0.606249278811833,-2.9474585228336,2076301
0.672333858922744,0.541927208307505,2078198
-0.545243029145047,1.0990781085045,2078899
-0.412264736403846,-1.69693310407452,2085349
0.0837505687936518,0.474101925995761,2086044
-0.698110617573731,0.660340350296321,2091555
-0.782463951375678,-0.615279203149997,2092954
0.385644775965097,-0.707950502565673,2096627
-0.119641691942459,-0.91485734885976,2100050
0.800473824748881,0.556215268253517,2108003
0.15265755777808,0.380859536868742,2109902
-0.80450638435798,-0.327364565817806,2110540
0.49962653451919,-1.06700640985123,2116787
-0.492787866239022,-0.0121994750439012,2119177
-0.852544559420276,0.41878020772362,2131601
0.905211152208236,-1.00508631580032,2132424
0.391405754196768,-1.7762977418276,2132982
-0.149444099843948,-0.000320165025962156,2133204
1.0023934406194,-1.09388537191261,2133380
-1.66786154417735,0.306183415037101,2134220
1.1203749179975,-1.09657217442423,2135748
1.10269282713843,0.796550258330769,2137799
