"lemm_prp_v33_248","lemm_prp_v42_244","sub"
0.62698024220685,1.0686963310234,58325
0.352854177816928,-0.952915937259522,92173
0.644039423484975,0.988480279930005,215131
-2.49853497345206,-0.992469268744877,277752
-2.49637434356853,-0.992469268744877,308862
0.417374037277643,1.0551482006453,923666
0.545193185131207,1.05445529692498,965005
-2.35019608212529,-0.992469268744877,983079
0.700971840367978,0.831942220489547,1085983
0.439425938975942,-0.946600038449831,1125173
0.298594037800655,0.289013182680614,1154608
0.415645929956817,0.795046573134991,1181124
-2.49853497345206,-0.992469268744877,1183075
0.160382640122784,-0.992469268744877,1232870
0.68483277159756,1.5173325859722,1279943
0.27111835561495,-0.990905840109604,1329352
0.184993010277515,-0.963701866029394,1330263
-0.71852870531963,-0.992469268744877,1364384
0.0944785285486269,0.332885738636246,1386095
0.611266935187201,1.19224035132788,1458656
-2.48111913867524,-0.992469268744877,1485662
0.467766813824492,0.884078747930529,1497807
0.653302965960427,1.07009204678645,1501387
0.383273807856985,0.131255288673401,1518948
-0.0464371719726244,-0.992469268744877,1526417
-0.0532359823758989,-0.992469268744877,1565177
-0.22116970606211,-0.992469268744877,1606693
0.458892690674518,-0.992469268744877,1612262
0.144582470717854,-0.94740840502629,1614566
0.304184075972134,-0.992469268744877,1644034
-0.371386949384239,-0.992469268744877,1668599
0.620717211178597,0.676720941057421,1671370
0.698716880103292,1.08647444392958,1684230
0.218688349563452,-0.992469268744877,1692385
0.351316497637537,-0.990047558814115,1720713
0.72592201031561,1.13675793093676,1738800
0.393386029266591,-0.992469268744877,1740845
-2.40192454854092,-0.992469268744877,1742294
-0.577393777728713,-0.992469268744877,1767700
-0.261023901409476,-0.992469268744877,1768972
0.415436979065881,0.905734556654509,1889409
-2.4921936302566,-0.992469268744877,1915938
0.636370398521532,1.1904572133594,1916742
-0.200555414795103,-0.992469268744877,1919296
0.368652465054395,0.636149662438255,1926770
0.455083756183594,0.964016444296217,1938156
-2.39418437529628,-0.992469268744877,1938561
-2.45008709070522,-0.992469268744877,1966316
0.0708617911534696,-0.992469268744877,1967281
-2.49853497345206,-0.992469268744877,1973544
-2.49853497345206,-0.992469268744877,1975401
-2.49125249748334,-0.992469268744877,1976407
0.164545406178164,-0.949762436717971,1978972
0.55625925256484,1.12650909159873,1979045
-2.49853497345206,-0.992469268744877,1979422
-2.34559872112926,-0.992469268744877,1980052
0.25257466221392,-0.942144157079766,2001182
0.742857052203863,1.15236385372712,2002465
-2.49853497345206,-0.992469268744877,2004451
0.547236630812087,0.641346122778693,2006164
0.468571925893013,-0.992469268744877,2007309
-2.42006995627513,-0.992469268744877,2009915
-2.49853497345206,-0.992469268744877,2010259
-2.49853497345206,-0.992469268744877,2010554
-0.563276397435056,-0.992469268744877,2026671
-2.49853497345206,-0.992469268744877,2033049
0.687264450294067,1.27411533193403,2034136
-2.49853497345206,-0.992469268744877,2040495
0.189820588685627,0.339451605814357,2047354
0.325054678640458,-0.992469268744877,2051378
-0.0691851714543116,-0.992469268744877,2055667
-0.261268454061169,-0.992469268744877,2057358
-2.49853497345206,-0.992469268744877,2059713
-2.38482751211532,-0.992469268744877,2069079
0.280368187482623,-0.992469268744877,2070958
-2.47174729332071,-0.992469268744877,2072215
-2.46794567662109,-0.992469268744877,2075832
0.697744663345013,1.1389449945867,2075846
0.512203591829766,-0.947525711799679,2076301
0.365504894580929,-0.929881861522551,2078198
0.434258406898477,-0.949400484992991,2078899
-0.525670044857338,-0.992469268744877,2085349
-0.346044208979388,-0.992469268744877,2086044
0.790507007358908,1.53291835230311,2091555
-2.34044171235117,-0.992469268744877,2092954
-0.574987742739868,-0.992469268744877,2096627
-0.383456011814931,-0.992469268744877,2100050
-0.221857706655254,-0.992469268744877,2108003
0.330894367264932,-0.992469268744877,2109902
-0.816081764338026,-0.992469268744877,2110540
0.581945455147311,1.14882046024018,2116787
