"lemdfirst_gtv_original_shape_Maximum2DDiameterSlice_250","lemdfirst_gtv_original_shape_SurfaceVolumeRatio_250","lemdfirst_gtv_original_shape_Sphericity_250","lemdfirst_gtv_original_firstorder_Kurtosis_250","lemdfirst_gtv_original_firstorder_Range_250","lemdfirst_gtv_original_firstorder_90Percentile_250","lemdfirst_gtv_original_shape_Elongation_250","lemdfirst_gtv_original_firstorder_Entropy_250","lemdfirst_gtv_original_shape_Flatness_250","lemdfirst_gtv_original_firstorder_RobustMeanAbsoluteDeviation_250","sub"
-0.215434611337302,-0.700643226118665,0.178795229970257,-0.371606888476427,-0.315605901830024,0.766129739019957,-1.03786059356782,0.511935583820073,-0.985615695821922,-0.0539360726818317,1916742
-1.83565136952043,2.44235904926332,1.99738073252012,-0.269761868021506,-0.21442863785968,-1.60565856116745,0.343070831821895,0.728818716446935,1.05766164775072,0.0486093208875424,1980052
-1.53736449547576,0.418377022392576,2.05070687022051,-0.439245332074661,-0.612567542638594,0.736190189851608,0.771152517679207,-0.645666745673206,1.73857332311571,-0.108420379932375,1926770
-0.588430633307315,0.38976710118658,0.271272341647725,-0.430042377339489,-0.570801052941841,1.38308820455054,-0.577341057944756,-0.111451178958153,-0.345372093150054,-0.0866610041729676,1979045
0.529757012608067,-0.661547687611147,-1.51409077576396,2.12781033689658,1.0126846606115,0.737827984730733,0.542405279254362,0.431957559221551,0.151820853091269,-0.0692263997829763,2196212
1.2528672994916,-0.945606900603873,-0.0838189684996305,2.38030626712987,2.3614466635588,0.697121883116516,-0.582033799411316,0.488188520914803,-0.142104774913683,-0.0579674418499967,2393207
-0.265548820360422,0.0819148155472285,-0.0400055069114346,-0.426182865517326,-0.593832827389276,0.752960916623768,0.256617482807472,-0.440564343303031,-0.935682879270664,-0.106858143305672,2146138
-1.2307982667609,0.590402174961306,0.29850988381489,-0.382387269491674,-0.669909425508307,0.0237118670932665,0.976348649085498,-2.39219638810119,0.491883001873621,-0.19345823918414,2228399
-1.34078852014985,1.78483581096135,-0.842063663716446,-0.439955189987588,-0.578821708265934,1.41953896738048,-1.16997529686112,0.181910766765624,-2.43244707845226,-0.0527583061096617,2144796
0.201920473411311,-0.646837858545074,0.954955264391514,-0.25270730320333,-0.263287351271747,0.796504740332926,0.596696918154889,0.0997414673567415,0.362547636536768,-0.0842560209576323,2234271
0.791911561000802,-0.377196862491568,-1.3633283314167,-0.332118263375883,-0.158437541300543,-1.17391592129851,0.614854590865542,0.595228315925943,1.58873042549151,0.0347817995398213,2296332
-0.987438213629698,0.708467060637033,0.0713870969841867,-0.432073735008809,-0.548716428482396,0.784809164753817,0.796171376033117,0.0812674752475327,0.439891853901492,-0.0669903485473836,1684230
0.861406194063114,-0.835064789693773,0.22335827437329,0.490322557807047,0.574494210005568,0.112072566066369,-0.328802924185343,0.60591953356695,-0.596845275125358,-0.0676578399510401,1720713
-0.513369030480026,-0.37405247742369,0.55117320033307,0.795373940646456,2.27023668126677,0.0597082928141792,0.389588823223064,0.724805719807354,0.927558975875454,-0.0762357782781834,2186951
-1.24965070352743,0.548905793386183,1.45237595976496,-0.431364264790152,-0.647399723673727,0.733013563162702,0.403744438963616,-1.25142887194415,0.320157821288023,-0.145741078740064,2439458
0.370735893782113,-0.993021007364764,0.779024793664478,1.93577835861282,2.8164359235861,1.37297859999471,1.66246866076595,1.35044202713746,2.15395465938949,0.0180734882903811,2135748
-0.504198069305827,0.0193381357552871,-0.46324655650144,0.0403147944569194,0.010404451339264,-1.09219189656457,0.828222250128243,0.663300664061792,0.338523578532025,-0.0239647461915639,2141116
0.115799628061681,-0.453366685951328,-0.463371960044992,-0.432209166362834,-0.549482180359139,-1.13063341279465,0.65107443659903,-0.484770068048647,0.347760754540267,-0.102569771786817,2108003
-0.707345584316188,0.427008354335442,0.0549647833431709,-0.422644027222969,-0.62140193695704,0.757538031778496,0.647199389606938,-0.822055687255239,0.772404288106744,-0.12963978992876,2006164
-0.209498837602225,-0.512572296076191,0.889312534979251,-0.418565325197004,-0.622042105525998,-1.74462606054142,0.932012838405561,-1.13636488456245,0.136570745668243,-0.146445230196571,308862
-0.578876382034468,-0.503761356987393,1.31084973967496,-0.190054546624452,-0.300488258112272,0.766642853750805,0.698470156053709,-0.037666473660419,1.10620067850788,-0.0882900366980129,1085983
-1.1339336477324,-0.23995236373284,1.68709031758975,-0.435611499697109,-0.554444252520436,-2.33574147703372,0.372198135177628,-0.255527267033579,0.44217255264717,-0.0865102019156844,2004451
