"lemdfirst_prc_original_shape_MinorAxisLength_250","lemdfirst_prc_original_shape_MajorAxisLength_242","lemdfirst_prc_original_firstorder_Median_226","sub"
1.12664835802087,0.932605021266872,0.80196932394393,1916742
-2.0222014772022,-2.00897851441336,-1.56304947525988,1980052
-1.26903903588255,-1.34063970828574,0.813360647768199,1926770
-1.1860521753069,-0.965617432445873,1.39701518894097,1979045
1.10888342537171,1.00349785977377,0.837349366392485,2196212
1.09160929357875,1.04474574168282,0.867143473288631,2393207
-0.262974346008465,-0.436242194123412,0.761394464357533,2146138
-0.769352911610341,-1.05427706729643,0.118683983325074,2228399
-1.46392432043593,-0.87442294000048,1.44669127110845,2144796
-0.11682147883321,-0.198335958619565,0.762957467645823,2234271
0.675781529933936,0.287604822025765,-1.16090034510592,2296332
-1.02250571847771,-1.209251522282,0.985693890854412,1684230
0.52006717606696,0.753496567639048,0.0309646510835358,1720713
-0.229336289069676,-0.283668792020916,0.0227548403025752,2186951
-1.16012591802104,-0.980999267306848,0.76434990801648,2439458
1.01829261836759,0.205483609252674,1.28901871949609,2135748
-0.614451771825171,-0.470558104808038,-1.23706661282543,2141116
0.420780202655463,-0.163583126094614,-1.12308904589613,2108003
-0.922572244040879,-1.21815943298057,0.694350004398811,2006164
-0.053130962215883,-0.528738967323715,-1.56949079854791,308862
0.159863882634233,-0.41270409790228,0.597642300472125,1085983
-0.861712197938724,-0.875194287608277,-2.16765348030916,2004451
-0.768021868113626,-0.533001712736977,0.811563488060662,2359944
-1.26956748349457,-0.908575813807835,-1.51603586553292,2069079
0.377792097180868,-0.0423412997895224,-2.33556844540299,2059713
-1.05618611526686,-0.275949853427531,0.75048505429407,2294873
-0.604853773727628,0.0334042735104564,-2.21817649558487,2033049
0.646772322596725,0.0858556887791966,-1.60006530431071,1485662
-0.20508126913753,-0.692369599301996,-0.515656416598648,1526417
-1.19826505231147,-1.45573428769661,0.701435349737892,1386095
-1.26821514061599,-1.50022499550175,-1.4962035152484,983079
-0.592495918129352,-0.975379746249519,-1.04054982709264,2132424
0.992176894443129,0.185426856517891,-0.442206289823904,2138375
-0.285782607387024,-0.618664184928189,0.824953779872165,2490180
0.565049653078964,1.88807715570919,0.898690261200433,2034136
-0.327894489352783,4.81656212793506,0.789777383665781,2510402
0.645257832051282,0.598184885780663,-0.0721751863188049,1330263
1.49422047618998,0.949478267676359,-1.20369950687892,1768972
-1.62411884828697,-1.37269622711595,0.816480772864859,2306459
-0.985163517845599,-0.993855394073557,0.168325879390526,2181724
-0.0645753712379699,0.281389813262244,1.38262651591334,2217034
-0.930017171106542,-1.29328993811912,0.166218104024804,2218615
