"mkm10d_gtvper_wavelet.LLL_firstorder_10Percentile_250","mkm10d_gtvper_lbp.3D.m1_firstorder_Skewness_228","mkm10d_gtvper_gradient_glszm_LargeAreaEmphasis_227","mkm10d_gtvper_log.sigma.2.0.mm.3D_firstorder_InterquartileRange_226","sub"
0.2168833385054,0.541306105236489,-0.10537095172401,0.387660776975058,1085983
0.338729183717347,0.599301321728566,-0.521698307707443,1.07083977849756,1125173
1.24806738952096,-3.1971453393748,-0.617510736694665,0.51242363813891,1154608
-0.285187191922994,-1.37202864100451,-0.591975514330306,0.728026792219622,1181124
-1.88939505563436,0.54950955232666,-0.479482104509462,1.03799130359276,1183075
-0.509607495042276,0.764017256936644,-0.481349538668985,-0.191020133019689,1232870
1.13861466969191,0.310835837471291,-0.379927869311537,-0.330354026424034,1279943
0.089921330669979,0.799731445716623,-0.158102844843547,0.257466753620297,1329352
-0.00355593376070571,0.00377294016594556,-0.271138615702675,1.18146570806501,1330263
0.557240555118707,0.917022108003375,-0.618863775836458,1.44511487846829,1364384
0.725578459689099,0.523615580302256,-0.557351057586863,2.67054666938893,1386095
0.423086091766642,0.215114110769758,0.681892578904408,-1.1426767897549,1458656
-1.54569292877915,0.230327009894001,8.32851258292034,-1.87912965335116,1485662
0.280384516565947,-1.66888223308342,-0.305585611195419,0.630860005147052,1497807
0.861441971815652,-0.176716556988325,0.287098593025873,-0.895112749527814,1501387
1.47358703398677,2.05542028124247,-0.527344996011406,-0.260931082358422,1518948
-0.335744341063104,-0.39159510958614,-0.547824485781821,1.01559119588946,1526417
-0.97199466460068,0.673701266594972,-0.546973579553716,0.338311562000637,1565177
-1.5992408198758,-1.57749848239627,-0.311941809974755,0.848461619922336,1606693
0.498711331919872,1.26507527219856,0.535652271850821,-1.11770706334184,1612262
0.04413050957274,-0.261638396065172,-0.493224538472721,1.22372409325103,1614566
-0.52151673987327,1.7917988818019,1.55611678967461,-1.57001606341426,1644034
-0.894553826311163,0.548520474830796,-0.505225603506318,-0.662451468880664,1668599
1.04368060799124,0.563646421067399,-0.572338931122598,1.33695931646102,1671370
1.06574925227878,-0.452255220204277,-0.519874114658058,-0.929003186413758,1684230
-0.411440041278169,-0.245722329124064,-0.531496552230517,1.29257045316614,1692385
-0.217480526990445,0.191544283269461,-0.00175169811099766,-0.24499533453863,1720713
0.96809713578559,0.477375473149332,-0.0618574893706914,-0.778435026360001,1738800
-0.389445219409605,0.758181351569568,-0.152599761653435,-0.0757056854435147,1740845
-1.06504132316037,0.121010803501864,-0.381460736075454,-0.481182496974619,1742294
-1.11404297116869,0.913087600873911,-0.524950098806946,0.786004511443394,1767700
-2.20357295955946,-3.89760160381962,0.0650044512352917,-0.0368407260903544,1768972
-0.0816594552828978,-0.677262591697738,-0.448815614825059,0.0393330044954614,1889409
-1.21576189598164,-1.73664136890131,-0.265706112326751,1.70737951709842,1915938
0.729416553004322,0.208362512453809,1.73838016851536,-0.678942115945857,1916742
-0.368283963235449,0.327354568035059,-0.494929339579072,0.917815300581424,1919296
1.32263557930858,-0.0900019869116069,-0.176657660304165,0.681260934746326,1926770
-0.483767481548972,-0.22226006516139,-0.219723495096652,0.175429164187454,1938156
