"lemd_prg_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_250","lemd_prg_wavelet.LLH_glcm_Imc1_250","lemd_prg_wavelet.HHL_glcm_Imc1_250","lemd_prg_wavelet.LLL_glcm_Correlation_249","lemd_prg_original_shape_MinorAxisLength_249","lemd_prg_wavelet.HLL_gldm_SmallDependenceLowGrayLevelEmphasis_248","lemd_prg_lbp.3D.k_firstorder_Minimum_245","lemd_prg_original_shape_MajorAxisLength_245","lemd_prg_logarithm_firstorder_RootMeanSquared_243","lemd_prg_wavelet.HHH_firstorder_Median_237","lemd_prg_gradient_gldm_SmallDependenceLowGrayLevelEmphasis_236","lemd_prg_wavelet.HHL_glcm_Idmn_236","lemd_prg_wavelet.HHH_glszm_LargeAreaHighGrayLevelEmphasis_235","lemd_prg_log.sigma.4.0.mm.3D_glcm_JointEntropy_232","lemd_prg_wavelet.LHH_glszm_GrayLevelNonUniformity_231","lemd_prg_logarithm_glcm_Idmn_229","lemd_prg_wavelet.HHL_glcm_Correlation_228","lemd_prg_wavelet.LHH_glcm_Imc2_227","lemd_prg_wavelet.HLH_glcm_Imc1_226","sub"
-0.428955402640962,1.39088016273392,1.36027514673824,1.02733211220007,0.874167187665292,-0.556123102089209,-0.679817874112666,0.658500865029513,1.05270342297618,-0.307311314007855,-0.352553607589909,0.361620804851623,1.33991547867598,0.513451085574243,1.82504907938454,0.648590827651991,-0.646443816763375,-1.137451290768,0.807481924298763,1916742
1.23272200073604,-1.97714397813127,-0.0244294995830929,-0.927044157112316,-1.90459371416291,4.02294041262522,3.31053670463273,-1.84063846554629,-1.7002299132776,1.58364062462406,-0.19353399239132,-1.25004054353763,-0.559161772615121,-3.2414992690536,-1.34349396910858,-0.0595582747279472,0.864233426245689,1.29401515449784,-1.2119797457088,1980052
-0.216573793872835,-0.374625978963577,-0.910836320662703,-0.546693715131327,-1.24742913638018,-0.0573607161307507,1.49628386912834,-1.4971131013826,0.64583800155777,-0.980068025791024,-0.0359381424693663,-0.984295750945973,-0.300974681430455,-0.613568686232229,-1.18649933322739,-0.960541157737102,0.0716163478783363,-1.21661783621963,1.4733326071111,1926770
-0.480320896068196,1.22565207239439,0.615272634770104,0.361926484459598,1.31999014407891,-0.608314554657081,-0.444167724321201,0.83008272498137,0.826973534325942,0.661585759947351,1.53640161900003,0.449279290308421,-0.297184398756496,0.0276163820300458,1.82188489070364,1.06265179359599,0.78057368486782,0.455721561696207,0.883107950597072,2196212
-0.418423040056642,0.319830868463062,-2.27772004167813,1.23393899157927,1.02656964612019,-0.782034308209115,-1.25342376462428,0.9439121277257,0.613094283281259,0.0671824660339065,-0.345055058368665,1.57398663844739,1.2279351481256,-0.0606588609449056,0.260338360616246,0.853123195504347,0.743323561610941,0.42355214805499,-1.71897050805868,2393207
-0.339218826526574,-0.296692159964643,0.654963549472008,-0.714337314193931,-0.472042770281266,-0.14716370029686,-0.709912813577656,-0.452714552040106,0.665492272570716,-1.47848499248804,1.08582711015819,-1.00783408805552,-0.457639767211671,0.280295585702198,-0.038868008935121,-0.690939192519234,-0.79740212738938,0.263621380179454,-0.10510364958189,2146138
0.508427699716854,-0.22829659880326,0.829603403940286,-1.43269641336859,-0.76288708888622,0.125516555426945,0.174252638391227,-1.16325199225987,-0.0717528080622822,-0.180155626211477,-1.30763238036167,-0.676143683368548,0.127405279402009,0.0164851435448938,-1.37004834233931,-1.00222298850971,0.244514185779544,0.306953021077988,0.0607047714611412,2228399
-0.2863596547588,0.887578079300718,-0.143497084766779,-1.06850074620376,-0.193998119011045,-0.404530693848566,-1.89787694885605,-0.115888023301852,0.801358618560587,1.87521070523929,1.37026174536517,-0.670711590271117,-0.546567327282581,0.359185043311888,0.85135301072271,-0.363460317214617,-1.07778310590223,-1.29328360167476,0.635307374904335,2234271
-0.298972416905739,-1.69253074372216,-0.247104217756767,1.20925193489612,0.929626049720721,0.806919427111736,0.736540939306252,0.289000459908594,-1.28371211785994,0.113047728235398,1.79126043671324,0.684687289760272,-0.450824888670935,-0.659517996600727,0.0137599459136877,0.149899639357136,1.82859886595907,1.27473264959414,-0.633347685504506,2296332
0.280801664915668,0.662316176102429,0.885458252179909,-0.614254517407035,-1.13642307489264,0.0461165366630512,-0.195017322299568,-1.2540940471702,0.866207833826562,-1.22423737470738,1.57660967542427,-0.859018848757294,-0.537203163936814,-0.372344352070415,-0.617212877886296,-1.73023773777216,-0.705933387049772,0.00847727515420632,0.0753949889770762,1684230
