"mkm6d_ptv2_logarithm_glrlm_ShortRunLowGrayLevelEmphasis_249","sub"
0.41582349804018,1085983
-0.748125575148131,1125173
0.789058356483272,1154608
-0.451204972959663,1181124
1.3912207542402,1183075
1.90397406205785,1232870
-0.623422329637869,1279943
-0.234979290996256,1329352
-0.587071536276844,1330263
2.18914127730871,1364384
1.47790090351314,1386095
-0.784360527683019,1458656
-0.552046860194104,1485662
-0.492436936641014,1497807
-0.359017729955091,1501387
0.827975099277384,1518948
-0.0171747724318734,1526417
0.0349829582647048,1565177
-0.469400280539398,1606693
-0.266004282957817,1612262
-0.36891559954868,1614566
0.0616875046593615,1644034
-0.555189068363402,1668599
0.216699887798516,1671370
0.076409200162281,1684230
0.722402747713015,1692385
-0.753988348448599,1720713
-0.381602474462704,1738800
-0.749684642248826,1740845
0.544949392305079,1742294
0.289600584212943,1767700
-0.788318266217111,1768972
-0.3121042896639,1889409
0.449438193701617,1915938
-0.767916538882185,1916742
1.35651724596603,1919296
4.0925708295903,1926770
-0.86558659963728,1938156
0.0417658377007876,1938561
0.202869249723478,1966316
0.149083021653692,1967281
4.19675088215801,1973544
0.430278008819216,1975401
-0.295136847522986,1976407
0.246401960490024,1978972
0.256118382125119,1979045
-0.441646489269501,1979422
3.55006679064124,1980052
-0.821984890893242,2001182
1.25049895894961,2002465
0.189525160416552,2004451
0.379513173932222,2006164
-0.432261938094693,2007309
-0.187531087327904,2009915
-0.280397516202381,2010259
-0.553781096383866,2010554
-0.272243776082882,2026671
-0.255807042532556,2033049
-0.729156543633179,2034136
0.403308863183186,2040495
1.65751385067647,2047354
-0.04083519433551,2051378
-0.502747387777457,2055667
-0.433814192396205,2057358
-0.568701853791552,2059713
0.364395326719027,2069079
-0.48378452936562,2070958
-0.0192572353966166,2072215
-0.381568798902,2075832
-0.570817650537995,2075846
-0.0645393087009879,2076301
-0.954591617714847,2078198
-0.821816266723858,2078899
-0.5221191582583,2085349
-0.288219164385951,2086044
-0.237142733128361,2091555
0.207649626853481,2092954
-0.212911770320348,2096627
0.90169161512974,2100050
0.95172452289403,2108003
-0.511085047932589,2109902
-0.445498487303776,2110540
-0.0791666085153554,2116787
-0.531119611488635,2119177
-0.57040886974109,2131601
0.876405545037465,2132424
-0.7784990058629,2132982
-0.623192902438944,2133204
-0.291069842141795,2133380
-0.515794593014374,2134220
-0.595495305509338,2135748
0.124327875771729,2137799
-0.596469888744689,2138375
-0.733654947636434,2138678
-0.338695526275598,2139733
-0.0580145606994777,2141116
1.50494741569135,2144796
1.67553588681634,2145166
-0.209271826414269,2145694
-0.231391229289033,2146138
-0.369731023857968,2151024
-0.42080013706582,215131
1.3220840379506,2152442
3.38022260916383,2157529
0.220111334595946,2158101
-0.522392115430999,2158329
2.89223279651255,2168082
0.370157023079015,2172217
-0.150830151168449,2176530
2.55398479609034,2176784
0.384037636940451,2181724
-0.515684918023605,2183291
-0.601193106340795,2183356
4.60459930981943,2185290
-0.218927838516768,2186951
-0.793874339371828,2196212
-0.420909646786916,2199403
0.049982379235961,2200416
0.341879571049874,2200813
-0.407817681650109,2205389
-0.42147109469379,2212664
-0.421297013531846,2217034
0.356852433898932,2218615
-0.253435541785014,2219842
-0.153568917268013,2224150
0.795457717341535,2228399
-0.544308056923799,2228400
-0.380963720166293,2234271
-0.314045897291135,2234422
-0.464313777060705,2237571
-0.46467122116601,2244172
-0.440034106967601,2247869
0.329720338246388,2250648
-0.755007740183171,2250836
-0.557256985728116,2267382
-0.673697335832347,2269346
-0.26352566763767,2271329
-0.631014270839114,2274521
-0.716210566067231,2276121
0.0449422632601169,2278618
-0.62652269586107,2285214
-0.818191749185481,2286108
-0.113476853559826,2293123
-0.687465537351578,2294852
1.1832581926104,2294873
-0.563298099474242,2296332
0.0891519696590604,2305114
-0.617085071631709,2305115
1.59877920543159,2306459
-0.242357878158873,2306893
-0.87005893623265,2317120
-0.785578239132382,2319068
-0.647520384802709,2321962
-0.877132981099076,2331869
0.39932533164191,2336735
-0.92032911920264,2339674
-0.704197619237967,2340155
-0.822236607903059,2340322
0.660465955185373,2350037
-0.165351238967364,2352038
0.205219482052926,2359944
-0.60454201098429,2381907
-0.79105796334783,2393207
-0.75034164314291,2395415
-0.624180616445937,2395943
-0.558917185722359,2401405
-0.714837281166403,2405144
-0.856899478665079,2414406
-0.145301993938003,2419459
-0.246365215403644,2425694
-0.842508622724602,2426863
0.294992973195012,2430773
0.385850891787985,2439458
-0.443514273077438,2443354
-0.717032204985286,2445526
-0.431818192799508,2448298
-0.348805013036993,2453577
0.249488723534662,2474709
0.0248533070801905,2480056
-0.428193924737915,2480330
-0.608083621951747,2487135
-0.336957113285027,2488660
-0.420560863000587,2490180
-0.660243927260933,2493534
0.0777662129302113,2498991
-0.694219576337916,2500377
1.26794103143356,2504802
-0.624820229393802,2510402
-0.685608111572805,2520618
-0.76049599200352,2559453
4.69582193795539,277752
-0.395799666526292,308862
-0.700264920400026,58325
-0.530548917053719,92173
-0.712258195990118,923666
-0.249090341488472,965005
0.651342332819177,983079
