"lemd_ctv_lbp.3D.k_glcm_Imc1_432","lemd_ctv_wavelet.LLH_gldm_LowGrayLevelEmphasis_432","lemd_ctv_log.sigma.4.0.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis_431","lemd_ctv_log.sigma.2.0.mm.3D_gldm_LowGrayLevelEmphasis_429","lemd_ctv_wavelet.LHH_glszm_LargeAreaHighGrayLevelEmphasis_403","lemd_ctv_log.sigma.4.0.mm.3D_glrlm_GrayLevelNonUniformity_398","lemd_ctv_original_shape_MajorAxisLength_397","sub"
0.704859096575502,-0.777990418304089,-0.610844900496905,-0.496850373314959,0.788118329337665,0.772637572114331,0.823469016305628,1916742
-5.27474682966931,1.02153506251837,5.27654861349157,1.51294860621731,-0.52226291140699,-0.834991950936644,-1.80253179751619,1980052
-1.55973931001478,2.53505271330394,0.327448194172797,0.387196447620973,-0.49610236101203,-0.770256893119314,-1.46459408168292,1926770
-0.481295124536274,0.403157809375218,0.480481743759255,0.387400848544621,-0.512258234822447,-0.766962590162218,-0.891444309502375,1979045
0.865643632412022,-0.828826499632074,-0.692772076173383,-0.490048365135063,-0.217665156520502,1.15373392932814,0.829486553574888,2196212
0.515729082017153,-0.807227224244481,-0.415112647600318,-0.524884373180843,5.68172132831111,1.46716494417684,0.985003355143177,2393207
0.0968619150320558,0.0875845411005672,-0.119303673901671,-0.00591280187984537,-0.479624090472839,-0.585762611822388,-0.392528602507556,2146138
-0.647742886865462,1.83827547136399,0.252390702613877,0.332877205848256,-0.454614699827369,-0.683818771125649,-1.05650365361162,2228399
-1.68506596583875,0.58582802101338,-0.409219945651632,0.103721866768839,-0.52110468866218,-0.799258899143956,-0.779300958273009,2144796
0.375767227785697,-0.409728232078781,-0.668893175492469,-0.117281787469608,-0.445981772982214,-0.331881280148129,-0.259334893020244,2234271
0.107324492931717,-0.594820325539457,-0.34410325670138,-0.383396648140831,-0.339324260921208,-0.126843685051663,0.0393599357932292,2296332
0.0865481141201441,-0.279545958151849,0.640274718442894,0.0974673011804212,-0.508554502766815,-0.687834874831868,-1.22092703017598,1684230
0.650692628708029,-0.662705257012207,-0.560813565308073,-0.523172307956847,1.41897360517335,0.228171547185337,0.709213663196918,1720713
-0.0934705895032896,-0.841941522897049,-0.520973737365171,-0.462169567351315,0.0632560081277699,-0.487691054240874,-0.417017442982991,2186951
-0.816952498607273,-0.125716306901295,0.294953213431404,-0.0859710717631036,-0.508736436181463,-0.73678659052436,-1.08884444644392,2439458
0.363638666875582,-0.762358044858207,-0.733744046835147,-0.483428915715893,0.669060274856951,0.343524382685435,-0.020116643076929,2135748
0.343796246170575,0.177182929281357,-0.101210338396302,0.418382813542999,-0.421051062748863,-0.520200975989681,-0.506372984548782,2141116
0.442006578547181,-0.241685391090784,0.000402696959907444,0.184617876259662,0.0463051899287816,0.0436153561901978,-0.035915691832512,2108003
-0.410123734725344,0.76446508388961,-0.470614138829022,0.23921785761087,-0.487655772269719,-0.735275868887486,-1.13879310040782,2006164
0.363838301196933,2.43137972181299,0.155061696499432,-0.0427550722899303,-0.402240337742051,-0.25156085266786,-0.447375378049379,308862
0.320471702440955,0.185657418955693,-0.157128640544766,0.147806479958163,-0.361706917449455,-0.19189781642577,-0.483006252375564,1085983
-0.37039619600748,0.321714136874005,0.326300344092295,0.267568121291694,-0.493789516022291,-0.599897934428439,-0.943512310223865,2004451
-0.408588796582836,1.01025126531752,0.0750187686237064,0.182310476306879,-0.476249776683844,-0.666193039952745,-0.633666090955025,2359944
-1.32659247661246,2.84244892823429,2.34193374680758,0.222186089423359,-0.476002993587845,-0.670212912836428,-0.943896833500142,2069079
0.5801162254475,0.00714411075594187,-0.0378837529435362,-0.0867271519225384,-0.294290278560418,0.147000760442153,-0.0319243500120394,2059713
-1.33291530271787,1.07488087968041,-0.136479049265092,-0.15563864386736,-0.448566633940652,-0.696308831845459,-0.175619031673281,2294873
0.585139029237318,-0.141710875441451,-0.0503689349612571,-0.229736765513775,-0.428607910159357,-0.262496124912766,0.174297965378856,2033049
0.586821358821279,-0.77098755136753,-0.124593293370648,-0.25768662888554,-0.200452286030277,0.631711362930719,-0.0215377041195422,1485662
0.158276605433502,-0.166964840867336,-0.228459024360299,-0.339892544890408,-0.483711885329017,-0.554301268982644,-0.728477669410891,1526417
-3.15326647725978,0.0457609690817237,0.468870288408247,0.106411156549652,-0.503053549128476,-0.790709069836726,-1.34823946140563,1386095
-1.79439205770638,2.37917086311491,2.77978181242602,1.8890568042944,-0.518257435220773,-0.745171383019069,-1.58025515082558,983079
0.0124390958795064,0.0217445431231817,-0.12535292646682,0.0483257967932967,-0.473658774442015,-0.604445894053597,-0.824933972345453,2132424
0.434820941369322,-0.664017568271306,-0.515782093334494,-0.331743653697251,-0.146483564520717,0.406106964901418,0.0179633971906425,2138375
0.336670859353111,0.762053734364642,-0.3681187702404,-0.370123506740884,-0.442230924156627,-0.494405585404157,-0.551568618630837,2490180
0.807418380231924,-0.476688090538759,-0.610257390525231,-0.438861854159595,0.0968990209232877,1.08743426379721,1.88131479511548,2034136
0.416458165754204,-0.71115160103934,-0.576735360154742,-0.407506116484377,-0.423037508921548,-0.386813483330046,5.43124325606827,2510402
0.404972074331449,-0.687856638423119,-0.61792952719981,-0.409817427470817,-0.276264306746567,-0.279322665280347,0.545535521080272,1330263
-0.0947710868397912,-0.823365259968368,-0.411333347944922,-0.459027595350653,1.63469274377898,1.24783803835818,0.870676716946055,1768972
-1.56219774513705,1.38341331653975,1.14666756423716,0.225295416752122,-0.519038161016521,-0.799735530443158,-1.29534225474243,2306459
-1.30124947796328,0.0286407514618886,0.00384089622368156,-0.072581377700477,-0.451355441492487,-0.742665279978864,-0.846802872621206,2181724
0.477598220329459,0.116218896594973,-0.379886457452631,0.148747474729972,-0.116892572226301,-0.222380974922146,0.393010616818605,2217034
-1.15470027689896,-0.653817513232732,0.293826972148026,-0.206002739867815,-0.40533483861932,-0.768402707433045,-1.21259156877592,2218615
