"letdfirst_prp_original_shape_MinorAxisLength_245","sub"
1.05408067165533,1916742
-2.04562993238665,1980052
-1.23443418086511,1926770
-1.15271892620839,1979045
1.17384430175367,2196212
1.10817773942009,2393207
-0.310082825671943,2146138
-0.782637871652301,2228399
-1.3949992167805,2144796
-0.103302555748786,2234271
0.784083685100433,2296332
-0.946918321223494,1684230
0.500536414640751,1720713
-0.213982820615174,2186951
-1.14313585055091,2439458
1.0708304638794,2135748
-0.596178339758474,2141116
0.315406052500536,2108003
-0.891233445236311,2006164
-0.136122215351804,308862
0.101804457548332,1085983
-0.906442941750256,2004451
-0.848949424975748,2359944
-1.15174224981595,2069079
0.400535078213441,2059713
-1.04073707502712,2294873
-0.593331968907613,2033049
0.555689225017508,1485662
-0.254222208496836,1526417
-1.18611695959628,1386095
-1.20546173943195,983079
-0.731251214410001,2132424
0.938238796590473,2138375
-0.285136379480569,2490180
0.730907613207877,2034136
-0.297918380903029,2510402
0.695977746281742,1330263
1.47678076922853,1768972
-1.58322058089312,2306459
-1.10823250114209,2181724
-0.113519557281086,2217034
-0.915330219659398,2218615
1.09052127125163,92173
1.32012181177026,2414406
0.722680859426681,2381907
-1.54678791968425,2002465
-0.938411825137684,2474709
-0.34197703261095,2176530
1.02728564045183,1279943
-0.0893365763770527,1976407
0.615220506965572,2250836
-1.24508154454188,1915938
-0.125615536125645,2133380
-0.377114721397117,2271329
0.998924202395021,2286108
-0.898778875476549,2040495
2.05078279003329,1125173
-0.792270605995718,1767700
1.13114239586826,2138678
-0.0791477414440259,2443354
-0.21560243588807,2234422
0.822538231617138,2151024
-0.195600975639761,2057358
0.393133150984492,2425694
1.15277206913291,2500377
0.352121592326907,2183356
-0.370075523839182,2131601
-1.47426376633483,2152442
-0.350349159810871,2306893
-0.427481194796115,2009915
0.972335233648773,58325
0.430955121635436,2395943
1.86601147469046,2480330
-0.204978096164852,2076301
0.139559643580419,2205389
-0.943427982165381,1975401
-1.01053729285636,2250648
-0.461587848994268,2185290
-0.0346807023205722,2091555
-1.66965708813016,1232870
-0.362771464131427,2139733
1.22184804548793,2559453
1.55971147108891,1938156
-0.862012276181832,2158101
-0.127747547660205,2199403
-0.990516625850891,2430773
0.536563403467474,1738800
0.289830730069267,1565177
-0.757985329546275,1978972
0.732010151502538,2487135
-0.0805323978046506,1612262
-0.16442004608864,2051378
0.132273759304597,1497807
-0.350312104903853,2026671
1.07246865355905,2340322
1.56149282914284,2293123
1.25822820824339,2395415
-1.02073113217425,1966316
-1.76955444740067,1973544
0.441894042041462,2010259
-0.518566478073456,2145694
0.427230509655974,965005
0.911835768394758,2096627
-1.66025609190749,2047354
-1.94244110365688,1364384
0.440986912141231,2244172
1.9301454866899,2132982
0.188587503091509,2134220
0.87349468546108,1889409
-0.0579855946905601,1938561
0.171954867153888,2055667
-1.92419968342215,2176784
0.777238986359563,923666
-0.291704833180613,2086044
2.10269834075039,2078198
0.0990132649513695,1501387
-1.57702468701116,1518948
2.47134178096614,1606693
0.874119962451996,2305115
0.321461756068264,2237571
0.29945638753423,2285214
2.8639251333998,2426863
0.133231537818011,1979422
-0.720278618832384,2480056
-0.176138203142145,1668599
2.69782460039967,2339674
0.819516021268562,2133204
1.44703920138646,2294852
1.21782832018532,2445526
-1.41582064673716,2200416
-1.25570765317478,2168082
0.708240010275504,2075846
-0.367245444582548,215131
0.730291286843118,2274521
-1.70644067118678,277752
1.88995585716027,2078899
-0.867509302226398,2172217
-0.20137523902707,1614566
-1.31681976173764,2100050
-0.0439056004034671,2183291
-1.14267639128539,2336735
0.033116498714257,2352038
-0.314871629509639,2305114
-0.467000118632498,2448298
0.101017961900879,1329352
-1.06232018809137,1183075
-0.393636262099422,2110540
-0.1177669785306,2070958
0.793746516442939,2340155
0.344902223145635,2075832
-1.05215758594913,2498991
-1.33076721357117,1919296
0.599075572295985,2401405
-0.666084216210709,1644034
0.431463872158011,2405144
-0.220968724635322,2158329
1.88533732939976,2319068
-1.18805965280151,2504802
1.60329079829975,2331869
2.54140333580923,2317120
-0.492037961915361,2072215
0.217907653185621,2228400
-1.39855430626981,2145166
-1.24898025992691,1692385
0.467246213015055,2109902
-0.0934320700101015,2219842
0.922266775987172,2520618
-0.399708721067652,2419459
1.52483629493793,2276121
0.0418085480851043,2350037
0.331625301114679,2001182
-1.08481731477229,2278618
1.18273362618443,1740845
1.48625291217605,2321962
-0.180865121442616,2212664
-0.70473198184982,2453577
0.927861851094594,2224150
-0.636844827497372,1967281
-1.27467811286595,1742294
0.00439880625735693,2488660
-0.150017501725524,2085349
0.00139071129448323,2247869
-1.15977355772752,2157529
0.382544966342358,2119177
0.251715411958319,2010554
0.937774593036432,2493534
-0.173281696999254,2200813
0.446075627574011,2116787
-1.33660163367401,1154608
0.354083987689166,2267382
0.315319569637536,1181124
-0.489800684831494,2137799
1.10856727926251,1458656
0.177477661750352,2269346
-0.0417011803104395,2092954
0.845404130078359,2007309
-1.13949128546926,1671370
