"mkm2d_gtvper_lbp.3D.m1_glcm_JointAverage_231","sub"
-0.141177420374645,1085983
0.174570232692934,1125173
-0.916470972184284,1154608
-0.586035181573528,1181124
0.585470620372714,1183075
0.196221840439324,1232870
-0.472579540835119,1279943
-0.391155050375026,1329352
-0.418956485206343,1330263
-5.87493759218587,1364384
0.776306444957867,1386095
0.716377598019656,1458656
0.620465279400482,1485662
0.141989301620066,1497807
0.309081915853077,1501387
-3.59216593381172,1518948
-0.391210347203215,1526417
-0.481102831561923,1565177
-1.93139686114594,1606693
1.30477734065105,1612262
-0.00722437924086764,1614566
2.04808434583644,1644034
-1.22991782682115,1668599
-0.204498969851431,1671370
1.85689477623188,1684230
0.487757092442398,1692385
-0.165302913284154,1720713
0.419294272502608,1738800
-0.216507800276038,1740845
0.45586317516119,1742294
-1.15967860677522,1767700
-0.190459745302091,1768972
-0.26479161056426,1889409
0.10475861837784,1915938
0.391541719950786,1916742
1.89341602945321,1919296
2.17739556738091,1926770
-0.247771900874048,1938156
-0.852870785568437,1938561
1.68934824690342,1966316
1.48109100494885,1967281
0.912828419916535,1973544
-0.121261962844067,1975401
1.02669444586781,1976407
0.420001935169982,1978972
-1.988462237908,1980052
-0.525109781685994,2001182
0.413114035258789,2002465
1.63933838728354,2004451
-1.22123127058854,2006164
0.478870320663782,2007309
0.572689521724556,2009915
-0.371016813055569,2010259
-1.25748749119091,2010554
-1.51103084824316,2026671
0.198609415009041,2033049
-0.109624318905065,2034136
-1.57659460684832,2040495
0.781788312814229,2047354
-0.488265503599414,2051378
1.06322810193673,2055667
0.227191833514369,2057358
0.389397141383663,2059713
-2.19139081691831,2069079
-0.649656720646934,2070958
1.32620740628903,2072215
-0.0348248314223204,2075832
0.876283009660515,2075846
0.150952264501395,2076301
0.245782918364563,2078198
0.478419075594127,2078899
-1.22861631442996,2085349
-0.649909405138834,2086044
-0.887786775308806,2091555
0.350635852115978,2092954
-1.7914726547512,2096627
0.421018504498912,2100050
-0.502065768408591,2108003
-0.749138335298009,2109902
-1.69537792179245,2110540
0.0778851346425741,2116787
0.938598811412603,2119177
-0.502525720507335,2131601
0.236567552915575,2132424
-1.27338177885531,2132982
-0.704785936322921,2133204
0.0590510010032534,2133380
0.319385565676091,2134220
-0.280736968097204,2135748
-0.662487436208317,2137799
-0.23801081871643,2138375
-0.934226213621087,2138678
0.522427353385235,2139733
-1.85733408175403,2141116
-0.264834158532122,2145166
-0.539638177610732,2145694
0.506299565401989,2146138
-0.232161652557648,2151024
0.196245867152353,215131
0.407077627682774,2152442
0.711699890724518,2157529
0.761373823858763,2158101
0.369520901095035,2158329
-2.94298456663607,2168082
-0.303912723545248,2172217
-0.187462302475728,2176530
0.0860344098823736,2176784
0.943908852684296,2181724
-0.583932124185046,2183291
0.446377502509583,2183356
-1.15818015098437,2185290
0.218699189400171,2186951
0.525837781061495,2196212
0.796398638198795,2199403
0.378376104813556,2200416
0.0978428573732,2200813
0.55397124466042,2205389
0.244108512421921,2212664
0.892191587790386,2217034
1.55850051522603,2218615
0.0341174095429077,2219842
0.380290766204885,2224150
0.614254216319885,2228399
0.379372187163722,2228400
0.874439830623234,2234271
1.20809717776146,2234422
0.321717326791112,2237571
0.220442294381126,2247869
0.678246418686518,2250648
0.664192133467374,2250836
-0.572741142939087,2267382
-0.554549776784125,2269346
0.638422812892027,2271329
0.0517302743681936,2274521
0.775650238127929,2276121
-1.49522190199593,2278618
0.0258761755592069,2285214
0.161926689062088,2286108
-1.11377935474075,2293123
-0.145948527859533,2294852
1.10781716062403,2294873
-1.35048296710941,2296332
1.12079623177401,2305114
0.0804454575563461,2305115
0.230487748429519,2306459
0.608815799927144,2306893
-0.0466849050062351,2317120
0.214577921232706,2319068
0.826758945515165,2321962
0.00227139316652217,2331869
0.696912010658781,2336735
0.57505219617078,2339674
-0.536978454121431,2340155
-0.0539532846545719,2340322
-1.12253354990278,2350037
0.278512801870621,2352038
-0.28429148254021,2359944
-0.500860242124483,2381907
0.484347556290358,2393207
-0.849177426428635,2395415
-0.172928101220269,2395943
-0.241096838116887,2401405
0.0116515989999467,2405144
0.478050439116488,2414406
0.999836368273819,2419459
-0.0405840810439489,2425694
-0.0191089634948605,2426863
1.03610800836486,2430773
0.57936847747545,2439458
-0.138061206091463,2443354
-0.402451184545439,2445526
0.808797219469788,2448298
-0.495339630819449,2453577
0.397749560692475,2474709
1.12391651432815,2480056
-2.17174510260796,2480330
-0.361192735094826,2487135
-0.537474813275356,2488660
-0.322812345491299,2490180
-0.963984415604796,2493534
0.00232179013133629,2498991
0.0290297628210437,2500377
2.08647338031059,2504802
-0.0530735594049723,2510402
0.0727384940702136,2520618
0.72540106259657,2559453
2.79262300139201,277752
0.689387390267028,308862
-0.0330470009792891,58325
-0.226861427842154,92173
-0.490398507537422,923666
0.509334015772506,965005
