"letdfirst_prc_original_shape_MajorAxisLength_250","letdfirst_prc_original_firstorder_90Percentile_249","letdfirst_prc_original_shape_Sphericity_245","letdfirst_prc_original_shape_VoxelVolume_238","sub"
0.932605021266872,-0.0523448142883969,-0.630721973386332,0.874999412100178,1916742
-2.00897851441336,0.290737858562934,1.59509211066336,-1.29057862993892,1980052
-1.34063970828574,0.128644702918201,1.86760276649251,-0.898092263485564,1926770
-0.965617432445873,0.456589955203371,1.34848066317752,-0.786066004115965,1979045
1.00349785977377,-0.468779707884912,-0.769803225455379,1.28050291432535,2196212
1.04474574168282,-1.04220616916139,-0.678985357780272,1.02607707878524,2393207
-0.436242194123412,0.0847437316315616,0.548832167693687,-0.455904105903447,2146138
-1.05427706729643,-1.99407984562381,0.902200488977076,-0.783699252157452,2228399
-0.87442294000048,0.618745392530717,1.88385858674901,-0.929254497605981,2144796
-0.198335958619565,0.0571229816858363,0.192130454195354,-0.167160366964901,2234271
0.287604822025765,-1.62133047574385,-0.483789885785199,0.633590712331886,2296332
-1.209251522282,0.38523892045109,1.8972476581262,-0.659050315675785,1684230
0.753496567639048,0.220266939516482,-0.452369735427332,0.429261126580292,1720713
-0.283668792020916,0.0644854690218067,0.314376648405388,-0.21370648881565,2186951
-0.980999267306848,0.336882084807711,1.36969220998355,-0.852335058954319,2439458
0.205483609252674,0.296500957242161,-0.606352243174752,0.536948340692618,2135748
-0.470558104808038,-1.99505456014776,-0.694590216829242,-0.713485610721576,2141116
-0.163583126094614,-0.408819349016687,-0.842470148402222,-0.187277758612259,2108003
-1.21815943298057,-0.0399766379204313,1.22629724128375,-0.786460462775717,2006164
-0.528738967323715,0.576130420360665,-0.541659929418059,-0.659050315675785,308862
-0.41270409790228,-0.6608557979686,0.0158421053703826,-0.175049540159943,1085983
-0.875194287608277,1.24012144401494,-0.26924833528707,-0.931621249564494,2004451
-0.533001712736977,0.10821203921508,0.749704889509018,-0.694157136393723,2359944
-0.908575813807835,-0.0548671605241013,2.77607487695554,-0.557674440119492,2069079
-0.0423412997895224,0.729552616142508,-0.856637862399994,-0.229090376545983,2059713
-0.275949853427531,-1.71556489030892,0.534318691846209,-0.659444774335537,2294873
0.0334042735104564,0.539192491662249,-0.927638631404064,-0.575819538468089,2033049
0.0858556887791966,-0.139642807660398,-1.1805596975398,-0.145859599338287,1485662
-0.692369599301996,1.32467031401067,0.314605161956758,-0.554913229501227,1526417
-1.45573428769661,1.02162937689178,1.73485700874195,-0.952527558531356,1386095
-1.50022499550175,1.07222061433166,3.45449626930562,-0.831034291327705,983079
-0.975379746249519,0.525302809695914,-0.166025860783821,-0.815650403597373,2132424
0.185426856517891,0.0535045768924524,-1.29315845977273,-0.141915012740766,2138375
