"lemd_ctv_lbp.3D.k_glcm_Imc1_419","lemd_ctv_wavelet.LLH_gldm_LowGrayLevelEmphasis_389","sub"
0.704859096575502,-0.777990418304089,1916742
-5.27474682966931,1.02153506251837,1980052
-1.55973931001478,2.53505271330394,1926770
-0.481295124536274,0.403157809375218,1979045
0.865643632412022,-0.828826499632074,2196212
0.515729082017153,-0.807227224244481,2393207
0.0968619150320558,0.0875845411005672,2146138
-0.647742886865462,1.83827547136399,2228399
-1.68506596583875,0.58582802101338,2144796
0.375767227785697,-0.409728232078781,2234271
0.107324492931717,-0.594820325539457,2296332
0.0865481141201441,-0.279545958151849,1684230
0.650692628708029,-0.662705257012207,1720713
-0.0934705895032896,-0.841941522897049,2186951
-0.816952498607273,-0.125716306901295,2439458
0.363638666875582,-0.762358044858207,2135748
0.343796246170575,0.177182929281357,2141116
0.442006578547181,-0.241685391090784,2108003
-0.410123734725344,0.76446508388961,2006164
0.363838301196933,2.43137972181299,308862
0.320471702440955,0.185657418955693,1085983
-0.37039619600748,0.321714136874005,2004451
-0.408588796582836,1.01025126531752,2359944
-1.32659247661246,2.84244892823429,2069079
0.5801162254475,0.00714411075594187,2059713
-1.33291530271787,1.07488087968041,2294873
0.585139029237318,-0.141710875441451,2033049
0.586821358821279,-0.77098755136753,1485662
0.158276605433502,-0.166964840867336,1526417
-3.15326647725978,0.0457609690817237,1386095
-1.79439205770638,2.37917086311491,983079
0.0124390958795064,0.0217445431231817,2132424
0.434820941369322,-0.664017568271306,2138375
0.336670859353111,0.762053734364642,2490180
0.807418380231924,-0.476688090538759,2034136
0.416458165754204,-0.71115160103934,2510402
0.404972074331449,-0.687856638423119,1330263
-0.0947710868397912,-0.823365259968368,1768972
-1.56219774513705,1.38341331653975,2306459
-1.30124947796328,0.0286407514618886,2181724
0.477598220329459,0.116218896594973,2217034
-1.15470027689896,-0.653817513232732,2218615
0.856982495058869,-0.693384284462742,92173
0.640916005302256,-0.915501566563747,2414406
0.769941532580626,-0.211700970404421,2381907
-1.09605951187056,0.767143323849615,2002465
-0.480499909235161,0.186625084005647,2474709
0.0689909694673418,-0.442130173881573,2176530
0.792545613124884,-0.385653822727809,1279943
0.518258850422324,-0.17811010154178,1976407
0.657766826621374,0.044257955265803,2250836
-0.93763957193802,0.137903683165649,1915938
0.335592875294083,-0.249484423423314,2133380
0.503374370848885,-0.585492253024401,2271329
0.926690114420522,-0.339369348527444,2286108
-1.03034068629487,-0.0146465593121899,2040495
0.88906305643781,-0.447166833789947,1125173
-0.00914270522060969,-0.317303044519804,1767700
0.604877365579145,-0.784196158277693,2138678
0.0366122570806374,-0.698367003994593,2443354
0.541172671842404,-0.139843997180487,2234422
0.743856042829695,-0.215617718891433,2151024
0.347392818079932,-0.614904006353582,2057358
0.592102330874224,-0.293434949821504,2425694
0.36496319132876,-0.823680313971453,2500377
0.40122258794704,0.0348600190603514,2183356
-0.453309125222139,-0.848671104475781,2131601
-1.16586754352062,-0.0937587143362477,2152442
-0.0796211898212212,-0.158986218344735,2306893
0.359544871596223,0.106488523289666,2009915
0.802646182104918,-0.895465885570744,58325
0.638134507952263,-0.260678643802039,2395943
0.82739296589728,-0.312945552903048,2480330
0.37334231908407,-0.351013032601279,2076301
0.322310423414194,-0.584800435243215,2205389
0.0618033731690171,0.356800968710481,1975401
-0.639236760629314,1.13285826134361,2250648
0.362061046748649,0.846969783475449,2185290
0.487070576705236,1.54359194649989,2091555
-0.892020524402066,1.80925861808502,1232870
-0.0947900750451312,-0.416881522687855,2139733
0.670462113325116,-0.484262900045429,2559453
0.635931978326977,-0.931565077890752,1938156
-0.470089973961355,0.574494057163249,2158101
0.137423853810977,-0.8552779623903,2199403
-0.197067167949624,-0.23673062355829,2430773
0.712095839019401,-0.0944868843109946,1738800
0.460618772292595,-0.844716688623603,1565177
-0.389849862210055,1.33627147164377,1978972
0.39793093983096,-0.415441511820147,2487135
0.4820105480769,0.096831844587772,1612262
0.312107573519082,0.361525042731344,2051378
0.423689988145829,-0.569916088781552,1497807
0.116467040377055,-0.281807514274495,2026671
0.528038580294597,-0.806361148989104,2340322
0.166359676804719,-0.669745875586732,2293123
0.578077733531955,-0.811790747822328,2395415
0.0833913678672836,0.595235690887739,1966316
-1.8712156690601,4.68358148967217,1973544
0.836475490325744,0.132013487078985,2010259
0.311485450155446,0.0578954652360194,2145694
0.732539450553179,0.0368789558141057,965005
0.304194185022607,-0.411036764374496,2096627
-3.72362119698261,-0.133204683617428,2047354
-5.92728679991724,1.85911094915408,1364384
0.14027130232908,-0.726924135048832,2244172
0.672842449216531,-0.688960538918616,2132982
0.506585843615132,-0.50906634828076,2134220
0.39087011172072,-0.786978188855683,1889409
0.418104266667507,-0.334272497383929,1938561
0.59272018430348,0.149612283759259,2055667
-2.22292900387335,0.355929686942482,2176784
0.409430668936674,-0.713459002193241,923666
-0.0993214963499716,-0.746337412945254,2086044
0.657627917952154,-0.93484487020645,2078198
0.612064583019648,-0.344881006428244,1501387
-1.4146652223196,0.0151166433914432,1518948
0.494764454218867,-0.720368976998561,1606693
0.498012778926193,-0.739334595582564,2305115
0.344127517686988,-0.528906052322011,2237571
0.803484613561421,-0.324628829344734,2285214
0.916205021631541,-0.603397914171978,2426863
-0.0833900025196057,1.73584322364118,1979422
0.167720658679804,-0.461150651875349,2480056
0.576482883973996,-0.291481262164855,1668599
0.938071017797175,-0.758843592557662,2339674
0.688155655455217,-0.844304297151744,2133204
0.793965481318979,-0.813943763686726,2294852
0.646407973402724,-0.748754590469721,2445526
-0.624224098055505,0.0870483932295949,2200416
-1.01725564034328,4.80160600364424,2168082
0.731045565591958,-0.369447509289226,2075846
0.551890388359611,0.879759533559836,215131
0.511972768522779,-0.598541934844275,2274521
-3.35971200996255,3.96403182871352,277752
0.863888584652318,-0.761065509401169,2078899
-0.0135458176053837,0.264569098621562,2172217
0.361885812155266,-0.776865897650511,1614566
-0.653004428219771,0.00542679364320968,2100050
0.260271451129625,-0.598934910005433,2183291
-0.579759456291366,5.11270292216723,2336735
0.224110377122448,0.349060591473061,2352038
0.268733769729129,0.195910902842776,2305114
0.35707216174237,-0.150162931350924,2448298
0.104884793965648,-0.299331685112274,1329352
-0.175359242061717,0.969349450399062,1183075
-0.413566358063256,-0.771054551141426,2110540
0.351282172126141,-0.755377267171193,2070958
0.787263034682602,0.41267791479154,2340155
0.387569408831981,0.369697592881739,2075832
-1.85208022416437,-0.190778621136228,2498991
-1.67092193957976,1.37105097865122,1919296
0.705625885094329,-0.162435565647078,2401405
-0.0530538874375666,0.274688828055075,1644034
0.810681297193648,-0.757551043288244,2405144
0.727229593295122,-0.812046443261179,2158329
0.762652051002083,-0.748684249346598,2319068
-0.945093912326546,0.762186726640958,2504802
-0.224650754102324,0.810131166549998,2331869
1.01634047583935,-0.685992281844981,2317120
0.447985775566222,-0.000764462766212465,2072215
0.530950223915534,-0.2737360529716,2228400
-0.823676049318703,0.995134194244379,2145166
-0.334552637324416,0.322912254046028,1692385
0.615715762687924,-0.267810393446003,2109902
-0.264599164238323,-0.372553924262436,2219842
0.429832678742416,-0.884048828950152,2520618
0.581228784295752,-0.439733224462827,2419459
0.673021097856522,-0.639025229228675,2276121
0.567054238767032,0.0894734314567478,2350037
0.678680315438209,-0.802717305351795,2001182
-0.729021082263898,-0.243343766141532,2278618
0.882442051656788,-0.620645930849381,1740845
0.774111853635449,-0.584139816781264,2321962
0.423769769382542,-0.120101238560913,2212664
0.0768947387799477,-0.482666102910163,2453577
0.333806648960845,-0.820466602484718,2224150
-0.126347225125809,0.301912211197893,1967281
-0.538055368110979,-0.00631831797922037,1742294
0.0292083681863827,-0.713912945411609,2488660
0.296831411847954,-0.357901622447589,2085349
0.192500011719731,-0.49288909449639,2247869
-1.30437092286121,2.38769199753548,2157529
0.32861181406068,-0.885256477945469,2119177
0.225464890646092,-0.755349908064378,2010554
0.790987752423124,-0.0486842113311625,2493534
0.29766641634334,0.129893951874294,2200813
0.767023196970332,-0.130962544783507,2116787
-2.88826934865959,0.652970311664191,1154608
0.128166914857922,-0.233818856532427,2267382
0.127726814829211,-0.640431577253904,1181124
-0.211956465605071,0.0138188869810436,2137799
0.754090541743184,-0.295167714215336,1458656
0.309467916780209,-0.86223953806083,2269346
0.332607574396984,-0.445682628821732,2092954
0.612962052476083,0.104647795068522,2007309
-0.465715192960868,0.119102090023295,1671370
