"lemd_prg_log.sigma.2.0.mm.3D_glcm_ClusterShade_250","lemd_prg_log.sigma.4.0.mm.3D_glcm_ClusterShade_233","sub"
-0.352111103357135,-0.682876967809321,1916742
0.155591478745442,0.528032339677945,1980052
0.201121700989452,0.076482642672205,1926770
-0.351626476726483,-1.11811859156673,2196212
-0.206410358025642,0.12994439678337,2393207
0.162245054249913,-0.0154013676367223,2146138
0.319489121126386,0.330379372249367,2228399
0.315372630071173,0.400968084977074,2234271
-0.361358246767746,-0.265221691134155,2296332
0.445623908866252,-0.082970157649345,1684230
-0.491740659338918,-0.229773216151111,1720713
4.50162662521187,4.10533582814916,2186951
0.201388232933645,0.156456468170279,2439458
1.7899017480945,3.5769051068281,2135748
0.281481659575789,0.409490752936055,2141116
0.236620734606589,0.400217566294389,2108003
0.326907734315925,0.0332235149729075,2006164
0.419385861261985,0.455814732300059,308862
0.336816822619078,0.407934813764458,1085983
0.242080524725947,0.604452343158729,2004451
0.373863263297159,0.122387942264132,2359944
0.0675085671327153,0.527650878808203,2069079
0.362039409486163,0.551229949270725,2059713
-4.10941049504991,-2.31432501908553,2294873
0.262278346194376,0.579820631997206,2033049
0.151057377676749,-0.124976107125687,1485662
0.115640997841917,0.243256073650146,1526417
-0.998119932160349,-0.890915964100612,1386095
0.166723429014205,0.106559488829852,2132424
0.138097112123952,-0.0544368521655735,2138375
0.0773534566556685,-1.67877747973038,2490180
0.192079218824829,-0.461397842730637,2034136
-0.162341516259572,-0.554389978166427,2510402
-0.425120013626086,-0.964891040363568,1330263
-0.142678746805359,0.413396152574496,1768972
0.262501918359025,0.064428152607183,2306459
-1.64414535965804,-0.362867855696984,2181724
0.412435579118347,0.227725680630904,2217034
-3.11297036061419,-0.349138759354965,2218615
0.00720485316117334,-0.745529761820671,92173
2.34761644266365,3.40807700756631,2414406
0.338228520601681,-0.306724703008331,2381907
0.343276659583316,0.201350219546166,2002465
-0.380779288142399,-1.13319223424181,2474709
-0.753298364267985,-1.07809901760194,2176530
0.341437884203792,-0.377664398209514,1279943
0.443455615446301,0.433405941989047,1976407
0.373378779015549,-0.0394481773773602,2250836
-0.370402514063452,0.535877957807186,1915938
0.325307218797709,0.330747126835822,2133380
0.343281491150512,-0.34388132795366,2271329
0.406823889381168,-0.298572675754884,2286108
0.243005768936143,0.563237908915734,2040495
0.240000838328034,0.55648762727151,1125173
-0.38933234136492,0.332688773179456,1767700
0.702634082527722,0.811777399000154,2138678
1.59211216659449,0.687586964801108,2443354
0.238095917037811,-0.224512985610197,2234422
0.249920483595382,0.0049507549681117,2151024
0.235566622456713,0.569173079945073,2057358
0.448800604349977,0.319851772988949,2425694
-0.974508860146576,-1.00629108341723,2500377
-0.125247485689224,-1.15902088582835,2183356
3.02087709738405,2.53296630327001,2131601
-0.780316125435339,0.493055769210124,2152442
-0.131384695219465,-1.22985077417545,2306893
0.360955900909754,-0.00950204342162088,2009915
-0.881666312944219,-1.16001540969699,58325
0.234631139118557,0.0611225356293275,2395943
0.352966740830945,0.0597207728310119,2480330
0.262679653081872,0.43637124195706,2076301
-0.932092534356001,-0.606631264986477,2205389
0.404649000786443,0.507395091149402,1975401
-0.0346651669228153,-1.00540023201334,2250648
0.43757481155374,0.58196269533573,2185290
0.416247648328875,-0.298333140418815,2091555
0.408513824927426,0.541401667413076,1232870
-2.56604878284957,-3.24616824953996,2139733
-0.723770161782203,-0.803128263293445,2559453
1.88513176583346,2.07583852721343,1938156
0.421736740042326,0.387999051320009,2158101
0.0985800730025703,0.802735520431756,2199403
0.206588015461934,-0.458362445102554,2430773
0.353749856774531,0.0482964417816731,1738800
-0.949846600533944,-0.862044956308482,1565177
0.232043507189368,-0.157178531300073,1978972
1.56188987471794,2.02505643993964,2487135
0.396766240516516,0.551632071151936,1612262
0.260319161685026,0.362343563235173,2051378
0.165120910275729,-0.0531600459420361,1497807
-1.09688385888547,0.262797537595722,2026671
-2.45886737891335,-2.06227589351542,2340322
2.10833931618021,4.25164297878743,2293123
-1.16308786031039,-1.17859896446085,2395415
0.274885487791458,-0.00179698735793526,1966316
-0.208426703994152,0.301365192618841,1973544
0.41828317953128,0.443092222741213,2010259
0.350403351399227,0.439676920935429,2145694
0.29706788144004,-0.0392982606550605,965005
-0.177347985712497,0.777665912843361,2096627
-1.18359716058575,0.600638697790278,2047354
0.0440493960726956,1.01998806875555,1364384
0.238174199928318,0.13974249501879,2132982
0.369070935593117,-0.162412613430208,2134220
-1.3831479287379,-0.764112933625201,1889409
-0.256337350707847,0.447836854377496,1938561
0.388550667531281,0.407159583522236,2055667
0.201837479050156,0.0382859808218468,2176784
-1.22194769817275,-0.876187065768982,923666
-0.459373944715985,0.247215556093841,2086044
-0.7176468779668,0.995789501696251,2078198
0.234805943777553,-1.68655134020424,1501387
-0.183854935818737,0.381496880502741,1518948
-0.21960812791987,0.311697492648049,1606693
1.14245507843437,0.173862739385771,2305115
-0.080266060467734,-0.691522445360001,2237571
-0.136193014067084,-0.809790150793749,2285214
0.390887063746269,-0.13013702263196,2426863
0.240873853435798,-1.30878276298493,2480056
0.234599007780777,0.27912485682276,1668599
0.0459609246174797,-0.266049895656063,2339674
0.0650712726491707,-0.0522038511226331,2133204
0.516133188103764,0.326061796362626,2294852
-1.25160688776605,-0.917714899745585,2445526
0.339914801531706,-0.543101595545198,2200416
0.493359502507805,0.71535712386232,2168082
0.291210412802925,-0.932646945815162,2075846
0.375190815462666,0.135518938908435,215131
-0.0745320560110959,-0.609124495782546,2274521
0.321252989814889,0.670834940418178,277752
-0.066233951417801,-0.098842929292307,2078899
0.16799810102393,0.244906748347401,2172217
-2.20089124300934,-2.87138765971504,1614566
0.0175802091142425,0.0149934385305744,2100050
1.11454669063335,1.68122275811916,2183291
0.37507941579816,0.560881223548003,2336735
0.0883100369325379,-0.835179635225597,2352038
0.3860643922458,-0.854918112893514,2305114
0.177980313407015,-0.663349197434151,2448298
-0.210091228188904,-1.08956868743633,1329352
0.168880081446989,0.50474143929799,1183075
1.05736429483941,1.73897814460877,2110540
-0.248512258007751,-0.416015454756669,2070958
0.423849217885679,0.216287331889067,2340155
0.396568242490576,0.41746756355176,2075832
-1.68793008978941,-2.66456240125236,2498991
0.0663770074407702,0.513809863065507,1919296
0.297275238002249,-0.712023460282041,2401405
0.395097480652471,0.350468299734303,1644034
0.322643234070327,-0.56012239952714,2405144
-1.17075947288374,-1.14416645773753,2158329
0.381951451905546,0.194009143120756,2319068
0.394771128108129,0.403026909816044,2504802
0.42866091154311,0.528531336277686,2331869
0.133302839011805,-0.0601765586731617,2317120
0.391002955670758,0.594347118494463,2072215
0.173186508932672,0.48213040644965,2228400
0.32642136107947,0.084842338508085,2145166
0.119127584482526,0.500019022868492,1692385
0.304864759538605,0.342273286160894,2109902
-5.7132010708915,-1.95925306136806,2219842
-0.580807751541504,0.25579225339235,2520618
0.432163759197498,0.173716465270872,2419459
0.313292740975263,0.400257000956573,2276121
0.478732083615557,0.590755987781302,2350037
-0.0553982599978877,-0.520462075875368,2001182
-2.27149312486113,-0.12064773758045,2278618
0.214796261205886,-1.64572990890454,1740845
0.259307052131023,-0.0220257250806856,2321962
0.240678613902631,0.0202453948496621,2212664
-1.07802380768871,-3.07958797727452,2453577
-0.2432005352865,-0.206659374800327,2224150
0.37765455169537,0.260256285200081,1967281
0.266577430564696,0.356187988018055,1742294
1.4190172325965,1.47545788222338,2488660
-0.730063661773513,0.119873218221633,2085349
0.315326645297853,0.399523651159909,2247869
0.216529458579152,0.256128312297814,2157529
0.258842550300428,-0.952786838623357,2119177
-0.523103545370359,0.141696530173405,2010554
-0.207054004400129,-0.378528990301038,2493534
0.399399416353203,-0.101035453190169,2200813
0.337071263850567,-0.166398550547601,2116787
-0.0561425197674869,0.46797507668389,1154608
0.342371733684558,0.418863991886653,2267382
-2.8926179069927,-0.213847395545154,1181124
-0.78332598982217,-1.15737829829272,2137799
0.0550747508722478,-0.626722264832769,1458656
-2.22338801219305,-0.680912089854978,2269346
0.169371498071936,0.382827374501014,2092954
0.378656537171098,0.495948092053069,2007309
0.381810667868791,-0.0427089715741159,1671370
