"lemdfirst_ctv_original_firstorder_Median_250","lemdfirst_ctv_original_shape_Elongation_246","lemdfirst_ctv_original_firstorder_InterquartileRange_244","sub"
0.742699217416024,-0.175651715943048,0.902851560619384,1916742
-1.68273551860323,0.828306995482124,1.30032729004047,1980052
0.730586322126215,1.63142458381008,-0.45309162385122,1926770
1.39150306407761,-0.59884101552969,-0.324402484537683,1979045
0.73622464299672,0.330403927733074,-0.139781582343374,2196212
0.704318100935928,-0.548294255405227,-0.107296579990896,2393207
0.755024645267144,-0.0539874408137988,-0.21875568910474,2146138
0.0919047951673212,1.26148352606084,-1.83835971779925,2228399
1.4019167944056,-1.20885381155749,0.0947001304970452,2144796
0.774989559686332,0.181658688138294,0.138861487922077,2234271
-1.13319642888897,0.737345204499603,1.78273521799776,2296332
0.758229431793021,1.23210979791047,0.47391127550339,1684230
0.128328567096517,-0.883058830375563,-0.3299702672223,1720713
0.0569092274430834,0.299660058797186,0.0665743634052428,2186951
0.74407520142121,0.402487826161935,-0.567842496376578,2439458
1.34394068701939,1.45953077265407,1.21329306544005,2135748
-1.12191175327108,0.147181151167386,1.19023191148282,2141116
-1.11154147891353,0.467224846415853,-0.296530653480483,2108003
0.784515181441973,0.819254331565129,-0.693818282135196,2006164
-1.70437294012001,0.635430501533771,-0.887642014324265,308862
0.751306420972877,1.15206779571628,-0.0459804326727194,1085983
-2.33422487120275,0.734990082489855,-0.4620264102539,2004451
0.716110736678881,-0.243298698066521,-0.549869468149714,2359944
-1.78126006334819,-1.05607001157142,-0.661695373757984,2069079
-2.30002137070442,0.635150100019561,-0.574336675335578,2059713
0.719526595061182,-1.86744584178426,-0.722470731372841,2294873
-2.30614720183154,-1.34392552628013,0.30614420197603,2033049
-1.70597679408784,0.648534713331285,-0.716921758764861,1485662
-0.512653204885908,1.59131069731946,-0.727201465647101,1526417
0.724361893419107,0.716487433510513,0.928687200880605,1386095
-1.66426344458033,1.75301287025148,-0.0150519641619712,983079
-1.07316510972432,0.195916272669796,0.16448081230197,2132424
-0.413618143782333,1.65855851645266,-0.196183597140076,2138375
0.765423403370026,0.753038657709642,-0.0882701874723481,2490180
0.760875498698959,-1.62140670134089,-1.0465495417555,2034136
0.728358016818455,-4.10921769859792,-0.576029582232928,2510402
0.135578410635515,-0.0624792482372224,-0.00983216789514282,1330263
-1.0840561253747,0.380072458546122,2.11616733898827,1768972
0.717049969922337,-0.575047624846397,-0.237485822916251,2306459
0.131355512802191,-0.392736895660682,0.62375704851464,2181724
1.33330164296231,-1.6002032834022,-0.724220068500102,2217034
